,SH_510050IV
2019-11-11,15.6991
2019-11-12,15.1915
2019-11-13,15.4351
2019-11-14,15.7275
2019-11-15,15.7029
2019-11-18,14.8491
2019-11-19,14.4586
2019-11-20,14.054
2019-11-21,14.1913
2019-11-22,14.7571
2019-11-25,14.7707
2019-11-26,14.8239
2019-11-27,14.5408
2019-11-28,13.953
2019-11-29,14.2894
2019-12-02,13.5041
2019-12-03,13.415
2019-12-04,13.4354
2019-12-05,13.0761
2019-12-06,12.7577
2019-12-09,13.0453
2019-12-10,13.0219
2019-12-11,12.7349
2019-12-12,12.9548
2019-12-13,14.4435
2019-12-16,14.0145
2019-12-17,14.4418
2019-12-18,14.8157
2019-12-19,15.3522
2019-12-20,15.1518
2019-12-23,15.0757
2019-12-24,14.1791
2019-12-25,14.274
2019-12-26,13.8044
2019-12-27,14.0655
2019-12-30,15.4597
2019-12-31,15.8644
2020-01-02,16.1905
2020-01-03,15.9721
2020-01-06,16.5447
2020-01-07,16.8142
2020-01-08,16.4467
2020-01-09,16.2786
2020-01-10,15.9106
2020-01-13,15.6055
2020-01-14,15.3424
2020-01-15,15.2486
2020-01-16,14.4228
2020-01-17,13.9842
2020-01-20,14.6735
2020-01-21,16.0943
2020-01-22,15.3619
2020-01-23,17.1614
2020-02-03,16.9515
2020-02-04,23.7844
2020-02-05,21.1834
2020-02-06,21.3585
2020-02-07,22.707
2020-02-10,22.2886
2020-02-11,20.4874
2020-02-12,19.6847
2020-02-13,20.0449
2020-02-14,19.2704
2020-02-17,19.5118
2020-02-18,19.5173
2020-02-19,19.9063
2020-02-20,20.1359
2020-02-21,21.2726
2020-02-24,23.325
2020-02-25,23.5543
2020-02-26,24.2322
2020-02-27,20.7402
2020-02-28,24.0378
2020-03-02,21.7374
2020-03-03,21.1453
2020-03-04,21.34
2020-03-05,21.8917
2020-03-06,23.2372
2020-03-09,28.3082
2020-03-10,27.882
2020-03-11,27.7746
2020-03-12,30.2616
2020-03-13,35.151
2020-03-16,34.9636
2020-03-17,38.2764
2020-03-18,31.5734
2020-03-19,34.904
2020-03-20,33.1643
2020-03-23,36.3734
2020-03-24,34.5657
2020-03-25,33.8708
2020-03-26,32.6269
2020-03-27,32.7772
2020-03-30,31.7342
2020-03-31,29.4917
2020-04-01,27.7693
2020-04-02,26.6384
2020-04-03,27.527
2020-04-07,25.2199
2020-04-08,24.0337
2020-04-09,22.884
2020-04-10,22.1194
2020-04-13,20.6417
2020-04-14,19.8768
2020-04-15,20.5492
2020-04-16,20.0624
2020-04-17,20.0558
2020-04-20,20.5775
2020-04-21,20.5571
2020-04-22,20.2834
2020-04-23,19.5582
2020-04-24,19.2692
2020-04-27,18.6218
2020-04-28,18.7502
2020-04-29,19.6061
2020-04-30,21.6749
2020-05-06,20.9618
2020-05-07,19.8797
2020-05-08,19.0734
2020-05-11,19.3759
2020-05-12,19.5518
2020-05-13,19.3943
2020-05-14,19.3751
2020-05-15,19.0585
2020-05-18,18.6338
2020-05-19,17.9745
2020-05-20,18.1351
2020-05-21,18.9957
2020-05-22,21.824
2020-05-25,19.6559
2020-05-26,19.1355
2020-05-27,19.9086
2020-05-28,19.5424
2020-05-29,19.757
2020-06-01,17.7399
2020-06-02,17.5894
2020-06-03,18.2559
2020-06-04,18.3909
2020-06-05,17.7698
2020-06-08,17.7265
2020-06-09,17.8324
2020-06-10,18.1686
2020-06-11,18.5564
2020-06-12,18.1722
2020-06-15,19.4955
2020-06-16,17.7266
2020-06-17,18.0053
2020-06-18,18.2441
2020-06-19,18.6431
2020-06-22,19.9509
2020-06-23,20.3542
2020-06-24,20.0705
2020-06-29,18.5402
2020-06-30,17.6825
2020-07-01,18.6532
2020-07-02,22.387
2020-07-03,24.5131
2020-07-06,32.7784
2020-07-07,32.1875
2020-07-08,33.288000000000004
2020-07-09,33.3095
2020-07-10,32.3707
2020-07-13,29.3705
2020-07-14,29.4383
2020-07-15,29.8126
2020-07-16,31.7858
2020-07-17,27.8867
2020-07-20,28.342
2020-07-21,27.0383
2020-07-22,26.8181
2020-07-23,27.8029
2020-07-24,30.829
2020-07-27,29.5264
2020-07-28,28.9576
2020-07-29,29.4759
2020-07-30,29.6679
2020-07-31,30.7103
2020-08-03,31.661
2020-08-04,31.2066
2020-08-05,31.3227
2020-08-06,31.4546
2020-08-07,30.6383
2020-08-10,30.611
2020-08-11,29.6646
2020-08-12,29.2823
2020-08-13,28.8018
2020-08-14,28.1838
2020-08-17,31.0358
2020-08-18,30.7582
2020-08-19,29.6933
2020-08-20,29.1134
2020-08-21,28.9937
2020-08-24,28.1952
2020-08-25,27.4682
2020-08-26,28.4777
2020-08-27,26.2901
2020-08-28,26.7336
2020-08-31,26.429
2020-09-01,26.3597
2020-09-02,26.8331
2020-09-03,26.9483
2020-09-04,26.7572
2020-09-07,27.131
2020-09-08,26.5009
2020-09-09,27.272
2020-09-10,25.5883
2020-09-11,24.4015
2020-09-14,23.105
2020-09-15,22.6357
2020-09-16,21.8756
2020-09-17,21.8942
2020-09-18,23.1416
2020-09-21,23.5564
2020-09-22,23.8344
2020-09-23,23.2152
2020-09-24,24.327
2020-09-25,24.7584
2020-09-28,26.07800000000001
2020-09-29,27.2097
2020-09-30,27.6679
2020-10-09,22.7057
2020-10-12,24.4723
2020-10-13,24.3476
2020-10-14,23.6031
2020-10-15,24.1063
2020-10-16,23.94400000000001
2020-10-19,23.0871
2020-10-20,22.4465
2020-10-21,22.6131
2020-10-22,22.7942
2020-10-23,23.2137
2020-10-26,23.1939
2020-10-27,23.5035
2020-10-28,23.0594
2020-10-29,22.8294
2020-10-30,23.7597
2020-11-02,24.5597
2020-11-03,24.485
2020-11-04,22.9156
2020-11-05,22.395
2020-11-06,22.0124
2020-11-09,23.1262
2020-11-10,22.9642
2020-11-11,22.4033
2020-11-12,21.9717
2020-11-13,21.2522
2020-11-16,21.2214
2020-11-17,20.919
2020-11-18,21.5207
2020-11-19,21.7606
2020-11-20,20.8518
2020-11-23,22.1871
2020-11-24,21.3599
2020-11-25,20.9773
2020-11-26,19.828
2020-11-27,20.5074
2020-11-30,20.6341
2020-12-01,23.2017
2020-12-02,23.813
2020-12-03,23.6148
2020-12-04,22.8107
2020-12-07,21.6104
2020-12-08,20.6777
2020-12-09,20.0344
2020-12-10,19.1227
2020-12-11,19.662
2020-12-14,18.9881
2020-12-15,19.0084
2020-12-16,19.0278
2020-12-17,19.2261
2020-12-18,18.6581
2020-12-21,19.9188
2020-12-22,19.7632
2020-12-23,19.6293
2020-12-24,18.8151
2020-12-25,18.6751
2020-12-28,19.049
2020-12-29,19.4231
2020-12-30,19.4734
2020-12-31,20.5245
2021-01-04,21.1005
2021-01-05,20.9711
2021-01-06,22.602
2021-01-07,25.5841
2021-01-08,25.7888
2021-01-11,23.5268
2021-01-12,24.759
2021-01-13,24.5281
2021-01-14,24.1851
2021-01-15,22.3842
2021-01-18,22.6905
2021-01-19,22.9005
2021-01-20,22.6708
2021-01-21,23.724
2021-01-22,22.6901
2021-01-25,23.4982
2021-01-26,23.3756
2021-01-27,22.9004
2021-01-28,24.4313
2021-01-29,24.6019
2021-02-01,24.9637
2021-02-02,23.2082
2021-02-03,22.0077
2021-02-04,23.0125
2021-02-05,23.4678
2021-02-08,23.7298
2021-02-09,23.3412
2021-02-10,24.5746
2021-02-18,24.5579
2021-02-19,22.4372
2021-02-22,24.5218
2021-02-23,23.9316
2021-02-24,24.838
2021-02-25,23.0909
2021-02-26,25.6378
2021-03-01,24.2123
2021-03-02,23.6274
2021-03-03,23.3543
2021-03-04,25.1759
2021-03-05,25.8534
2021-03-08,27.174
2021-03-09,26.8887
2021-03-10,26.2103
2021-03-11,24.2707
2021-03-12,22.8834
2021-03-15,23.5713
2021-03-16,22.8589
2021-03-17,23.0168
2021-03-18,22.5478
2021-03-19,23.1119
2021-03-22,22.3856
2021-03-23,21.6455
2021-03-24,22.0857
2021-03-25,21.202
2021-03-26,20.2659
2021-03-29,20.3128
2021-03-30,20.3184
2021-03-31,19.9931
2021-04-01,19.2662
2021-04-02,19.3942
2021-04-06,19.6875
2021-04-07,19.0485
2021-04-08,18.7141
2021-04-09,18.557
2021-04-12,19.4452
2021-04-13,19.4752
2021-04-14,19.313
2021-04-15,19.4336
2021-04-16,19.1762
2021-04-19,19.6526
2021-04-20,19.7468
2021-04-21,19.9413
2021-04-22,19.8608
2021-04-23,19.9132
2021-04-26,20.6072
2021-04-27,20.3749
2021-04-28,20.0314
2021-04-29,19.9331
2021-04-30,19.6139
2021-05-06,19.5825
2021-05-07,19.3769
2021-05-10,19.3019
2021-05-11,19.5607
2021-05-12,19.822
2021-05-13,19.9567
2021-05-14,20.2536
2021-05-17,21.1032
2021-05-18,20.7765
2021-05-19,20.0727
2021-05-20,20.0696
2021-05-21,19.8458
2021-05-24,19.9567
2021-05-25,21.8443
2021-05-26,21.8867
2021-05-27,22.8135
2021-05-28,22.6515
2021-05-31,23.0692
2021-06-01,22.8338
2021-06-02,21.4739
2021-06-03,20.729
2021-06-04,20.845
2021-06-07,21.4075
2021-06-08,21.9118
2021-06-09,21.1052
2021-06-10,20.3065
2021-06-11,20.5002
2021-06-15,20.0827
2021-06-16,21.1223
2021-06-17,19.8286
2021-06-18,19.9028
2021-06-21,20.3819
2021-06-22,19.9708
2021-06-23,18.6439
2021-06-24,17.9257
2021-06-25,18.1536
2021-06-28,18.5086
2021-06-29,18.2692
2021-06-30,18.8078
2021-07-01,18.4544
2021-07-02,19.1819
2021-07-05,18.4476
2021-07-06,18.2102
2021-07-07,17.7638
2021-07-08,18.6319
2021-07-09,18.5377
2021-07-12,19.1148
2021-07-13,18.8103
2021-07-14,18.8371
2021-07-15,18.483
2021-07-16,18.6147
2021-07-19,18.7394
2021-07-20,19.127
2021-07-21,18.5898
2021-07-22,18.4745
2021-07-23,18.3902
2021-07-26,21.9102
2021-07-27,23.7483
2021-07-28,22.5982
2021-07-29,20.9823
2021-07-30,20.3718
2021-08-02,20.5153
2021-08-03,19.6723
2021-08-04,19.8078
2021-08-05,19.5193
2021-08-06,19.0668
2021-08-09,19.0902
2021-08-10,19.656
2021-08-11,19.3949
2021-08-12,19.313
2021-08-13,19.117
2021-08-16,19.6816
2021-08-17,20.7061
2021-08-18,19.6364
2021-08-19,20.1653
2021-08-20,21.8518
2021-08-23,21.3941
2021-08-24,20.1916
2021-08-25,20.0658
2021-08-26,20.4155
2021-08-27,20.1328
2021-08-30,20.9131
2021-08-31,20.6984
2021-09-01,21.0073
2021-09-02,21.4899
2021-09-03,21.2677
2021-09-06,21.081
2021-09-07,21.1728
2021-09-08,21.4278
2021-09-09,21.2631
2021-09-10,20.9502
2021-09-13,21.3407
2021-09-14,20.9234
2021-09-15,21.1508
2021-09-16,21.7937
2021-09-17,20.3437
2021-09-22,21.8591
2021-09-23,20.9883
2021-09-24,19.9909
2021-09-27,20.4486
2021-09-28,20.7332
2021-09-29,21.3583
2021-09-30,21.4976
2021-10-08,19.7201
2021-10-11,19.5367
2021-10-12,19.3481
2021-10-13,19.4591
2021-10-14,19.2785
2021-10-15,18.9505
2021-10-18,19.8909
2021-10-19,18.9229
2021-10-20,18.8813
2021-10-21,19.135
2021-10-22,19.0969
2021-10-25,19.841
2021-10-26,19.6682
2021-10-27,19.488
2021-10-28,19.3439
2021-10-29,19.1418
2021-11-01,19.6675
2021-11-02,20.5386
2021-11-03,20.7956
2021-11-04,19.7549
2021-11-05,19.3624
2021-11-08,20.1339
2021-11-09,20.1584
2021-11-10,20.0431
2021-11-11,19.5723
2021-11-12,19.2805
2021-11-15,19.6287
2021-11-16,19.3542
2021-11-17,19.3242
2021-11-18,19.1682
2021-11-19,18.8144
2021-11-22,18.7502
2021-11-23,18.442
2021-11-24,18.0472
2021-11-25,17.2993
2021-11-26,17.2738
2021-11-29,17.5045
2021-11-30,17.479
2021-12-01,17.1715
2021-12-02,16.7314
2021-12-03,16.214000000000002
2021-12-06,16.6081
2021-12-07,16.6875
2021-12-08,17.8897
2021-12-09,18.6536
2021-12-10,18.1211
2021-12-13,18.4736
2021-12-14,18.0159
2021-12-15,17.4345
2021-12-16,17.3605
2021-12-17,17.4207
2021-12-20,18.154
2021-12-21,17.6387
2021-12-22,17.373
2021-12-23,16.3515
2021-12-24,16.6148
2021-12-27,16.9906
2021-12-28,17.1717
2021-12-29,18.7173
2021-12-30,17.836
2021-12-31,18.0337
2022-01-04,18.4104
2022-01-05,18.9264
2022-01-06,19.0504
2022-01-07,18.2946
2022-01-10,18.4321
2022-01-11,18.3914
2022-01-12,17.7332
2022-01-13,18.9078
2022-01-14,19.2399
2022-01-17,18.6349
2022-01-18,18.0273
2022-01-19,18.222
2022-01-20,18.1424
2022-01-21,18.1674
2022-01-24,19.1415
2022-01-25,21.2092
2022-01-26,20.211
2022-01-27,20.6032
2022-01-28,23.0754
2022-02-07,19.8799
2022-02-08,18.8718
2022-02-09,18.311
2022-02-10,17.8199
2022-02-11,17.5435
2022-02-14,18.3402
2022-02-15,18.2734
2022-02-16,17.5128
2022-02-17,17.4407
2022-02-18,17.0585
2022-02-21,17.3297
2022-02-22,18.2102
2022-02-23,17.2956
2022-02-24,18.6856
2022-02-25,17.8733
2022-02-28,18.1824
2022-03-01,17.164
2022-03-02,17.1181
2022-03-03,17.4858
2022-03-04,17.3733
2022-03-07,20.3104
2022-03-08,21.8551
2022-03-09,24.0606
2022-03-10,21.4316
2022-03-11,22.3772
2022-03-14,25.0855
2022-03-15,26.1318
2022-03-16,27.1485
2022-03-17,24.5824
2022-03-18,23.7839
2022-03-21,23.5228
2022-03-22,22.3675
2022-03-23,20.587
2022-03-24,19.5102
2022-03-25,21.2854
2022-03-28,22.5609
2022-03-29,22.6302
2022-03-30,20.9524
2022-03-31,20.8306
2022-04-01,20.3861
2022-04-06,20.2601
2022-04-07,21.1269
2022-04-08,20.4678
2022-04-11,23.0824
2022-04-12,21.9808
2022-04-13,21.8643
2022-04-14,20.9467
2022-04-15,21.02
2022-04-18,21.7393
2022-04-19,21.5489
2022-04-20,22.7919
2022-04-21,23.9015
2022-04-22,23.2467
2022-04-25,27.1568
2022-04-26,25.405
2022-04-27,26.5733
2022-04-28,23.7515
2022-04-29,22.8761
2022-05-05,23.198
2022-05-06,24.2615
2022-05-09,24.6596
2022-05-10,24.6975
2022-05-11,23.7461
2022-05-12,24.1834
2022-05-13,23.5352
2022-05-16,23.8455
2022-05-17,22.9016
2022-05-18,22.1664
2022-05-19,22.0068
2022-05-20,22.0902
2022-05-23,21.4938
2022-05-24,22.0529
2022-05-25,21.2797
2022-05-26,20.4775
2022-05-27,19.872
2022-05-30,20.1205
2022-05-31,20.4385
2022-06-01,20.3173
2022-06-02,20.1759
2022-06-06,20.5615
2022-06-07,20.8246
2022-06-08,21.6879
2022-06-09,21.1564
2022-06-10,20.8682
2022-06-13,21.6405
2022-06-14,21.8816
2022-06-15,23.0293
2022-06-16,21.6147
2022-06-17,22.3248
2022-06-20,22.6499
2022-06-21,22.1647
2022-06-22,20.9525
2022-06-23,20.8908
2022-06-24,20.6748
2022-06-27,22.0314
2022-06-28,21.8921
2022-06-29,21.9367
2022-06-30,23.0911
2022-07-01,22.8793
2022-07-04,23.1312
2022-07-05,23.0719
2022-07-06,22.7322
2022-07-07,22.2669
2022-07-08,21.5983
2022-07-11,21.932
2022-07-12,21.2824
2022-07-13,20.9201
2022-07-14,20.529
2022-07-15,20.5456
2022-07-18,21.3464
2022-07-19,21.0226
2022-07-20,20.3381
2022-07-21,20.5134
2022-07-22,20.0335
2022-07-25,20.5383
2022-07-26,19.5927
2022-07-27,19.942
2022-07-28,19.7689
2022-07-29,20.7135
2022-08-01,21.0951
2022-08-02,24.3918
2022-08-03,22.9152
2022-08-04,21.0334
2022-08-05,19.5868
2022-08-08,19.7299
2022-08-09,19.5235
2022-08-10,19.7968
2022-08-11,20.0585
2022-08-12,19.2154
2022-08-15,19.5308
2022-08-16,19.177
2022-08-17,18.9778
2022-08-18,19.4096
2022-08-19,18.7013
2022-08-22,18.3818
2022-08-23,17.913
2022-08-24,18.8707
2022-08-25,17.7998
2022-08-26,16.9729
2022-08-29,17.9586
2022-08-30,17.4687
2022-08-31,17.6283
2022-09-01,17.8028
2022-09-02,18.1921
2022-09-05,18.9002
2022-09-06,17.7712
2022-09-07,17.6742
2022-09-08,17.1478
2022-09-09,16.6354
2022-09-13,16.8537
2022-09-14,16.9621
2022-09-15,17.1951
2022-09-16,18.4276
2022-09-19,18.6411
2022-09-20,18.1722
2022-09-21,19.0296
2022-09-22,18.9098
2022-09-23,18.9239
2022-09-26,19.8553
2022-09-27,18.9092
2022-09-28,19.3845
2022-09-29,18.7448
2022-09-30,18.1053
2022-10-10,19.6293
2022-10-11,19.7034
2022-10-12,20.1064
2022-10-13,20.6053
2022-10-14,19.3904
2022-10-17,19.3203
2022-10-18,18.7868
2022-10-19,19.3914
2022-10-20,20.1361
2022-10-21,20.5104
2022-10-24,24.019
2022-10-25,23.9369
2022-10-26,22.4206
2022-10-27,22.1215
2022-10-28,23.6563
2022-10-31,25.6575
2022-11-01,23.2292
2022-11-02,22.2536
2022-11-03,22.3057
2022-11-04,22.5203
2022-11-07,23.3036
2022-11-08,22.6411
2022-11-09,22.432
2022-11-10,22.5858
2022-11-11,22.2384
2022-11-14,23.4348
2022-11-15,23.7315
2022-11-16,23.3873
2022-11-17,22.653
2022-11-18,22.1346
2022-11-21,21.9089
2022-11-22,22.3073
2022-11-23,22.4152
2022-11-24,22.2564
2022-11-25,21.5557
2022-11-28,23.1657
2022-11-29,24.1688
2022-11-30,23.497
2022-12-01,20.8019
2022-12-02,20.5732
2022-12-05,20.8007
2022-12-06,20.7599
2022-12-07,20.6706
2022-12-08,20.1867
2022-12-09,19.8094
2022-12-12,20.063
2022-12-13,20.1533
2022-12-14,19.7008
2022-12-15,18.9537
2022-12-16,18.5945
2022-12-19,19.1881
2022-12-20,19.587
2022-12-21,19.0836
2022-12-22,18.1482
2022-12-23,18.6049
2022-12-26,18.8392
2022-12-27,18.2075
2022-12-28,17.7659
2022-12-29,17.4556
2022-12-30,16.8943
2023-01-03,17.0942
2023-01-04,17.018
2023-01-05,17.1507
2023-01-06,17.5098
2023-01-09,18.8717
2023-01-10,18.7964
2023-01-11,18.5301
2023-01-12,18.4188
2023-01-13,17.0959
2023-01-16,18.4866
2023-01-17,19.2112
2023-01-18,19.5278
2023-01-19,20.4145
2023-01-20,19.483
2023-01-30,20.1743
2023-01-31,19.2679
2023-02-01,19.6703
2023-02-02,19.8121
2023-02-03,19.9121
2023-02-06,20.8228
2023-02-07,20.4544
2023-02-08,19.9559
2023-02-09,19.5294
2023-02-10,18.7909
2023-02-13,18.9784
2023-02-14,18.7885
2023-02-15,18.3146
2023-02-16,18.3973
2023-02-17,18.6989
2023-02-20,19.3226
2023-02-21,19.3259
2023-02-22,18.7886
2023-02-23,18.3293
2023-02-24,18.7172
2023-02-27,19.1216
2023-02-28,18.2351
2023-03-01,17.997
2023-03-02,17.9313
2023-03-03,18.0324
2023-03-06,17.8148
2023-03-07,18.2536
2023-03-08,18.149
2023-03-09,18.0588
2023-03-10,18.4023
2023-03-13,18.4042
2023-03-14,18.7311
2023-03-15,17.8325
2023-03-16,18.025
2023-03-17,17.4194
2023-03-20,18.147
2023-03-21,17.9641
2023-03-22,17.5424
2023-03-23,16.6045
2023-03-24,16.4237
2023-03-27,17.1081
2023-03-28,16.6812
2023-03-29,16.6071
2023-03-30,16.2394
2023-03-31,16.1622
2023-04-03,16.9564
2023-04-04,16.6712
2023-04-06,17.1814
2023-04-07,16.4386
2023-04-10,16.4539
2023-04-11,16.0094
2023-04-12,15.6741
2023-04-13,15.1258
2023-04-14,14.9535
2023-04-17,15.7757
2023-04-18,15.4447
2023-04-19,15.1835
2023-04-20,14.9617
2023-04-21,15.72
2023-04-24,17.1645
2023-04-25,17.332
2023-04-26,16.5004
2023-04-27,15.2926
2023-04-28,14.9527
2023-05-04,15.7061
2023-05-05,15.4511
2023-05-08,16.297
2023-05-09,16.4029
2023-05-10,16.4245
2023-05-11,16.0168
2023-05-12,16.3517
2023-05-15,16.233
2023-05-16,16.4691
2023-05-17,16.9073
2023-05-18,16.0507
2023-05-19,15.8612
2023-05-22,15.6288
2023-05-23,15.9575
2023-05-24,16.6073
2023-05-25,16.9289
2023-05-26,16.2406
2023-05-29,16.7449
2023-05-30,16.5109
2023-05-31,17.7755
2023-06-01,17.8962
2023-06-02,16.6904
2023-06-05,16.8009
2023-06-06,17.1967
2023-06-07,17.3541
2023-06-08,17.2378
2023-06-09,16.5386
2023-06-12,16.6467
2023-06-13,16.2214
2023-06-14,16.2179
2023-06-15,15.6273
2023-06-16,15.3466
2023-06-19,16.1109
2023-06-20,15.6697
2023-06-21,16.0625
2023-06-26,17.4696
2023-06-27,16.6423
2023-06-28,15.9523
2023-06-29,15.6527
2023-06-30,15.4233
2023-07-03,15.0275
2023-07-04,14.7525
2023-07-05,14.9938
2023-07-06,15.2533
2023-07-07,15.4087
2023-07-10,15.4025
2023-07-11,14.9972
2023-07-12,15.3458
2023-07-13,14.9032
2023-07-14,14.7787
2023-07-17,15.1515
2023-07-18,15.038
2023-07-19,15.1246
2023-07-20,15.7258
2023-07-21,15.1496
2023-07-24,15.203
2023-07-25,15.8685
2023-07-26,15.8342
2023-07-27,15.2224
2023-07-28,16.6555
2023-07-31,18.268
2023-08-01,17.9701
2023-08-02,17.7339
2023-08-03,18.2883
2023-08-04,18.515
2023-08-07,18.8434
2023-08-08,18.9517
2023-08-09,19.0251
2023-08-10,18.9549
2023-08-11,19.0209
2023-08-14,18.8882
2023-08-15,18.3763
2023-08-16,18.9853
2023-08-17,18.8997
2023-08-18,19.6701
2023-08-21,20.9465
2023-08-22,20.2073
2023-08-23,20.4844
2023-08-24,19.6936
2023-08-25,20.7
2023-08-28,22.8304
2023-08-29,20.6136
2023-08-30,19.4032
2023-08-31,18.4137
2023-09-01,17.9247
2023-09-04,17.1974
2023-09-05,17.109
2023-09-06,16.9866
2023-09-07,17.36
2023-09-08,17.7837
2023-09-11,17.3509
2023-09-12,16.9377
2023-09-13,16.862000000000002
2023-09-14,16.5996
2023-09-15,16.9724
2023-09-18,17.0724
2023-09-19,16.6994
2023-09-20,16.4898
2023-09-21,16.5523
2023-09-22,16.7111
2023-09-25,16.6967
2023-09-26,16.8223
2023-09-27,16.9878
2023-09-28,16.7
2023-10-09,16.0582
2023-10-10,15.9599
2023-10-11,15.6009
2023-10-12,15.232
2023-10-13,15.6214
2023-10-16,16.4423
2023-10-17,15.8668
2023-10-18,15.8051
2023-10-19,17.783
2023-10-20,19.3163
2023-10-23,20.4192
2023-10-24,18.9158
2023-10-25,17.3508
2023-10-26,16.5265
2023-10-27,16.076
2023-10-30,16.585
2023-10-31,16.3805
2023-11-01,16.2937
2023-11-02,16.0119
2023-11-03,15.5256
2023-11-06,16.3737
2023-11-07,16.1244
2023-11-08,16.1005
2023-11-09,16.1601
2023-11-10,16.359
2023-11-13,16.7462
2023-11-14,16.546
2023-11-15,16.2354
2023-11-16,15.8755
2023-11-17,15.2045
2023-11-20,14.7536
2023-11-21,14.6259
2023-11-22,14.9828
2023-11-23,14.4419
2023-11-24,14.8078
2023-11-27,15.6018
2023-11-28,15.4098
2023-11-29,15.5926
2023-11-30,15.3466
2023-12-01,15.5081
2023-12-04,16.3564
2023-12-05,18.2446
2023-12-06,17.3557
2023-12-07,17.2461
2023-12-08,16.8819
2023-12-11,17.6323
2023-12-12,17.1043
2023-12-13,17.9044
2023-12-14,18.177
2023-12-15,18.0232
2023-12-18,18.4738
2023-12-19,18.5826
2023-12-20,19.1115
2023-12-21,18.4059
2023-12-22,17.6914
2023-12-25,17.3427
2023-12-26,17.6462
2023-12-27,17.3981
2023-12-28,16.5579
2023-12-29,16.0562
2024-01-02,16.3165
2024-01-03,16.2625
2024-01-04,16.5992
2024-01-05,17.1499
2024-01-08,19.272
2024-01-09,18.293
2024-01-10,18.3877
2024-01-11,18.2461
2024-01-12,18.1713
2024-01-15,17.2664
2024-01-16,16.607
2024-01-17,19.0333
2024-01-18,18.4308
2024-01-19,17.4433
2024-01-22,21.1498
2024-01-23,19.4979
2024-01-24,18.2022
2024-01-25,17.2524
2024-01-26,16.8057
2024-01-29,17.7677
2024-01-30,19.0443
2024-01-31,20.9013
2024-02-01,21.0455
2024-02-02,22.6276
2024-02-05,23.8991
2024-02-06,20.8904
2024-02-07,20.3816
2024-02-08,20.1449
2024-02-19,20.8281
2024-02-20,19.1318
2024-02-21,19.2396
2024-02-22,20.1405
2024-02-23,20.5797
2024-02-26,20.1349
2024-02-27,19.8882
2024-02-28,20.3698
2024-02-29,19.1502
2024-03-01,18.7658
2024-03-04,18.9516
2024-03-05,17.910999999999994
2024-03-06,17.1884
2024-03-07,16.6753
2024-03-08,16.2027
2024-03-11,16.4046
2024-03-12,16.4266
2024-03-13,16.3589
2024-03-14,16.0423
2024-03-15,15.9212
2024-03-18,16.0155
2024-03-19,15.7817
2024-03-20,15.9943
2024-03-21,15.7436
2024-03-22,16.4745
2024-03-25,16.5281
2024-03-26,15.9901
2024-03-27,16.522000000000002
2024-03-28,15.575
2024-03-29,14.9495
2024-04-01,14.8841
2024-04-02,14.6708
2024-04-03,14.5883
2024-04-08,15.0533
2024-04-09,14.9289
2024-04-10,14.7433
2024-04-11,14.6
2024-04-12,14.8205
2024-04-15,15.5783
2024-04-16,16.2519
2024-04-17,15.4941
2024-04-18,15.633
2024-04-19,15.9537
2024-04-22,15.6989
2024-04-23,15.3265
2024-04-24,15.083
2024-04-25,14.534
2024-04-26,14.9878
2024-04-29,15.9431
2024-04-30,14.9096
2024-05-06,15.3676
2024-05-07,15.328
2024-05-08,14.9674
2024-05-09,15.0415
2024-05-10,14.8617
2024-05-13,15.0186
2024-05-14,14.8975
2024-05-15,14.8865
2024-05-16,14.3746
2024-05-17,14.8394
2024-05-20,14.3822
2024-05-21,14.0225
2024-05-22,14.0065
2024-05-23,14.0027
2024-05-24,14.703
2024-05-27,14.0469
2024-05-28,13.8695
2024-05-29,13.8364
2024-05-30,14.0207
2024-05-31,13.8505
2024-06-03,13.9875
2024-06-04,13.7423
2024-06-05,13.8457
2024-06-06,14.0503
2024-06-07,14.1262
2024-06-11,14.9363
2024-06-12,14.4965
2024-06-13,14.1208
2024-06-14,13.8703
2024-06-17,14.2831
2024-06-18,14.2869
2024-06-19,14.1348
2024-06-20,14.2563
2024-06-21,13.6734
2024-06-24,13.799
2024-06-25,14.6192
2024-06-26,13.8619
2024-06-27,13.6159
2024-06-28,12.9515
2024-07-01,12.8909
2024-07-02,12.4273
2024-07-03,12.2019
2024-07-04,12.1793
2024-07-05,12.9145
2024-07-08,13.7951
2024-07-09,13.354
2024-07-10,13.1565
2024-07-11,12.8813
2024-07-12,12.3889
2024-07-15,12.3775
2024-07-16,12.2592
2024-07-17,12.5669
2024-07-18,12.8007
2024-07-19,13.1344
2024-07-22,13.1276
2024-07-23,12.8771
2024-07-24,13.0875
2024-07-25,14.2587
2024-07-26,14.0011
2024-07-29,14.2473
2024-07-30,14.5838
2024-07-31,13.6846
2024-08-01,13.6644
2024-08-02,14.5011
2024-08-05,17.517
2024-08-06,16.8239
2024-08-07,15.1425
2024-08-08,14.1938
2024-08-09,13.8943
2024-08-12,13.8793
2024-08-13,13.9781
2024-08-14,14.0928
2024-08-15,13.565
2024-08-16,13.4509
2024-08-19,13.5196
2024-08-20,13.4301
2024-08-21,13.5332
2024-08-22,13.622
2024-08-23,13.1534
2024-08-26,13.2076
2024-08-27,12.9074
2024-08-28,13.1139
2024-08-29,12.8296
2024-08-30,12.5615
2024-09-02,13.4608
2024-09-03,13.2735
2024-09-04,13.9346
2024-09-05,13.8111
