sec_id,date,update_date,data
US_CN_00133,1962-01-02,2025-09-01,4.06
US_CN_00133,1962-01-03,2025-09-01,4.03
US_CN_00133,1962-01-04,2025-09-01,3.99
US_CN_00133,1962-01-05,2025-09-01,4.022
US_CN_00133,1962-01-08,2025-09-01,4.032
US_CN_00133,1962-01-09,2025-09-01,4.052
US_CN_00133,1962-01-10,2025-09-01,4.072
US_CN_00133,1962-01-11,2025-09-01,4.082
US_CN_00133,1962-01-12,2025-09-01,4.082
US_CN_00133,1962-01-15,2025-09-01,4.102
US_CN_00133,1962-01-16,2025-09-01,4.132
US_CN_00133,1962-01-17,2025-09-01,4.122
US_CN_00133,1962-01-18,2025-09-01,4.112
US_CN_00133,1962-01-19,2025-09-01,4.112
US_CN_00133,1962-01-22,2025-09-01,4.092
US_CN_00133,1962-01-23,2025-09-01,4.112
US_CN_00133,1962-01-24,2025-09-01,4.102
US_CN_00133,1962-01-25,2025-09-01,4.112
US_CN_00133,1962-01-26,2025-09-01,4.112
US_CN_00133,1962-01-29,2025-09-01,4.122
US_CN_00133,1962-01-30,2025-09-01,4.112
US_CN_00133,1962-01-31,2025-09-01,4.102
US_CN_00133,1962-02-01,2025-09-01,4.092
US_CN_00133,1962-02-02,2025-09-01,4.082
US_CN_00133,1962-02-05,2025-09-01,4.072
US_CN_00133,1962-02-06,2025-09-01,4.062
US_CN_00133,1962-02-07,2025-09-01,4.072
US_CN_00133,1962-02-08,2025-09-01,4.072
US_CN_00133,1962-02-09,2025-09-01,4.052
US_CN_00133,1962-02-13,2025-09-01,4.032
US_CN_00133,1962-02-14,2025-09-01,4.032
US_CN_00133,1962-02-15,2025-09-01,4.022
US_CN_00133,1962-02-16,2025-09-01,4.022
US_CN_00133,1962-02-19,2025-09-01,4.102
US_CN_00133,1962-02-20,2025-09-01,4.052
US_CN_00133,1962-02-21,2025-09-01,4.032
US_CN_00133,1962-02-23,2025-09-01,4.022
US_CN_00133,1962-02-26,2025-09-01,4.002
US_CN_00133,1962-02-27,2025-09-01,4.012
US_CN_00133,1962-02-28,2025-09-01,4.002
US_CN_00133,1962-03-01,2025-09-01,3.982
US_CN_00133,1962-03-02,2025-09-01,3.982
US_CN_00133,1962-03-05,2025-09-01,4.002
US_CN_00133,1962-03-06,2025-09-01,4.012
US_CN_00133,1962-03-07,2025-09-01,4.002
US_CN_00133,1962-03-08,2025-09-01,3.982
US_CN_00133,1962-03-09,2025-09-01,3.962
US_CN_00133,1962-03-12,2025-09-01,3.942
US_CN_00133,1962-03-13,2025-09-01,3.922
US_CN_00133,1962-03-14,2025-09-01,3.932
US_CN_00133,1962-03-15,2025-09-01,3.962
US_CN_00133,1962-03-16,2025-09-01,3.962
US_CN_00133,1962-03-19,2025-09-01,3.932
US_CN_00133,1962-03-20,2025-09-01,3.912
US_CN_00133,1962-03-21,2025-09-01,3.862
US_CN_00133,1962-03-22,2025-09-01,3.832
US_CN_00133,1962-03-23,2025-09-01,3.872
US_CN_00133,1962-03-26,2025-09-01,3.892
US_CN_00133,1962-03-27,2025-09-01,3.902
US_CN_00133,1962-03-28,2025-09-01,3.902
US_CN_00133,1962-03-29,2025-09-01,3.902
US_CN_00133,1962-03-30,2025-09-01,3.862
US_CN_00133,1962-04-02,2025-09-01,3.862
US_CN_00133,1962-04-03,2025-09-01,3.832
US_CN_00133,1962-04-04,2025-09-01,3.782
US_CN_00133,1962-04-05,2025-09-01,3.842
US_CN_00133,1962-04-06,2025-09-01,3.812
US_CN_00133,1962-04-09,2025-09-01,3.832
US_CN_00133,1962-04-10,2025-09-01,3.832
US_CN_00133,1962-04-11,2025-09-01,3.872
US_CN_00133,1962-04-12,2025-09-01,3.862
US_CN_00133,1962-04-13,2025-09-01,3.852
US_CN_00133,1962-04-16,2025-09-01,3.832
US_CN_00133,1962-04-17,2025-09-01,3.822
US_CN_00133,1962-04-18,2025-09-01,3.812
US_CN_00133,1962-04-19,2025-09-01,3.822
US_CN_00133,1962-04-23,2025-09-01,3.862
US_CN_00133,1962-04-24,2025-09-01,3.872
US_CN_00133,1962-04-25,2025-09-01,3.882
US_CN_00133,1962-04-26,2025-09-01,3.892
US_CN_00133,1962-04-27,2025-09-01,3.862
US_CN_00133,1962-04-30,2025-09-01,3.862
US_CN_00133,1962-05-01,2025-09-01,3.852
US_CN_00133,1962-05-02,2025-09-01,3.862
US_CN_00133,1962-05-03,2025-09-01,3.862
US_CN_00133,1962-05-04,2025-09-01,3.872
US_CN_00133,1962-05-07,2025-09-01,3.862
US_CN_00133,1962-05-08,2025-09-01,3.852
US_CN_00133,1962-05-09,2025-09-01,3.822
US_CN_00133,1962-05-10,2025-09-01,3.832
US_CN_00133,1962-05-11,2025-09-01,3.822
US_CN_00133,1962-05-14,2025-09-01,3.852
US_CN_00133,1962-05-15,2025-09-01,3.872
US_CN_00133,1962-05-16,2025-09-01,3.862
US_CN_00133,1962-05-17,2025-09-01,3.872
US_CN_00133,1962-05-18,2025-09-01,3.932
US_CN_00133,1962-05-21,2025-09-01,3.942
US_CN_00133,1962-05-22,2025-09-01,3.932
US_CN_00133,1962-05-23,2025-09-01,3.912
US_CN_00133,1962-05-24,2025-09-01,3.902
US_CN_00133,1962-05-25,2025-09-01,3.882
US_CN_00133,1962-05-28,2025-09-01,3.872
US_CN_00133,1962-05-29,2025-09-01,3.892
US_CN_00133,1962-05-31,2025-09-01,3.902
US_CN_00133,1962-06-01,2025-09-01,3.892
US_CN_00133,1962-06-04,2025-09-01,3.882
US_CN_00133,1962-06-05,2025-09-01,3.892
US_CN_00133,1962-06-06,2025-09-01,3.892
US_CN_00133,1962-06-07,2025-09-01,3.872
US_CN_00133,1962-06-08,2025-09-01,3.862
US_CN_00133,1962-06-11,2025-09-01,3.872
US_CN_00133,1962-06-12,2025-09-01,3.862
US_CN_00133,1962-06-13,2025-09-01,3.872
US_CN_00133,1962-06-14,2025-09-01,3.902
US_CN_00133,1962-06-15,2025-09-01,3.892
US_CN_00133,1962-06-18,2025-09-01,3.912
US_CN_00133,1962-06-19,2025-09-01,3.932
US_CN_00133,1962-06-20,2025-09-01,3.922
US_CN_00133,1962-06-21,2025-09-01,3.902
US_CN_00133,1962-06-22,2025-09-01,3.902
US_CN_00133,1962-06-25,2025-09-01,3.952
US_CN_00133,1962-06-26,2025-09-01,3.972
US_CN_00133,1962-06-27,2025-09-01,3.962
US_CN_00133,1962-06-28,2025-09-01,3.982
US_CN_00133,1962-06-29,2025-09-01,4.002
US_CN_00133,1962-07-02,2025-09-01,4.002
US_CN_00133,1962-07-03,2025-09-01,4.002
US_CN_00133,1962-07-05,2025-09-01,4.002
US_CN_00133,1962-07-06,2025-09-01,4.022
US_CN_00133,1962-07-09,2025-09-01,4.052
US_CN_00133,1962-07-10,2025-09-01,4.022
US_CN_00133,1962-07-11,2025-09-01,3.992
US_CN_00133,1962-07-12,2025-09-01,4.002
US_CN_00133,1962-07-13,2025-09-01,4.002
US_CN_00133,1962-07-16,2025-09-01,4.012
US_CN_00133,1962-07-17,2025-09-01,4.032
US_CN_00133,1962-07-18,2025-09-01,4.022
US_CN_00133,1962-07-19,2025-09-01,4.022
US_CN_00133,1962-07-20,2025-09-01,4.012
US_CN_00133,1962-07-23,2025-09-01,4.002
US_CN_00133,1962-07-24,2025-09-01,4.012
US_CN_00133,1962-07-25,2025-09-01,4.022
US_CN_00133,1962-07-26,2025-09-01,4.012
US_CN_00133,1962-07-27,2025-09-01,4.022
US_CN_00133,1962-07-30,2025-09-01,4.032
US_CN_00133,1962-07-31,2025-09-01,4.042
US_CN_00133,1962-08-01,2025-09-01,4.032
US_CN_00133,1962-08-02,2025-09-01,4.002
US_CN_00133,1962-08-03,2025-09-01,4.012
US_CN_00133,1962-08-06,2025-09-01,4.012
US_CN_00133,1962-08-07,2025-09-01,4.022
US_CN_00133,1962-08-08,2025-09-01,4.012
US_CN_00133,1962-08-09,2025-09-01,3.992
US_CN_00133,1962-08-10,2025-09-01,3.992
US_CN_00133,1962-08-13,2025-09-01,3.992
US_CN_00133,1962-08-14,2025-09-01,3.982
US_CN_00133,1962-08-15,2025-09-01,3.982
US_CN_00133,1962-08-16,2025-09-01,3.962
US_CN_00133,1962-08-17,2025-09-01,3.962
US_CN_00133,1962-08-20,2025-09-01,3.942
US_CN_00133,1962-08-21,2025-09-01,3.942
US_CN_00133,1962-08-22,2025-09-01,3.952
US_CN_00133,1962-08-23,2025-09-01,3.952
US_CN_00133,1962-08-24,2025-09-01,3.952
US_CN_00133,1962-08-27,2025-09-01,3.952
US_CN_00133,1962-08-28,2025-09-01,3.962
US_CN_00133,1962-08-29,2025-09-01,3.962
US_CN_00133,1962-08-30,2025-09-01,3.952
US_CN_00133,1962-08-31,2025-09-01,3.962
US_CN_00133,1962-09-04,2025-09-01,3.962
US_CN_00133,1962-09-05,2025-09-01,3.972
US_CN_00133,1962-09-06,2025-09-01,3.992
US_CN_00133,1962-09-07,2025-09-01,4.012
US_CN_00133,1962-09-10,2025-09-01,4.002
US_CN_00133,1962-09-11,2025-09-01,4.002
US_CN_00133,1962-09-12,2025-09-01,4.002
US_CN_00133,1962-09-13,2025-09-01,3.992
US_CN_00133,1962-09-14,2025-09-01,3.992
US_CN_00133,1962-09-17,2025-09-01,3.992
US_CN_00133,1962-09-18,2025-09-01,3.982
US_CN_00133,1962-09-19,2025-09-01,3.992
US_CN_00133,1962-09-20,2025-09-01,3.982
US_CN_00133,1962-09-21,2025-09-01,3.982
US_CN_00133,1962-09-24,2025-09-01,3.972
US_CN_00133,1962-09-25,2025-09-01,3.962
US_CN_00133,1962-09-26,2025-09-01,3.952
US_CN_00133,1962-09-27,2025-09-01,3.952
US_CN_00133,1962-09-28,2025-09-01,3.942
US_CN_00133,1962-10-01,2025-09-01,3.932
US_CN_00133,1962-10-02,2025-09-01,3.922
US_CN_00133,1962-10-03,2025-09-01,3.902
US_CN_00133,1962-10-04,2025-09-01,3.902
US_CN_00133,1962-10-05,2025-09-01,3.922
US_CN_00133,1962-10-08,2025-09-01,3.932
US_CN_00133,1962-10-09,2025-09-01,3.952
US_CN_00133,1962-10-10,2025-09-01,3.932
US_CN_00133,1962-10-11,2025-09-01,3.942
US_CN_00133,1962-10-15,2025-09-01,3.942
US_CN_00133,1962-10-16,2025-09-01,3.942
US_CN_00133,1962-10-17,2025-09-01,3.942
US_CN_00133,1962-10-18,2025-09-01,3.922
US_CN_00133,1962-10-19,2025-09-01,3.882
US_CN_00133,1962-10-22,2025-09-01,3.912
US_CN_00133,1962-10-23,2025-09-01,3.942
US_CN_00133,1962-10-24,2025-09-01,3.942
US_CN_00133,1962-10-25,2025-09-01,3.942
US_CN_00133,1962-10-26,2025-09-01,3.932
US_CN_00133,1962-10-29,2025-09-01,3.922
US_CN_00133,1962-10-30,2025-09-01,3.922
US_CN_00133,1962-10-31,2025-09-01,3.922
US_CN_00133,1962-11-01,2025-09-01,3.922
US_CN_00133,1962-11-02,2025-09-01,3.912
US_CN_00133,1962-11-05,2025-09-01,3.912
US_CN_00133,1962-11-07,2025-09-01,3.912
US_CN_00133,1962-11-08,2025-09-01,3.902
US_CN_00133,1962-11-09,2025-09-01,3.892
US_CN_00133,1962-11-13,2025-09-01,3.902
US_CN_00133,1962-11-14,2025-09-01,3.912
US_CN_00133,1962-11-15,2025-09-01,3.912
US_CN_00133,1962-11-16,2025-09-01,3.932
US_CN_00133,1962-11-19,2025-09-01,3.932
US_CN_00133,1962-11-20,2025-09-01,3.932
US_CN_00133,1962-11-21,2025-09-01,3.922
US_CN_00133,1962-11-23,2025-09-01,3.922
US_CN_00133,1962-11-26,2025-09-01,3.932
US_CN_00133,1962-11-27,2025-09-01,3.922
US_CN_00133,1962-11-28,2025-09-01,3.922
US_CN_00133,1962-11-29,2025-09-01,3.922
US_CN_00133,1962-11-30,2025-09-01,3.922
US_CN_00133,1962-12-03,2025-09-01,3.932
US_CN_00133,1962-12-04,2025-09-01,3.942
US_CN_00133,1962-12-05,2025-09-01,3.932
US_CN_00133,1962-12-06,2025-09-01,3.922
US_CN_00133,1962-12-07,2025-09-01,3.912
US_CN_00133,1962-12-10,2025-09-01,3.902
US_CN_00133,1962-12-11,2025-09-01,3.892
US_CN_00133,1962-12-12,2025-09-01,3.882
US_CN_00133,1962-12-13,2025-09-01,3.882
US_CN_00133,1962-12-14,2025-09-01,3.872
US_CN_00133,1962-12-17,2025-09-01,3.852
US_CN_00133,1962-12-18,2025-09-01,3.832
US_CN_00133,1962-12-19,2025-09-01,3.842
US_CN_00133,1962-12-20,2025-09-01,3.832
US_CN_00133,1962-12-21,2025-09-01,3.812
US_CN_00133,1962-12-24,2025-09-01,3.792
US_CN_00133,1962-12-26,2025-09-01,3.792
US_CN_00133,1962-12-27,2025-09-01,3.812
US_CN_00133,1962-12-28,2025-09-01,3.842
US_CN_00133,1962-12-31,2025-09-01,3.852
US_CN_00133,1963-01-02,2025-09-01,3.822
US_CN_00133,1963-01-03,2025-09-01,3.812
US_CN_00133,1963-01-04,2025-09-01,3.842
US_CN_00133,1963-01-07,2025-09-01,3.832
US_CN_00133,1963-01-08,2025-09-01,3.812
US_CN_00133,1963-01-09,2025-09-01,3.822
US_CN_00133,1963-01-10,2025-09-01,3.812
US_CN_00133,1963-01-11,2025-09-01,3.802
US_CN_00133,1963-01-14,2025-09-01,3.812
US_CN_00133,1963-01-15,2025-09-01,3.802
US_CN_00133,1963-01-16,2025-09-01,3.802
US_CN_00133,1963-01-17,2025-09-01,3.822
US_CN_00133,1963-01-18,2025-09-01,3.842
US_CN_00133,1963-01-21,2025-09-01,3.852
US_CN_00133,1963-01-22,2025-09-01,3.862
US_CN_00133,1963-01-23,2025-09-01,3.862
US_CN_00133,1963-01-24,2025-09-01,3.862
US_CN_00133,1963-01-25,2025-09-01,3.852
US_CN_00133,1963-01-28,2025-09-01,3.862
US_CN_00133,1963-01-29,2025-09-01,3.862
US_CN_00133,1963-01-30,2025-09-01,3.862
US_CN_00133,1963-01-31,2025-09-01,3.872
US_CN_00133,1963-02-01,2025-09-01,3.882
US_CN_00133,1963-02-04,2025-09-01,3.892
US_CN_00133,1963-02-05,2025-09-01,3.902
US_CN_00133,1963-02-06,2025-09-01,3.912
US_CN_00133,1963-02-07,2025-09-01,3.912
US_CN_00133,1963-02-08,2025-09-01,3.912
US_CN_00133,1963-02-11,2025-09-01,3.922
US_CN_00133,1963-02-13,2025-09-01,3.922
US_CN_00133,1963-02-14,2025-09-01,3.912
US_CN_00133,1963-02-15,2025-09-01,3.912
US_CN_00133,1963-02-18,2025-09-01,3.912
US_CN_00133,1963-02-19,2025-09-01,3.932
US_CN_00133,1963-02-20,2025-09-01,3.942
US_CN_00133,1963-02-21,2025-09-01,3.952
US_CN_00133,1963-02-25,2025-09-01,3.952
US_CN_00133,1963-02-26,2025-09-01,3.952
US_CN_00133,1963-02-27,2025-09-01,3.952
US_CN_00133,1963-02-28,2025-09-01,3.942
US_CN_00133,1963-03-01,2025-09-01,3.932
US_CN_00133,1963-03-04,2025-09-01,3.922
US_CN_00133,1963-03-05,2025-09-01,3.912
US_CN_00133,1963-03-06,2025-09-01,3.922
US_CN_00133,1963-03-07,2025-09-01,3.922
US_CN_00133,1963-03-08,2025-09-01,3.922
US_CN_00133,1963-03-11,2025-09-01,3.922
US_CN_00133,1963-03-12,2025-09-01,3.922
US_CN_00133,1963-03-13,2025-09-01,3.922
US_CN_00133,1963-03-14,2025-09-01,3.922
US_CN_00133,1963-03-15,2025-09-01,3.922
US_CN_00133,1963-03-18,2025-09-01,3.922
US_CN_00133,1963-03-19,2025-09-01,3.922
US_CN_00133,1963-03-20,2025-09-01,3.922
US_CN_00133,1963-03-21,2025-09-01,3.922
US_CN_00133,1963-03-22,2025-09-01,3.932
US_CN_00133,1963-03-25,2025-09-01,3.942
US_CN_00133,1963-03-26,2025-09-01,3.962
US_CN_00133,1963-03-27,2025-09-01,3.962
US_CN_00133,1963-03-28,2025-09-01,3.962
US_CN_00133,1963-03-29,2025-09-01,3.952
US_CN_00133,1963-04-01,2025-09-01,3.952
US_CN_00133,1963-04-02,2025-09-01,3.962
US_CN_00133,1963-04-03,2025-09-01,3.962
US_CN_00133,1963-04-04,2025-09-01,3.952
US_CN_00133,1963-04-05,2025-09-01,3.952
US_CN_00133,1963-04-08,2025-09-01,3.972
US_CN_00133,1963-04-09,2025-09-01,3.982
US_CN_00133,1963-04-10,2025-09-01,4.002
US_CN_00133,1963-04-11,2025-09-01,4.002
US_CN_00133,1963-04-15,2025-09-01,4.012
US_CN_00133,1963-04-16,2025-09-01,4.002
US_CN_00133,1963-04-17,2025-09-01,4.002
US_CN_00133,1963-04-18,2025-09-01,3.992
US_CN_00133,1963-04-19,2025-09-01,3.972
US_CN_00133,1963-04-22,2025-09-01,3.972
US_CN_00133,1963-04-23,2025-09-01,3.972
US_CN_00133,1963-04-24,2025-09-01,3.962
US_CN_00133,1963-04-25,2025-09-01,3.952
US_CN_00133,1963-04-26,2025-09-01,3.952
US_CN_00133,1963-04-29,2025-09-01,3.952
US_CN_00133,1963-04-30,2025-09-01,3.952
US_CN_00133,1963-05-01,2025-09-01,3.942
US_CN_00133,1963-05-02,2025-09-01,3.942
US_CN_00133,1963-05-03,2025-09-01,3.932
US_CN_00133,1963-05-06,2025-09-01,3.922
US_CN_00133,1963-05-07,2025-09-01,3.912
US_CN_00133,1963-05-08,2025-09-01,3.922
US_CN_00133,1963-05-09,2025-09-01,3.932
US_CN_00133,1963-05-10,2025-09-01,3.932
US_CN_00133,1963-05-13,2025-09-01,3.922
US_CN_00133,1963-05-14,2025-09-01,3.912
US_CN_00133,1963-05-15,2025-09-01,3.912
US_CN_00133,1963-05-16,2025-09-01,3.902
US_CN_00133,1963-05-17,2025-09-01,3.922
US_CN_00133,1963-05-20,2025-09-01,3.932
US_CN_00133,1963-05-21,2025-09-01,3.922
US_CN_00133,1963-05-22,2025-09-01,3.922
US_CN_00133,1963-05-23,2025-09-01,3.932
US_CN_00133,1963-05-24,2025-09-01,3.952
US_CN_00133,1963-05-27,2025-09-01,3.952
US_CN_00133,1963-05-28,2025-09-01,3.962
US_CN_00133,1963-05-29,2025-09-01,3.962
US_CN_00133,1963-05-31,2025-09-01,3.962
US_CN_00133,1963-06-03,2025-09-01,3.982
US_CN_00133,1963-06-04,2025-09-01,3.982
US_CN_00133,1963-06-05,2025-09-01,3.982
US_CN_00133,1963-06-06,2025-09-01,3.992
US_CN_00133,1963-06-07,2025-09-01,3.992
US_CN_00133,1963-06-10,2025-09-01,3.992
US_CN_00133,1963-06-11,2025-09-01,3.982
US_CN_00133,1963-06-12,2025-09-01,3.992
US_CN_00133,1963-06-13,2025-09-01,3.992
US_CN_00133,1963-06-14,2025-09-01,3.992
US_CN_00133,1963-06-17,2025-09-01,4.002
US_CN_00133,1963-06-18,2025-09-01,4.002
US_CN_00133,1963-06-19,2025-09-01,4.002
US_CN_00133,1963-06-20,2025-09-01,4.002
US_CN_00133,1963-06-21,2025-09-01,4.002
US_CN_00133,1963-06-24,2025-09-01,4.002
US_CN_00133,1963-06-25,2025-09-01,4.002
US_CN_00133,1963-06-26,2025-09-01,4.002
US_CN_00133,1963-06-27,2025-09-01,4.002
US_CN_00133,1963-06-28,2025-09-01,4.002
US_CN_00133,1963-07-01,2025-09-01,4.012
US_CN_00133,1963-07-02,2025-09-01,4.032
US_CN_00133,1963-07-03,2025-09-01,4.032
US_CN_00133,1963-07-05,2025-09-01,4.042
US_CN_00133,1963-07-08,2025-09-01,4.052
US_CN_00133,1963-07-09,2025-09-01,4.042
US_CN_00133,1963-07-10,2025-09-01,4.032
US_CN_00133,1963-07-11,2025-09-01,4.042
US_CN_00133,1963-07-12,2025-09-01,4.032
US_CN_00133,1963-07-15,2025-09-01,4.022
US_CN_00133,1963-07-16,2025-09-01,4.022
US_CN_00133,1963-07-17,2025-09-01,4.032
US_CN_00133,1963-07-18,2025-09-01,4.022
US_CN_00133,1963-07-19,2025-09-01,4.022
US_CN_00133,1963-07-22,2025-09-01,4.022
US_CN_00133,1963-07-23,2025-09-01,4.022
US_CN_00133,1963-07-24,2025-09-01,4.012
US_CN_00133,1963-07-25,2025-09-01,4.012
US_CN_00133,1963-07-26,2025-09-01,3.992
US_CN_00133,1963-07-29,2025-09-01,3.992
US_CN_00133,1963-07-30,2025-09-01,4.002
US_CN_00133,1963-07-31,2025-09-01,4.002
US_CN_00133,1963-08-01,2025-09-01,3.992
US_CN_00133,1963-08-02,2025-09-01,3.992
US_CN_00133,1963-08-05,2025-09-01,3.992
US_CN_00133,1963-08-06,2025-09-01,4.002
US_CN_00133,1963-08-07,2025-09-01,4.012
US_CN_00133,1963-08-08,2025-09-01,4.002
US_CN_00133,1963-08-09,2025-09-01,4.002
US_CN_00133,1963-08-12,2025-09-01,4.012
US_CN_00133,1963-08-13,2025-09-01,4.022
US_CN_00133,1963-08-14,2025-09-01,4.022
US_CN_00133,1963-08-15,2025-09-01,4.012
US_CN_00133,1963-08-16,2025-09-01,4.002
US_CN_00133,1963-08-19,2025-09-01,3.992
US_CN_00133,1963-08-20,2025-09-01,3.992
US_CN_00133,1963-08-21,2025-09-01,4.002
US_CN_00133,1963-08-22,2025-09-01,4.002
US_CN_00133,1963-08-23,2025-09-01,4.002
US_CN_00133,1963-08-26,2025-09-01,4.002
US_CN_00133,1963-08-27,2025-09-01,4.002
US_CN_00133,1963-08-28,2025-09-01,4.002
US_CN_00133,1963-08-29,2025-09-01,4.012
US_CN_00133,1963-08-30,2025-09-01,4.022
US_CN_00133,1963-09-03,2025-09-01,4.032
US_CN_00133,1963-09-04,2025-09-01,4.042
US_CN_00133,1963-09-05,2025-09-01,4.082
US_CN_00133,1963-09-06,2025-09-01,4.092
US_CN_00133,1963-09-09,2025-09-01,4.092
US_CN_00133,1963-09-10,2025-09-01,4.092
US_CN_00133,1963-09-11,2025-09-01,4.092
US_CN_00133,1963-09-12,2025-09-01,4.092
US_CN_00133,1963-09-13,2025-09-01,4.092
US_CN_00133,1963-09-16,2025-09-01,4.092
US_CN_00133,1963-09-17,2025-09-01,4.092
US_CN_00133,1963-09-18,2025-09-01,4.082
US_CN_00133,1963-09-19,2025-09-01,4.082
US_CN_00133,1963-09-20,2025-09-01,4.072
US_CN_00133,1963-09-23,2025-09-01,4.072
US_CN_00133,1963-09-24,2025-09-01,4.082
US_CN_00133,1963-09-25,2025-09-01,4.082
US_CN_00133,1963-09-26,2025-09-01,4.082
US_CN_00133,1963-09-27,2025-09-01,4.072
US_CN_00133,1963-09-30,2025-09-01,4.072
US_CN_00133,1963-10-01,2025-09-01,4.072
US_CN_00133,1963-10-02,2025-09-01,4.072
US_CN_00133,1963-10-03,2025-09-01,4.072
US_CN_00133,1963-10-04,2025-09-01,4.082
US_CN_00133,1963-10-07,2025-09-01,4.082
US_CN_00133,1963-10-08,2025-09-01,4.092
US_CN_00133,1963-10-09,2025-09-01,4.102
US_CN_00133,1963-10-10,2025-09-01,4.102
US_CN_00133,1963-10-11,2025-09-01,4.102
US_CN_00133,1963-10-14,2025-09-01,4.102
US_CN_00133,1963-10-15,2025-09-01,4.112
US_CN_00133,1963-10-16,2025-09-01,4.112
US_CN_00133,1963-10-17,2025-09-01,4.122
US_CN_00133,1963-10-18,2025-09-01,4.122
US_CN_00133,1963-10-21,2025-09-01,4.122
US_CN_00133,1963-10-22,2025-09-01,4.112
US_CN_00133,1963-10-23,2025-09-01,4.122
US_CN_00133,1963-10-24,2025-09-01,4.112
US_CN_00133,1963-10-25,2025-09-01,4.122
US_CN_00133,1963-10-28,2025-09-01,4.122
US_CN_00133,1963-10-29,2025-09-01,4.132
US_CN_00133,1963-10-30,2025-09-01,4.142
US_CN_00133,1963-10-31,2025-09-01,4.152
US_CN_00133,1963-11-01,2025-09-01,4.152
US_CN_00133,1963-11-04,2025-09-01,4.152
US_CN_00133,1963-11-06,2025-09-01,4.172
US_CN_00133,1963-11-07,2025-09-01,4.172
US_CN_00133,1963-11-08,2025-09-01,4.162
US_CN_00133,1963-11-12,2025-09-01,4.162
US_CN_00133,1963-11-13,2025-09-01,4.152
US_CN_00133,1963-11-14,2025-09-01,4.122
US_CN_00133,1963-11-15,2025-09-01,4.112
US_CN_00133,1963-11-18,2025-09-01,4.112
US_CN_00133,1963-11-19,2025-09-01,4.102
US_CN_00133,1963-11-20,2025-09-01,4.092
US_CN_00133,1963-11-21,2025-09-01,4.102
US_CN_00133,1963-11-22,2025-09-01,4.092
US_CN_00133,1963-11-26,2025-09-01,4.082
US_CN_00133,1963-11-27,2025-09-01,4.082
US_CN_00133,1963-11-29,2025-09-01,4.082
US_CN_00133,1963-12-02,2025-09-01,4.092
US_CN_00133,1963-12-03,2025-09-01,4.102
US_CN_00133,1963-12-04,2025-09-01,4.102
US_CN_00133,1963-12-05,2025-09-01,4.112
US_CN_00133,1963-12-06,2025-09-01,4.112
US_CN_00133,1963-12-09,2025-09-01,4.102
US_CN_00133,1963-12-10,2025-09-01,4.102
US_CN_00133,1963-12-11,2025-09-01,4.122
US_CN_00133,1963-12-12,2025-09-01,4.122
US_CN_00133,1963-12-13,2025-09-01,4.132
US_CN_00133,1963-12-16,2025-09-01,4.152
US_CN_00133,1963-12-17,2025-09-01,4.152
US_CN_00133,1963-12-18,2025-09-01,4.152
US_CN_00133,1963-12-19,2025-09-01,4.142
US_CN_00133,1963-12-20,2025-09-01,4.152
US_CN_00133,1963-12-23,2025-09-01,4.152
US_CN_00133,1963-12-24,2025-09-01,4.152
US_CN_00133,1963-12-26,2025-09-01,4.152
US_CN_00133,1963-12-27,2025-09-01,4.152
US_CN_00133,1963-12-30,2025-09-01,4.142
US_CN_00133,1963-12-31,2025-09-01,4.142
US_CN_00133,1964-01-02,2025-09-01,4.142
US_CN_00133,1964-01-03,2025-09-01,4.152
US_CN_00133,1964-01-06,2025-09-01,4.162
US_CN_00133,1964-01-07,2025-09-01,4.152
US_CN_00133,1964-01-08,2025-09-01,4.182
US_CN_00133,1964-01-09,2025-09-01,4.182
US_CN_00133,1964-01-10,2025-09-01,4.182
US_CN_00133,1964-01-13,2025-09-01,4.182
US_CN_00133,1964-01-14,2025-09-01,4.182
US_CN_00133,1964-01-15,2025-09-01,4.182
US_CN_00133,1964-01-16,2025-09-01,4.172
US_CN_00133,1964-01-17,2025-09-01,4.172
US_CN_00133,1964-01-20,2025-09-01,4.162
US_CN_00133,1964-01-21,2025-09-01,4.162
US_CN_00133,1964-01-22,2025-09-01,4.162
US_CN_00133,1964-01-23,2025-09-01,4.162
US_CN_00133,1964-01-24,2025-09-01,4.182
US_CN_00133,1964-01-27,2025-09-01,4.182
US_CN_00133,1964-01-28,2025-09-01,4.172
US_CN_00133,1964-01-29,2025-09-01,4.172
US_CN_00133,1964-01-30,2025-09-01,4.162
US_CN_00133,1964-01-31,2025-09-01,4.152
US_CN_00133,1964-02-03,2025-09-01,4.152
US_CN_00133,1964-02-04,2025-09-01,4.152
US_CN_00133,1964-02-05,2025-09-01,4.152
US_CN_00133,1964-02-06,2025-09-01,4.142
US_CN_00133,1964-02-07,2025-09-01,4.142
US_CN_00133,1964-02-10,2025-09-01,4.142
US_CN_00133,1964-02-11,2025-09-01,4.142
US_CN_00133,1964-02-13,2025-09-01,4.132
US_CN_00133,1964-02-14,2025-09-01,4.132
US_CN_00133,1964-02-17,2025-09-01,4.132
US_CN_00133,1964-02-18,2025-09-01,4.132
US_CN_00133,1964-02-19,2025-09-01,4.142
US_CN_00133,1964-02-20,2025-09-01,4.142
US_CN_00133,1964-02-24,2025-09-01,4.152
US_CN_00133,1964-02-25,2025-09-01,4.152
US_CN_00133,1964-02-26,2025-09-01,4.152
US_CN_00133,1964-02-27,2025-09-01,4.172
