,510800
2022-10-19,1.0892
2022-10-20,1.0831
2022-10-21,1.0769
2022-10-24,1.0364
2022-10-25,1.0373
2022-10-26,1.0399
2022-10-27,1.0316
2022-10-28,1.0085
2022-10-31,0.9952
2022-11-01,1.0384
2022-11-02,1.0477
2022-11-03,1.0345
2022-11-04,1.0691
2022-11-07,1.0731
2022-11-08,1.0651
2022-11-09,1.057
2022-11-10,1.0571
2022-11-11,1.0903
2022-11-14,1.0988
2022-11-15,1.1183
2022-11-16,1.1137
2022-11-17,1.1082
2022-11-18,1.1024
2022-11-21,1.0888
2022-11-22,1.0957
2022-11-23,1.0975
2022-11-24,1.091
2022-11-25,1.1013
2022-11-28,1.0836
2022-11-29,1.1283
2022-11-30,1.1277
2022-12-01,1.1383
2022-12-02,1.1313
2022-12-05,1.1576
2022-12-06,1.1613
2022-12-07,1.1551
2022-12-08,1.156
2022-12-09,1.1707
2022-12-12,1.1573
2022-12-13,1.1585
2022-12-14,1.1646
2022-12-15,1.1599
2022-12-16,1.1653
2022-12-19,1.1472
2022-12-20,1.1271
2022-12-21,1.1305
2022-12-22,1.1357
2022-12-23,1.134
2022-12-26,1.1306
2022-12-27,1.1436
2022-12-28,1.146
2022-12-29,1.139
2022-12-30,1.1446
2023-01-03,1.1473
2023-01-04,1.1513
2023-01-05,1.1724
2023-01-06,1.1783
2023-01-09,1.1905
2023-01-10,1.1868
2023-01-11,1.1895
2023-01-12,1.1901
2023-01-13,1.2096
2023-01-16,1.2297
2023-01-17,1.2265
2023-01-18,1.2192
2023-01-19,1.2238
2023-01-20,1.2307
2023-01-30,1.2315
2023-01-31,1.2181
2023-02-01,1.2237
2023-02-02,1.2198
2023-02-03,1.2039
2023-02-06,1.1868
2023-02-07,1.1891
2023-02-08,1.1851
2023-02-09,1.1983
2023-02-10,1.1917
2023-02-13,1.2007
2023-02-14,1.2047
2023-02-15,1.1941
2023-02-16,1.19
2023-02-17,1.1777
2023-02-20,1.2094
2023-02-21,1.2153
2023-02-22,1.2012
2023-02-23,1.2004
2023-02-24,1.1832
2023-02-27,1.1814
2023-02-28,1.1872
2023-03-01,1.203
2023-03-02,1.2009
2023-03-03,1.2033
2023-03-06,1.1902
2023-03-07,1.1768
2023-03-08,1.1677
2023-03-09,1.1595
2023-03-10,1.1443
2023-03-13,1.1561
2023-03-14,1.1479
2023-03-15,1.1493
2023-03-16,1.1383
2023-03-17,1.1408
2023-03-20,1.1357
2023-03-21,1.1471
2023-03-22,1.1506
2023-03-23,1.1579
2023-03-24,1.1513
2023-03-27,1.1453
2023-03-28,1.1449
2023-03-29,1.1438
2023-03-30,1.1558
2023-03-31,1.1548
2023-04-03,1.1564
2023-04-04,1.1607
2023-04-06,1.1566
2023-04-07,1.1645
2023-04-10,1.1645
2023-04-11,1.1624
2023-04-12,1.1562
2023-04-13,1.158
2023-04-14,1.1619
2023-04-17,1.1851
2023-04-18,1.1899
2023-04-19,1.1797
2023-04-20,1.1728
2023-04-21,1.151
2023-04-24,1.1355
2023-04-25,1.1358
2023-04-26,1.1352
2023-04-27,1.1492
2023-04-28,1.1609
2023-05-04,1.1672
2023-05-05,1.1638
2023-05-08,1.1787
2023-05-09,1.1718
2023-05-10,1.1589
2023-05-11,1.1555
2023-05-12,1.1404
2023-05-15,1.1602
2023-05-16,1.1573
2023-05-17,1.1482
2023-05-18,1.146
2023-05-19,1.1413
2023-05-22,1.1521
2023-05-23,1.1344
2023-05-24,1.1172
2023-05-25,1.1117
2023-05-26,1.1101
2023-05-29,1.1051
2023-05-30,1.0994
2023-05-31,1.0829
2023-06-01,1.0861
2023-06-02,1.1047
2023-06-05,1.0981
2023-06-06,1.0941
2023-06-07,1.0907
2023-06-08,1.1031
2023-06-09,1.106
2023-06-12,1.1066
2023-06-13,1.1086
2023-06-14,1.11
2023-06-15,1.1251
2023-06-16,1.1361
2023-06-19,1.122
2023-06-20,1.117
2023-06-21,1.1053
2023-06-26,1.0921
2023-06-27,1.1006
2023-06-28,1.1037
2023-06-29,1.095
2023-06-30,1.0991
2023-07-03,1.1167
2023-07-04,1.1182
2023-07-05,1.1121
2023-07-06,1.1039
2023-07-07,1.0989
2023-07-10,1.1048
2023-07-11,1.1113
2023-07-12,1.1102
2023-07-13,1.1282
2023-07-14,1.1289
2023-07-17,1.119
2023-07-18,1.1169
2023-07-19,1.1197
2023-07-20,1.1148
2023-07-21,1.1171
2023-07-24,1.113
2023-07-25,1.1467
2023-07-26,1.1454
2023-07-27,1.1448
2023-07-28,1.1764
2023-07-31,1.1789
2023-08-01,1.1759
2023-08-02,1.165
2023-08-03,1.1756
2023-08-04,1.1774
2023-08-07,1.1712
2023-08-08,1.1699
2023-08-09,1.1685
2023-08-10,1.1688
2023-08-11,1.1422
2023-08-14,1.1335
2023-08-15,1.1324
2023-08-16,1.125
2023-08-17,1.1276
2023-08-18,1.1148
2023-08-21,1.1005
2023-08-22,1.1089
2023-08-23,1.0944
2023-08-24,1.1029
2023-08-25,1.1057
2023-08-28,1.1201
2023-08-29,1.1255
2023-08-30,1.1228
2023-08-31,1.118
2023-09-01,1.1272
2023-09-04,1.1469
2023-09-05,1.1397
2023-09-06,1.1386
2023-09-07,1.1272
2023-09-08,1.1215
2023-09-11,1.1286
2023-09-12,1.1266
2023-09-13,1.1231
2023-09-14,1.1258
2023-09-15,1.119
2023-09-18,1.1264
2023-09-19,1.1266
2023-09-20,1.1222
2023-09-21,1.1108
2023-09-22,1.1356
2023-09-25,1.1258
2023-09-26,1.1191
2023-09-27,1.1221
2023-09-28,1.1162
2023-10-09,1.1129
2023-10-10,1.1053
2023-10-11,1.1091
2023-10-12,1.1193
2023-10-13,1.108
2023-10-16,1.0988
2023-10-17,1.1035
2023-10-18,1.0979
2023-10-19,1.0691
2023-10-20,1.0632
2023-10-23,1.0545
2023-10-24,1.0582
2023-10-25,1.0632
2023-10-26,1.0665
2023-10-27,1.0756
2023-10-30,1.0751
2023-10-31,1.0739
2023-11-01,1.0779
2023-11-02,1.0765
2023-11-03,1.0853
2023-11-06,1.0944
2023-11-07,1.089
2023-11-08,1.0859
2023-11-09,1.0856
2023-11-10,1.0758
2023-11-13,1.0731
2023-11-14,1.0724
2023-11-15,1.0814
2023-11-16,1.0713
2023-11-17,1.0688
2023-11-20,1.0716
2023-11-21,1.0765
2023-11-22,1.0679
2023-11-23,1.0715
2023-11-24,1.065
2023-11-27,1.056
2023-11-28,1.0564
2023-11-29,1.0506
2023-11-30,1.054
2023-12-01,1.0481
2023-12-04,1.0401
2023-12-05,1.0192
2023-12-06,1.0182
2023-12-07,1.0142
2023-12-08,1.0176
2023-12-11,1.0219
2023-12-12,1.0273
2023-12-13,1.0079
2023-12-14,1.003
2023-12-15,1.0009
2023-12-18,1.0033
2023-12-19,1.0059
2023-12-20,0.9997
2023-12-21,1.0101
2023-12-22,1.0144
2023-12-25,1.0155
2023-12-26,1.0107
2023-12-27,1.0126
2023-12-28,1.0352
2023-12-29,1.039
2024-01-02,1.0238
2024-01-03,1.0251
2024-01-04,1.0182
2024-01-05,1.0134
2024-01-08,1.0022
2024-01-09,1.0031
2024-01-10,0.9986
2024-01-11,1.0011
2024-01-12,0.9997
2024-01-15,1.0001
2024-01-16,1.0046
2024-01-17,0.9824
2024-01-18,0.9999
2024-01-19,1.0018
2024-01-22,0.9957
2024-01-23,0.994
2024-01-24,1.0091
2024-01-25,1.0323
2024-01-26,1.0328
2024-01-29,1.0282
2024-01-30,1.0133
2024-01-31,1.0056
2024-02-01,1.003
2024-02-02,0.9942
2024-02-05,1.0056
2024-02-06,1.034
2024-02-07,1.0451
2024-02-08,1.0490000000000002
2024-02-19,1.0573
2024-02-20,1.0562
2024-02-21,1.0743
2024-02-22,1.0845
2024-02-23,1.0846
2024-02-26,1.067
2024-02-27,1.0723
2024-02-28,1.0636
2024-02-29,1.0759
2024-03-01,1.0768
2024-03-04,1.0785
2024-03-05,1.0909
2024-03-06,1.0854
2024-03-07,1.082
2024-03-08,1.0816
2024-03-11,1.0891
2024-03-12,1.0924
2024-03-13,1.0825
2024-03-14,1.0807
2024-03-15,1.0822
2024-03-18,1.0873
2024-03-19,1.0778
2024-03-20,1.0824
2024-03-21,1.0826
2024-03-22,1.072
2024-03-25,1.0709
2024-03-26,1.0763
2024-03-27,1.0694
2024-03-28,1.0709
2024-03-29,1.0765
2024-04-01,1.0885
2024-04-02,1.0858
2024-04-03,1.0832
2024-04-08,1.0759
2024-04-09,1.0718
2024-04-10,1.0682
2024-04-11,1.0676
2024-04-12,1.0585
2024-04-15,1.0805
2024-04-16,1.0751
2024-04-17,1.0874
2024-04-18,1.0896
2024-04-19,1.083
2024-04-22,1.0806
2024-04-23,1.0758
2024-04-24,1.0806
2024-04-25,1.0837
2024-04-26,1.0973
2024-04-29,1.1028
2024-04-30,1.0983
2024-05-06,1.1121
2024-05-07,1.1137
2024-05-08,1.1075
2024-05-09,1.1146
2024-05-10,1.1175
2024-05-13,1.1166
2024-05-14,1.1121
2024-05-15,1.1035
2024-05-16,1.1087
2024-05-17,1.1239
2024-05-20,1.1278
2024-05-21,1.1244
2024-05-22,1.1261
2024-05-23,1.1135
2024-05-24,1.1017
2024-05-27,1.1118
2024-05-28,1.1086
2024-05-29,1.1099
2024-05-30,1.1012
2024-05-31,1.0961
2024-06-03,1.0991
2024-06-04,1.1055
2024-06-05,1.1001
2024-06-06,1.0999
2024-06-07,1.0964
2024-06-11,1.082
2024-06-12,1.0826
2024-06-13,1.0777
2024-06-14,1.0849
2024-06-17,1.0795
2024-06-18,1.0791
2024-06-19,1.0812
2024-06-20,1.0789
2024-06-21,1.0749
2024-06-24,1.077
2024-06-25,1.0725
2024-06-26,1.0753
2024-06-27,1.0717
2024-06-28,1.0751
2024-07-01,1.0795
2024-07-02,1.0842
2024-07-03,1.0833
2024-07-04,1.0802
2024-07-05,1.0712
2024-07-08,1.0658
2024-07-09,1.0759
2024-07-10,1.074
2024-07-11,1.0849
2024-07-12,1.0927
2024-07-15,1.0963
2024-07-16,1.1008
2024-07-17,1.1051
2024-07-18,1.1104
2024-07-19,1.1178
2024-07-22,1.107
2024-07-23,1.0908
2024-07-24,1.0881
2024-07-25,1.0785
2024-07-26,1.0749
2024-07-29,1.0717
2024-07-30,1.0663
2024-07-31,1.0846
2024-08-01,1.0777
2024-08-02,1.0701
2024-08-05,1.0633
2024-08-06,1.0563
2024-08-07,1.0568
2024-08-08,1.0594
2024-08-09,1.0586
2024-08-12,1.058
2024-08-13,1.0584
2024-08-14,1.0531
2024-08-15,1.0666
2024-08-16,1.0713
2024-08-19,1.0768
2024-08-20,1.072
2024-08-21,1.0685
2024-08-22,1.0694
2024-08-23,1.0758
2024-08-26,1.0751
2024-08-27,1.0741
2024-08-28,1.0676
2024-08-29,1.0593
2024-08-30,1.0672
2024-09-02,1.0514
2024-09-03,1.0475
2024-09-04,1.0388
2024-09-05,1.0404
2024-09-06,1.0351
2024-09-09,1.0212
2024-09-10,1.0225
2024-09-11,1.0163
2024-09-12,1.0112
2024-09-13,1.0097
2024-09-18,1.0155
2024-09-19,1.021
2024-09-20,1.0226
2024-09-23,1.0269
2024-09-24,1.0765
2024-09-25,1.092
2024-09-26,1.143
2024-09-27,1.1763
2024-09-30,1.2605
2024-10-08,1.3052
2024-10-09,1.2267
2024-10-10,1.2535
2024-10-11,1.2268
2024-10-14,1.2461
2024-10-15,1.2153
2024-10-16,1.2129
2024-10-17,1.195
2024-10-18,1.2294
2024-10-21,1.2289
2024-10-22,1.234
2024-10-23,1.2409
2024-10-24,1.2284
2024-10-25,1.2297
2024-10-28,1.2311
2024-10-29,1.2226
2024-10-30,1.2078
2024-10-31,1.207
2024-11-01,1.2151
2024-11-04,1.2263
2024-11-05,1.2502
2024-11-06,1.2405
2024-11-07,1.2821
2024-11-08,1.2675
2024-11-11,1.2625
2024-11-12,1.2434
2024-11-13,1.2512
2024-11-14,1.24
2024-11-15,1.2249
2024-11-18,1.2277
2024-11-19,1.2246
2024-11-20,1.227
2024-11-21,1.2294
2024-11-22,1.1932
2024-11-25,1.1841
2024-11-26,1.1892
2024-11-27,1.2042
2024-11-28,1.197
2024-11-29,1.2047
2024-12-02,1.2109
2024-12-03,1.2171
2024-12-04,1.2151
2024-12-05,1.2092
2024-12-06,1.2227
2024-12-09,1.2238
2024-12-10,1.2337
2024-12-11,1.2281
2024-12-12,1.2404
2024-12-13,1.2111
2024-12-16,1.2121
2024-12-17,1.2167
2024-12-18,1.2259
2024-12-19,1.2219
2024-12-20,1.2192
2024-12-23,1.2287
2024-12-24,1.2431
2024-12-25,1.2465
2024-12-26,1.2431
2024-12-27,1.2428
2024-12-30,1.2509
2024-12-31,1.2349
2025-01-02,1.2007
2025-01-03,1.1898
2025-01-06,1.187
2025-01-07,1.1954
2025-01-08,1.1979
2025-01-09,1.1896
2025-01-10,1.1813
2025-01-13,1.1778
2025-01-14,1.1982
2025-01-15,1.1947
2025-01-16,1.1878
2025-01-17,1.1888
2025-01-20,1.1922
2025-01-21,1.1904
2025-01-22,1.1759
2025-01-23,1.1832
2025-01-24,1.1898
2025-01-27,1.1916
2025-02-05,1.1827
2025-02-06,1.1907
2025-02-07,1.2039
2025-02-10,1.2108
2025-02-11,1.208
2025-02-12,1.2195
2025-02-13,1.2195
2025-02-14,1.2281
2025-02-17,1.2303
2025-02-18,1.2233
2025-02-19,1.229
2025-02-20,1.2219
2025-02-21,1.2399
2025-02-24,1.2369
2025-02-25,1.2229
2025-02-26,1.2336
2025-02-27,1.2389
2025-02-28,1.2194
2025-03-03,1.214
2025-03-04,1.2106
2025-03-05,1.2202
2025-03-06,1.2411
2025-03-07,1.2396
2025-03-10,1.2337
2025-03-11,1.2398
2025-03-12,1.2336
2025-03-13,1.2308
2025-03-14,1.2646
2025-03-17,1.263
2025-03-18,1.2638
2025-03-19,1.2659
2025-03-20,1.253
2025-03-21,1.233
2025-03-24,1.2411
2025-03-25,1.2399
2025-03-26,1.2335
2025-03-27,1.2393
2025-03-28,1.234
2025-03-31,1.2275
2025-04-01,1.2263
2025-04-02,1.2244
2025-04-03,1.226
2025-04-07,1.1594
2025-04-08,1.1856
2025-04-09,1.1959
2025-04-10,1.2029
2025-04-11,1.206
2025-04-14,1.2099
2025-04-15,1.2128
2025-04-16,1.2237
2025-04-17,1.2243
2025-04-18,1.224
2025-04-21,1.2217
2025-04-22,1.2234
2025-04-23,1.2198
2025-04-24,1.2228
2025-04-25,1.2201
2025-04-28,1.2212
2025-04-29,1.2185
2025-04-30,1.2131
2025-05-06,1.2196
2025-05-07,1.2302
2025-05-08,1.2342
2025-05-09,1.2362
2025-05-12,1.2446
2025-05-13,1.2472
2025-05-14,1.2681
2025-05-15,1.2617
2025-05-16,1.2509
2025-05-19,1.2456
2025-05-20,1.2509
2025-05-21,1.2567
2025-05-22,1.2591
2025-05-23,1.2493
2025-05-26,1.2435
2025-05-27,1.237
2025-05-28,1.236
2025-05-29,1.2395
2025-05-30,1.2341
2025-06-03,1.238
2025-06-04,1.2396
2025-06-05,1.2404
2025-06-06,1.2404
2025-06-09,1.2394
2025-06-10,1.2347
2025-06-11,1.2424
2025-06-12,1.2421
2025-06-13,1.2358
2025-06-16,1.2389
2025-06-17,1.2383
2025-06-18,1.2367
2025-06-19,1.2301
2025-06-20,1.2367
2025-06-23,1.2418
2025-06-24,1.256
2025-06-25,1.2727
2025-06-26,1.2709
2025-06-27,1.2575
2025-06-30,1.2622
2025-07-01,1.2647
2025-07-02,1.2668
2025-07-03,1.2677
2025-07-04,1.2749
2025-07-07,1.2721
2025-07-08,1.2793
2025-07-09,1.2759
2025-07-10,1.2838
2025-07-11,1.2875
2025-07-14,1.2887
2025-07-15,1.2843
2025-07-16,1.2814
2025-07-17,1.2844
2025-07-18,1.2958
2025-07-21,1.2993
2025-07-22,1.3085
2025-07-23,1.3128
2025-07-24,1.318
2025-07-25,1.3107
2025-07-28,1.3144
2025-07-29,1.3171
2025-07-30,1.3219999999999998
2025-07-31,1.3019
2025-08-01,1.2917
2025-08-04,1.2987
2025-08-05,1.3086
2025-08-06,1.3117
2025-08-07,1.3121
2025-08-08,1.3081
2025-08-11,1.3084
2025-08-12,1.3164
2025-08-13,1.3191
2025-08-14,1.3272
2025-08-15,1.3287
2025-08-18,1.3315
2025-08-19,1.3191
2025-08-20,1.3354
2025-08-21,1.3424
2025-08-22,1.3734
2025-08-25,1.4023
2025-08-26,1.3929
2025-08-27,1.3689
2025-08-28,1.3887
2025-08-29,1.3959
2025-09-01,1.3982
2025-09-02,1.4036
2025-09-03,1.3886
2025-09-04,1.3652
2025-09-05,1.3797
2025-09-08,1.3784
2025-09-09,1.3730000000000002
2025-09-10,1.378
2025-09-11,1.3982
2025-09-12,1.3916
2025-09-15,1.3888
2025-09-16,1.3819
2025-09-17,1.3845
2025-09-18,1.3659
2025-09-19,1.3644
2025-09-22,1.3702
2025-09-23,1.369
2025-09-24,1.3783
2025-09-25,1.3845
2025-09-26,1.3791
2025-09-29,1.3939
2025-09-30,1.402
2025-10-09,1.4165
2025-10-10,1.3951
2025-10-13,1.3915
2025-10-14,1.3885
2025-10-15,1.4075
2025-10-16,1.4158
2025-10-17,1.392
2025-10-20,1.3953
2025-10-21,1.4104
2025-10-22,1.4117
2025-10-23,1.4195
2025-10-24,1.4307
2025-10-27,1.4418
2025-10-28,1.4334
2025-10-29,1.4393
2025-10-30,1.4316
2025-10-31,1.4153
2025-11-03,1.4174
2025-11-04,1.4158
2025-11-05,1.4136
2025-11-06,1.4306
2025-11-07,1.4279
2025-11-10,1.4355
2025-11-11,1.4265
2025-11-12,1.431
2025-11-13,1.4447
2025-11-14,1.4282
2025-11-17,1.4158
2025-11-18,1.4115
2025-11-19,1.4196
2025-11-20,1.4141
2025-11-21,1.3895
2025-11-24,1.3869999999999998
2025-11-25,1.3953
2025-11-26,1.3969999999999998
2025-11-27,1.3972
2025-11-28,1.3959
2025-12-01,1.4071
2025-12-02,1.4
2025-12-03,1.3928
2025-12-04,1.398
2025-12-05,1.4114
2025-12-08,1.4195
2025-12-09,1.4095
2025-12-10,1.4057
2025-12-11,1.4006
2025-12-12,1.4087
2025-12-15,1.4064
2025-12-16,1.3911
2025-12-17,1.4089
2025-12-18,1.412
2025-12-19,1.4169999999999998
2025-12-22,1.4244
2025-12-23,1.4278
2025-12-24,1.4267
2025-12-25,1.4309
2025-12-26,1.4368
2025-12-29,1.4317
2025-12-30,1.4332
2025-12-31,1.4306
2026-01-05,1.4629
2026-01-06,1.4907
2026-01-07,1.4842
2026-01-08,1.4732
2026-01-09,1.479
2026-01-12,1.4835
2026-01-13,1.4784
2026-01-14,1.4685
2026-01-15,1.4654
2026-01-16,1.4552
2026-01-19,1.4533
2026-01-20,1.4508
2026-01-21,1.4491
2026-01-22,1.4425
2026-01-23,1.4326
2026-01-26,1.4408
2026-01-27,1.4421
2026-01-28,1.4459
2026-01-29,1.4695
2026-01-30,1.4486
2026-02-02,1.4186
2026-02-03,1.4333
2026-02-04,1.4496
2026-02-05,1.4448
2026-02-06,1.4363
2026-02-09,1.4573
2026-02-10,1.4599
2026-02-11,1.4605
2026-02-12,1.4567
2026-02-13,1.4353
2026-02-24,1.4383
2026-02-25,1.4447
2026-02-26,1.4354
2026-02-27,1.4374
2026-03-02,1.4406
2026-03-03,1.4253
2026-03-04,1.4063
2026-03-05,1.4131
2026-03-06,1.4151
2026-03-09,1.401
2026-03-10,1.4099
2026-03-11,1.4115
2026-03-12,1.405
2026-03-13,1.398
2026-03-16,1.3967
2026-03-17,1.4012
2026-03-18,1.4001
2026-03-19,1.3787
2026-03-20,1.3635
2026-03-23,1.3201
2026-03-24,1.3382
2026-03-25,1.3517
2026-03-26,1.3353
2026-03-27,1.3412
2026-03-30,1.3392
2026-03-31,1.3358
2026-04-01,1.3606
2026-04-02,1.3485
2026-04-03,1.3377
2026-04-07,1.3378
2026-04-08,1.3744
2026-04-09,1.3638
