,margin_balance,short_balance
2020-05-11,1047120000000.0,24029134542.0
2020-05-12,1050070000000.0,24123745552.0
2020-05-13,1053150000000.0,24807424101.0
2020-05-14,1054870000000.0,24941746999.0
2020-05-15,1054310000000.0,24931255215.0
2020-05-18,1055300000000.0,25282155132.0
2020-05-19,1058900000000.0,25804344230.0
2020-05-20,1058860000000.0,25592788304.0
2020-05-21,1058210000000.0,25322128221.0
2020-05-22,1053290000000.0,24664121590.0
2020-05-25,1053510000000.0,24509470724.0
2020-05-26,1055950000000.0,25156823328.0
2020-05-27,1055490000000.0,25467022590.0
2020-05-28,1054650000000.0,25887947802.0
2020-05-29,1051910000000.0,26138851177.0
2020-06-01,1062010000000.0,26998221826.0
2020-06-02,1066140000000.0,27004389658.0
2020-06-03,1068910000000.0,26948873739.0
2020-06-04,1070840000000.0,26974967161.0
2020-06-05,1069820000000.0,26845993428.0
2020-06-08,1074340000000.0,27085666360.0
2020-06-09,1076050000000.0,27287223192.0
2020-06-10,1078090000000.0,27431516958.0
2020-06-11,1080990000000.0,27551989905.0
2020-06-12,1080760000000.0,27191177215.0
2020-06-15,1085060000000.0,27314164208.0
2020-06-16,1092210000000.0,28077460629.0
2020-06-17,1095760000000.0,28965716194.0
2020-06-18,1100730000000.0,29766344049.0
2020-06-19,1100700000000.0,29807881227.0
2020-06-22,1111450000000.0,30434906864.0
2020-06-23,1115590000000.0,31299458287.0
2020-06-24,1110520000000.0,31103047241.0
2020-06-29,1119210000000.0,31039250890.0
2020-06-30,1131370000000.0,32393837213.0
2020-07-01,1142160000000.0,34116124048.0
2020-07-02,1155010000000.0,35304334238.0
2020-07-03,1166770000000.0,36102571224.0
2020-07-06,1203590000000.0,38239349872.0
2020-07-07,1229990000000.0,38553064007.0
2020-07-08,1260700000000.0,40642677823.0
2020-07-09,1284680000000.0,41851568351.0
2020-07-10,1301380000000.0,40906740137.0
2020-07-13,1331920000000.0,42861338284.0
2020-07-14,1345020000000.0,42767078207.0
2020-07-15,1346490000000.0,42366023829.0
2020-07-16,1341940000000.0,40645679463.0
2020-07-17,1334840000000.0,41281898635.0
2020-07-20,1344570000000.0,44252986683.0
2020-07-21,1344930000000.0,45509044542.0
2020-07-22,1350400000000.0,47261592785.0
2020-07-23,1358100000000.0,48241964184.0
2020-07-24,1341180000000.0,46448920568.0
2020-07-27,1344990000000.0,47039445422.0
2020-07-28,1345910000000.0,48618636540.0
2020-07-29,1358370000000.0,51008521100.0
2020-07-30,1365310000000.0,51676383997.0
2020-07-31,1372010000000.0,52851328148.0
2020-08-03,1394110000000.0,55305993933.0
2020-08-04,1397950000000.0,55679605727.0
2020-08-05,1408760000000.0,57551100699.0
2020-08-06,1412670000000.0,59372094207.0
2020-08-07,1403620000000.0,59973836710.0
2020-08-10,1408370000000.0,61638513191.0
2020-08-11,1402860000000.0,60813542708.0
2020-08-12,1399090000000.0,61169735342.0
2020-08-13,1400600000000.0,62087340945.0
2020-08-14,1393760000000.0,62138681937.0
2020-08-17,1410030000000.0,64265365002.0
2020-08-18,1417260000000.0,64394502691.0
2020-08-19,1417090000000.0,64279727461.0
2020-08-20,1415670000000.0,63773682921.0
2020-08-21,1413890000000.0,64483314669.0
2020-08-24,1420130000000.0,65922471149.0
2020-08-25,1419000000000.0,66288595068.0
2020-08-26,1412660000000.0,65701046711.0
2020-08-27,1414600000000.0,67005995656.0
2020-08-28,1415820000000.0,68921582203.0
2020-08-31,1425630000000.0,69792657023.0
2020-09-01,1428320000000.0,70704427578.0
2020-09-02,1436310000000.0,72607782742.0
2020-09-03,1436160000000.0,73555742279.0
2020-09-04,1433300000000.0,73166598116.0
2020-09-07,1431420000000.0,72236905028.0
2020-09-08,1429650000000.0,73150869961.0
2020-09-09,1425440000000.0,71770686478.0
2020-09-10,1414460000000.0,71910470235.0
2020-09-11,1411310000000.0,73085401771.0
2020-09-14,1413210000000.0,74937449311.0
2020-09-15,1414090000000.0,76958344388.0
2020-09-16,1413270000000.0,77949908391.0
2020-09-17,1415560000000.0,79319011554.0
2020-09-18,1416780000000.0,81872740718.0
2020-09-21,1418020000000.0,82596165869.0
2020-09-22,1417490000000.0,83566591786.0
2020-09-23,1419950000000.0,85837417788.0
2020-09-24,1418660000000.0,84942610298.0
2020-09-25,1414200000000.0,84904608140.0
2020-09-28,1409110000000.0,85400148418.0
2020-09-29,1405330000000.0,85103840335.0
2020-09-30,1388750000000.0,83600675981.0
2020-10-09,1399480000000.0,86076013368.0
2020-10-12,1411380000000.0,91011411963.0
2020-10-13,1420070000000.0,93510375420.0
2020-10-14,1426820000000.0,94636130616.0
2020-10-15,1427930000000.0,96621734823.0
2020-10-16,1423850000000.0,97393226762.0
2020-10-19,1425700000000.0,98168462950.0
2020-10-20,1428410000000.0,99842639319.0
2020-10-21,1427500000000.0,101330000000.0
2020-10-22,1429260000000.0,100171000000.0
2020-10-23,1419590000000.0,98360674718.0
2020-10-26,1417110000000.0,98882686938.0
2020-10-27,1417210000000.0,99264214114.0
2020-10-28,1419940000000.0,101478000000.0
2020-10-29,1422450000000.0,103605000000.0
2020-10-30,1414880000000.0,103667000000.0
2020-11-02,1416360000000.0,105388000000.0
2020-11-03,1419390000000.0,108194000000.0
2020-11-04,1423030000000.0,109875000000.0
2020-11-05,1428470000000.0,111609000000.0
2020-11-06,1428530000000.0,111760000000.0
2020-11-09,1439350000000.0,114496000000.0
2020-11-10,1441730000000.0,115112000000.0
2020-11-11,1440040000000.0,113797000000.0
2020-11-12,1439630000000.0,114534000000.0
2020-11-13,1438930000000.0,114431000000.0
2020-11-16,1444360000000.0,116317000000.0
2020-11-17,1445900000000.0,117386000000.0
2020-11-18,1447450000000.0,117775000000.0
2020-11-19,1446380000000.0,117621000000.0
2020-11-20,1445240000000.0,118183000000.0
2020-11-23,1454180000000.0,119542000000.0
2020-11-24,1458720000000.0,118374000000.0
2020-11-25,1460490000000.0,116286000000.0
2020-11-26,1457360000000.0,116335000000.0
2020-11-27,1452460000000.0,117767000000.0
2020-11-30,1457180000000.0,117494000000.0
2020-12-01,1462990000000.0,118980000000.0
2020-12-02,1469360000000.0,119631000000.0
2020-12-03,1470140000000.0,117786000000.0
2020-12-04,1469100000000.0,117509000000.0
2020-12-07,1474010000000.0,116167000000.0
2020-12-08,1474070000000.0,115811000000.0
2020-12-09,1469170000000.0,114616000000.0
2020-12-10,1468600000000.0,115335000000.0
2020-12-11,1463890000000.0,114339000000.0
2020-12-14,1466750000000.0,116071000000.0
2020-12-15,1466940000000.0,117523000000.0
2020-12-16,1467500000000.0,119122000000.0
2020-12-17,1470250000000.0,121741000000.0
2020-12-18,1471630000000.0,122504000000.0
2020-12-21,1477680000000.0,123919000000.0
2020-12-22,1478530000000.0,123308000000.0
2020-12-23,1482420000000.0,125420000000.0
2020-12-24,1482550000000.0,126837000000.0
2020-12-25,1482870000000.0,128516000000.0
2020-12-28,1485810000000.0,129481000000.0
2020-12-29,1479530000000.0,129515000000.0
2020-12-30,1483070000000.0,133366000000.0
2020-12-31,1482020000000.0,136984000000.0
2021-01-04,1505720000000.0,137925000000.0
2021-01-05,1515570000000.0,140122000000.0
2021-01-06,1521280000000.0,141813000000.0
2021-01-07,1527510000000.0,145525000000.0
2021-01-08,1526380000000.0,146220000000.0
2021-01-11,1528860000000.0,144787000000.0
2021-01-12,1537090000000.0,147398000000.0
2021-01-13,1540220000000.0,145836000000.0
2021-01-14,1538680000000.0,143985000000.0
2021-01-15,1536550000000.0,143627000000.0
2021-01-18,1544510000000.0,144774000000.0
2021-01-19,1548060000000.0,143224000000.0
2021-01-20,1552900000000.0,145640000000.0
2021-01-21,1560990000000.0,148643000000.0
2021-01-22,1560350000000.0,148162000000.0
2021-01-25,1566530000000.0,149126000000.0
2021-01-26,1560300000000.0,146179000000.0
2021-01-27,1559610000000.0,146472000000.0
2021-01-28,1555210000000.0,142836000000.0
2021-01-29,1540240000000.0,142253000000.0
2021-02-01,1538470000000.0,142196000000.0
2021-02-02,1538260000000.0,144215000000.0
2021-02-03,1537040000000.0,144116000000.0
2021-02-04,1528050000000.0,142773000000.0
2021-02-05,1517740000000.0,141739000000.0
2021-02-08,1514520000000.0,142582000000.0
2021-02-09,1516760000000.0,143791000000.0
2021-02-10,1498770000000.0,140948000000.0
2021-02-18,1521730000000.0,143067000000.0
2021-02-19,1527740000000.0,144313000000.0
2021-02-22,1540450000000.0,141513000000.0
2021-02-23,1538700000000.0,142402000000.0
2021-02-24,1539450000000.0,140622000000.0
2021-02-25,1537620000000.0,142747000000.0
2021-02-26,1530380000000.0,139680000000.0
2021-03-01,1534130000000.0,143651000000.0
2021-03-02,1536200000000.0,143551000000.0
2021-03-03,1536140000000.0,146795000000.0
2021-03-04,1532650000000.0,142383000000.0
2021-03-05,1526260000000.0,141835000000.0
2021-03-08,1524940000000.0,138297000000.0
2021-03-09,1516740000000.0,134810000000.0
2021-03-10,1510040000000.0,136168000000.0
2021-03-11,1512490000000.0,141319000000.0
2021-03-12,1507820000000.0,143251000000.0
2021-03-15,1511610000000.0,140702000000.0
2021-03-16,1509860000000.0,141180000000.0
2021-03-17,1510830000000.0,141804000000.0
2021-03-18,1509320000000.0,143387000000.0
2021-03-19,1507520000000.0,140725000000.0
2021-03-22,1512740000000.0,143818000000.0
2021-03-23,1511350000000.0,142576000000.0
2021-03-24,1511810000000.0,140702000000.0
2021-03-25,1507890000000.0,140597000000.0
2021-03-26,1505570000000.0,143712000000.0
2021-03-29,1507290000000.0,145326000000.0
2021-03-30,1507540000000.0,146504000000.0
2021-03-31,1509720000000.0,145057000000.0
2021-04-01,1507250000000.0,146775000000.0
2021-04-02,1504080000000.0,148214000000.0
2021-04-06,1510850000000.0,148189000000.0
2021-04-07,1516460000000.0,148162000000.0
2021-04-08,1517070000000.0,149509000000.0
2021-04-09,1514850000000.0,148508000000.0
2021-04-12,1513960000000.0,146279000000.0
2021-04-13,1508640000000.0,146537000000.0
2021-04-14,1509910000000.0,147426000000.0
2021-04-15,1510800000000.0,147213000000.0
2021-04-16,1508570000000.0,148241000000.0
2021-04-19,1513360000000.0,151803000000.0
2021-04-20,1515780000000.0,151987000000.0
2021-04-21,1517020000000.0,151904000000.0
2021-04-22,1520050000000.0,152222000000.0
2021-04-23,1515990000000.0,153301000000.0
2021-04-26,1519090000000.0,151970000000.0
2021-04-27,1516640000000.0,152053000000.0
2021-04-28,1518140000000.0,152514000000.0
2021-04-29,1515550000000.0,153991000000.0
2021-04-30,1502560000000.0,151698000000.0
2021-05-06,1511140000000.0,149935000000.0
2021-05-07,1509670000000.0,148803000000.0
2021-05-10,1514960000000.0,149332000000.0
2021-05-11,1516710000000.0,150549000000.0
2021-05-12,1520330000000.0,151346000000.0
2021-05-13,1522090000000.0,149416000000.0
2021-05-14,1522670000000.0,153107000000.0
2021-05-17,1527320000000.0,155091000000.0
2021-05-18,1532760000000.0,155004000000.0
2021-05-19,1538680000000.0,153722000000.0
2021-05-20,1539800000000.0,153561000000.0
2021-05-21,1539150000000.0,151753000000.0
2021-05-24,1544900000000.0,151805000000.0
2021-05-25,1544280000000.0,155122000000.0
2021-05-26,1549750000000.0,154689000000.0
2021-05-27,1556520000000.0,155252000000.0
2021-05-28,1559430000000.0,155638000000.0
2021-05-31,1569590000000.0,156981000000.0
2021-06-01,1577540000000.0,157375000000.0
2021-06-02,1578930000000.0,153533000000.0
2021-06-03,1580010000000.0,152005000000.0
2021-06-04,1577430000000.0,151795000000.0
2021-06-07,1585100000000.0,151135000000.0
2021-06-08,1585730000000.0,148883000000.0
2021-06-09,1586530000000.0,147837000000.0
2021-06-10,1591090000000.0,150039000000.0
2021-06-11,1587180000000.0,148232000000.0
2021-06-15,1594410000000.0,146314000000.0
2021-06-16,1589340000000.0,144422000000.0
2021-06-17,1592270000000.0,147718000000.0
2021-06-18,1594950000000.0,148578000000.0
2021-06-21,1601970000000.0,148791000000.0
2021-06-22,1608150000000.0,150946000000.0
2021-06-23,1611690000000.0,153115000000.0
2021-06-24,1612910000000.0,153048000000.0
2021-06-25,1611840000000.0,155960000000.0
2021-06-28,1620820000000.0,156459000000.0
2021-06-29,1624720000000.0,154700000000.0
2021-06-30,1628160000000.0,156047000000.0
2021-07-01,1618120000000.0,155969000000.0
2021-07-02,1616050000000.0,152149000000.0
2021-07-05,1622370000000.0,153980000000.0
2021-07-06,1622240000000.0,153802000000.0
2021-07-07,1629140000000.0,157004000000.0
2021-07-08,1633670000000.0,157134000000.0
2021-07-09,1635570000000.0,157245000000.0
2021-07-12,1644550000000.0,159976000000.0
2021-07-13,1649820000000.0,159502000000.0
2021-07-14,1650510000000.0,156699000000.0
2021-07-15,1650110000000.0,158086000000.0
2021-07-16,1646960000000.0,157030000000.0
2021-07-19,1648610000000.0,156000000000.0
2021-07-20,1650700000000.0,156001000000.0
2021-07-21,1659030000000.0,157686000000.0
2021-07-22,1666380000000.0,159688000000.0
2021-07-23,1665030000000.0,158464000000.0
2021-07-26,1667940000000.0,154946000000.0
2021-07-27,1660040000000.0,151358000000.0
2021-07-28,1644400000000.0,150913000000.0
2021-07-29,1648340000000.0,155590000000.0
2021-07-30,1647540000000.0,155622000000.0
2021-08-02,1658890000000.0,158447000000.0
2021-08-03,1657650000000.0,157764000000.0
2021-08-04,1665870000000.0,160994000000.0
2021-08-05,1670160000000.0,161666000000.0
2021-08-06,1670690000000.0,161980000000.0
2021-08-09,1676980000000.0,162868000000.0
2021-08-10,1678550000000.0,164252000000.0
2021-08-11,1685730000000.0,164595000000.0
2021-08-12,1692590000000.0,165125000000.0
2021-08-13,1689800000000.0,164261000000.0
2021-08-16,1691260000000.0,163687000000.0
2021-08-17,1682630000000.0,159755000000.0
2021-08-18,1683910000000.0,163384000000.0
2021-08-19,1682070000000.0,163666000000.0
2021-08-20,1679470000000.0,161672000000.0
2021-08-23,1693300000000.0,165340000000.0
2021-08-24,1698160000000.0,167300000000.0
2021-08-25,1702100000000.0,167921000000.0
2021-08-26,1705840000000.0,164758000000.0
2021-08-27,1701420000000.0,165640000000.0
2021-08-30,1708490000000.0,164582000000.0
2021-08-31,1706680000000.0,164894000000.0
2021-09-01,1708010000000.0,165515000000.0
2021-09-02,1710660000000.0,167238000000.0
2021-09-03,1704300000000.0,167180000000.0
2021-09-06,1713020000000.0,170166000000.0
2021-09-07,1720100000000.0,173124000000.0
2021-09-08,1730850000000.0,171920000000.0
2021-09-09,1739650000000.0,172230000000.0
2021-09-10,1741510000000.0,173858000000.0
2021-09-13,1752740000000.0,173226000000.0
2021-09-14,1754170000000.0,170734000000.0
2021-09-15,1758380000000.0,168357000000.0
2021-09-16,1747860000000.0,164374000000.0
2021-09-17,1729550000000.0,162343000000.0
2021-09-22,1736550000000.0,162009000000.0
2021-09-23,1741430000000.0,164162000000.0
2021-09-24,1731980000000.0,163337000000.0
2021-09-27,1719410000000.0,161259000000.0
2021-09-28,1716140000000.0,161264000000.0
2021-09-29,1705450000000.0,157221000000.0
2021-09-30,1685340000000.0,156183000000.0
2021-10-08,1696130000000.0,158101000000.0
2021-10-11,1699570000000.0,158679000000.0
2021-10-12,1695600000000.0,157175000000.0
2021-10-13,1692730000000.0,159508000000.0
2021-10-14,1694410000000.0,160293000000.0
2021-10-15,1689280000000.0,161821000000.0
2021-10-18,1696590000000.0,161960000000.0
2021-10-19,1699800000000.0,163626000000.0
2021-10-20,1704680000000.0,163655000000.0
2021-10-21,1704750000000.0,162902000000.0
2021-10-22,1698690000000.0,162287000000.0
2021-10-25,1705510000000.0,163270000000.0
2021-10-26,1708430000000.0,162105000000.0
2021-10-27,1709620000000.0,158925000000.0
2021-10-28,1700540000000.0,151425000000.0
2021-10-29,1696820000000.0,149882000000.0
2021-11-01,1701250000000.0,150237000000.0
2021-11-02,1695740000000.0,148233000000.0
2021-11-03,1692790000000.0,146753000000.0
2021-11-04,1697220000000.0,145705000000.0
2021-11-05,1687310000000.0,143437000000.0
2021-11-08,1692760000000.0,141906000000.0
2021-11-09,1695940000000.0,141094000000.0
2021-11-10,1697980000000.0,140637000000.0
2021-11-11,1699130000000.0,142112000000.0
2021-11-12,1698020000000.0,141022000000.0
2021-11-15,1700040000000.0,138794000000.0
2021-11-16,1696650000000.0,137371000000.0
2021-11-17,1700650000000.0,136921000000.0
2021-11-18,1702000000000.0,135269000000.0
2021-11-19,1700340000000.0,135749000000.0
2021-11-22,1711170000000.0,136047000000.0
2021-11-23,1714860000000.0,134863000000.0
2021-11-24,1718680000000.0,133443000000.0
2021-11-25,1721290000000.0,132463000000.0
2021-11-26,1717800000000.0,131491000000.0
2021-11-29,1720520000000.0,130658000000.0
2021-11-30,1723950000000.0,128732000000.0
2021-12-01,1726950000000.0,126269000000.0
2021-12-02,1724980000000.0,120999000000.0
2021-12-03,1723120000000.0,121052000000.0
2021-12-06,1722560000000.0,119135000000.0
2021-12-07,1719600000000.0,117753000000.0
2021-12-08,1722230000000.0,119362000000.0
2021-12-09,1722540000000.0,119789000000.0
2021-12-10,1723980000000.0,118366000000.0
2021-12-13,1728980000000.0,118487000000.0
2021-12-14,1730960000000.0,117431000000.0
2021-12-15,1732840000000.0,116587000000.0
2021-12-16,1732840000000.0,117133000000.0
2021-12-17,1726090000000.0,115872000000.0
2021-12-20,1723780000000.0,114156000000.0
2021-12-21,1722030000000.0,115185000000.0
2021-12-22,1723270000000.0,116352000000.0
2021-12-23,1723930000000.0,117647000000.0
2021-12-24,1714990000000.0,117012000000.0
2021-12-27,1718460000000.0,116455000000.0
2021-12-28,1721240000000.0,117132000000.0
2021-12-29,1721150000000.0,116331000000.0
2021-12-30,1721360000000.0,119398000000.0
2021-12-31,1712050000000.0,120140000000.0
2022-01-04,1719030000000.0,115848000000.0
2022-01-05,1716320000000.0,113216000000.0
2022-01-06,1717850000000.0,113107000000.0
2022-01-07,1702700000000.0,111898000000.0
2022-01-10,1704540000000.0,111671000000.0
2022-01-11,1703600000000.0,110610000000.0
2022-01-12,1705790000000.0,111352000000.0
2022-01-13,1705250000000.0,109529000000.0
2022-01-14,1700930000000.0,109048000000.0
2022-01-17,1705330000000.0,109999000000.0
2022-01-18,1702020000000.0,110214000000.0
2022-01-19,1698770000000.0,107787000000.0
2022-01-20,1688470000000.0,107297000000.0
2022-01-21,1676500000000.0,105376000000.0
2022-01-24,1674000000000.0,103155000000.0
2022-01-25,1664850000000.0,99492631422.0
2022-01-26,1657560000000.0,99630811836.0
2022-01-27,1648400000000.0,95267321305.0
2022-01-28,1620280000000.0,92925454455.0
2022-02-07,1623790000000.0,94181998880.0
2022-02-08,1622480000000.0,95131651139.0
2022-02-09,1625110000000.0,97375790346.0
2022-02-10,1624160000000.0,97193554143.0
2022-02-11,1617950000000.0,96102918719.0
2022-02-14,1620970000000.0,94928414460.0
2022-02-15,1621720000000.0,96436490134.0
2022-02-16,1623270000000.0,96973196553.0
2022-02-17,1623650000000.0,97633977726.0
2022-02-18,1619880000000.0,96906504330.0
2022-02-21,1626820000000.0,96369584724.0
2022-02-22,1629680000000.0,95610292164.0
2022-02-23,1636220000000.0,97699449188.0
2022-02-24,1631480000000.0,95638274552.0
2022-02-25,1629540000000.0,95704866291.0
2022-02-28,1631120000000.0,96044594241.0
2022-03-01,1632650000000.0,97120266660.0
2022-03-02,1634630000000.0,97062801404.0
2022-03-03,1633450000000.0,96815550298.0
2022-03-04,1628110000000.0,94839381682.0
2022-03-07,1631350000000.0,92578213051.0
2022-03-08,1629410000000.0,90776759525.0
2022-03-09,1621590000000.0,90847381883.0
2022-03-10,1619490000000.0,92826473084.0
2022-03-11,1613370000000.0,93987433787.0
2022-03-14,1614770000000.0,91337040259.0
2022-03-15,1602370000000.0,88135908967.0
2022-03-16,1598030000000.0,90407905841.0
2022-03-17,1593820000000.0,92411590427.0
2022-03-18,1586740000000.0,92594398627.0
2022-03-21,1591470000000.0,93615218339.0
2022-03-22,1591700000000.0,93195035669.0
2022-03-23,1591740000000.0,93744005168.0
2022-03-24,1591280000000.0,93647167406.0
2022-03-25,1587200000000.0,92071627840.0
2022-03-28,1585950000000.0,91873031797.0
2022-03-29,1583830000000.0,91513136662.0
2022-03-30,1586430000000.0,93224201700.0
2022-03-31,1580690000000.0,92147782629.0
2022-04-01,1570010000000.0,90538044461.0
2022-04-06,1576310000000.0,90653798629.0
2022-04-07,1572400000000.0,89634658102.0
2022-04-08,1566540000000.0,89964079439.0
2022-04-11,1558880000000.0,87068848678.0
2022-04-12,1556570000000.0,88346925987.0
2022-04-13,1551440000000.0,87566354262.0
2022-04-14,1550210000000.0,88966566063.0
2022-04-15,1541410000000.0,88951161768.0
2022-04-18,1541020000000.0,88562298483.0
2022-04-19,1540070000000.0,87857608295.0
2022-04-20,1539700000000.0,86037530512.0
2022-04-21,1529630000000.0,84314670394.0
2022-04-22,1517000000000.0,83775254017.0
2022-04-25,1493450000000.0,77677111375.0
2022-04-26,1465450000000.0,75975717008.0
2022-04-27,1454000000000.0,78625835339.0
2022-04-28,1444460000000.0,77891664058.0
2022-04-29,1433770000000.0,78275274101.0
2022-05-05,1439760000000.0,78640279340.0
2022-05-06,1438780000000.0,78157990196.0
2022-05-09,1440870000000.0,78452544844.0
2022-05-10,1442340000000.0,79776965623.0
2022-05-11,1446590000000.0,81185792639.0
2022-05-12,1445890000000.0,81138315806.0
2022-05-13,1443720000000.0,82195525052.0
2022-05-16,1445470000000.0,81790747701.0
2022-05-17,1444990000000.0,81771667908.0
2022-05-18,1446430000000.0,81108610044.0
2022-05-19,1446740000000.0,79356264696.0
2022-05-20,1443710000000.0,79780463036.0
2022-05-23,1449490000000.0,79657427898.0
2022-05-24,1447240000000.0,77293098034.0
2022-05-25,1448800000000.0,77855625114.0
2022-05-26,1448710000000.0,78828666657.0
2022-05-27,1443790000000.0,78103659866.0
2022-05-30,1445010000000.0,78190855263.0
2022-05-31,1444560000000.0,78061390753.0
2022-06-01,1444270000000.0,74933423729.0
2022-06-02,1440700000000.0,73659332481.0
2022-06-06,1449890000000.0,74589572173.0
2022-06-07,1453350000000.0,74679470607.0
2022-06-08,1456240000000.0,75853451018.0
2022-06-09,1458090000000.0,74686181594.0
2022-06-10,1457000000000.0,76288623097.0
2022-06-13,1466530000000.0,75677956755.0
2022-06-14,1470490000000.0,77441498381.0
2022-06-15,1475420000000.0,78056994210.0
2022-06-16,1479030000000.0,81015517217.0
2022-06-17,1476940000000.0,83272319015.0
2022-06-20,1483150000000.0,85421579427.0
2022-06-21,1480930000000.0,86875603020.0
2022-06-22,1485050000000.0,87967072023.0
2022-06-23,1488020000000.0,91545782078.0
2022-06-24,1486850000000.0,92789043893.0
2022-06-27,1496110000000.0,93071926981.0
2022-06-28,1504670000000.0,93039116240.0
2022-06-29,1505250000000.0,90853046658.0
2022-06-30,1509770000000.0,93561991225.0
2022-07-01,1507200000000.0,93247740131.0
2022-07-04,1515370000000.0,95297548236.0
2022-07-05,1518730000000.0,95930561056.0
2022-07-06,1523170000000.0,95265254505.0
2022-07-07,1527690000000.0,97266322236.0
2022-07-08,1523420000000.0,97208770408.0
2022-07-11,1524500000000.0,95586130744.0
2022-07-12,1522300000000.0,94108255984.0
2022-07-13,1524640000000.0,95378252508.0
2022-07-14,1526430000000.0,96768848543.0
2022-07-15,1521220000000.0,95984438289.0
2022-07-18,1526370000000.0,97737129800.0
2022-07-19,1529280000000.0,98150016356.0
2022-07-20,1531100000000.0,98960295221.0
2022-07-21,1530610000000.0,98635692239.0
2022-07-22,1527550000000.0,99197547851.0
2022-07-25,1527030000000.0,98716985867.0
2022-07-26,1527040000000.0,99335202448.0
2022-07-27,1530980000000.0,99770014215.0
2022-07-28,1531260000000.0,100757000000.0
2022-07-29,1527730000000.0,99737692515.0
2022-08-01,1530530000000.0,101048000000.0
2022-08-02,1518470000000.0,99423861851.0
2022-08-03,1515400000000.0,99487303028.0
2022-08-04,1517750000000.0,101045000000.0
2022-08-05,1514590000000.0,105233000000.0
2022-08-08,1518630000000.0,105932000000.0
2022-08-09,1523190000000.0,106640000000.0
2022-08-10,1526350000000.0,106100000000.0
2022-08-11,1527830000000.0,107993000000.0
2022-08-12,1522320000000.0,107429000000.0
2022-08-15,1527780000000.0,107108000000.0
2022-08-16,1530480000000.0,108098000000.0
2022-08-17,1533090000000.0,109177000000.0
2022-08-18,1536270000000.0,109643000000.0
2022-08-19,1530760000000.0,107752000000.0
2022-08-22,1531990000000.0,109131000000.0
2022-08-23,1534900000000.0,110248000000.0
2022-08-24,1529360000000.0,107215000000.0
2022-08-25,1526290000000.0,107533000000.0
2022-08-26,1520950000000.0,107551000000.0
2022-08-29,1521870000000.0,107279000000.0
2022-08-30,1520930000000.0,106255000000.0
2022-08-31,1510650000000.0,104733000000.0
2022-09-01,1506720000000.0,104279000000.0
2022-09-02,1503440000000.0,104489000000.0
2022-09-05,1504380000000.0,105146000000.0
2022-09-06,1504530000000.0,106786000000.0
2022-09-07,1506620000000.0,107903000000.0
2022-09-08,1505190000000.0,107196000000.0
2022-09-09,1497110000000.0,106648000000.0
2022-09-13,1499330000000.0,107233000000.0
2022-09-14,1498980000000.0,106579000000.0
2022-09-15,1493410000000.0,104991000000.0
2022-09-16,1487840000000.0,103115000000.0
2022-09-19,1484970000000.0,102904000000.0
2022-09-20,1485760000000.0,104520000000.0
2022-09-21,1486370000000.0,103869000000.0
2022-09-22,1484470000000.0,103572000000.0
2022-09-23,1477070000000.0,102126000000.0
2022-09-26,1472610000000.0,100304000000.0
2022-09-27,1471200000000.0,101641000000.0
2022-09-28,1464000000000.0,99117116571.0
2022-09-29,1459870000000.0,97792296221.0
2022-09-30,1443560000000.0,94672596643.0
2022-10-10,1444250000000.0,92413851553.0
2022-10-11,1443430000000.0,93621415262.0
2022-10-12,1444800000000.0,97481073968.0
2022-10-13,1445750000000.0,98251807524.0
2022-10-14,1443940000000.0,101488000000.0
2022-10-17,1446330000000.0,102364000000.0
2022-10-18,1448450000000.0,104356000000.0
2022-10-19,1450330000000.0,103442000000.0
2022-10-20,1450920000000.0,104826000000.0
2022-10-21,1446720000000.0,104891000000.0
2022-10-24,1449660000000.0,103617000000.0
2022-10-25,1449530000000.0,103565000000.0
2022-10-26,1453520000000.0,104958000000.0
2022-10-27,1452570000000.0,105330000000.0
2022-10-28,1441190000000.0,103047000000.0
2022-10-31,1442820000000.0,103857000000.0
2022-11-01,1446440000000.0,106517000000.0
2022-11-02,1447690000000.0,107462000000.0
2022-11-03,1452150000000.0,106968000000.0
2022-11-04,1453140000000.0,107991000000.0
2022-11-07,1458830000000.0,106536000000.0
2022-11-08,1463220000000.0,106240000000.0
2022-11-09,1465750000000.0,105422000000.0
2022-11-10,1466320000000.0,105876000000.0
2022-11-11,1459900000000.0,107381000000.0
2022-11-14,1460450000000.0,106592000000.0
2022-11-15,1463700000000.0,109890000000.0
2022-11-16,1465560000000.0,108652000000.0
2022-11-17,1468380000000.0,109067000000.0
2022-11-18,1465060000000.0,105750000000.0
2022-11-21,1471160000000.0,104459000000.0
2022-11-22,1471180000000.0,103072000000.0
2022-11-23,1471630000000.0,102143000000.0
2022-11-24,1471630000000.0,102622000000.0
2022-11-25,1464550000000.0,101518000000.0
2022-11-28,1464230000000.0,99583967313.0
2022-11-29,1466100000000.0,100732000000.0
2022-11-30,1464360000000.0,99912807560.0
2022-12-01,1465560000000.0,99817157795.0
2022-12-02,1463830000000.0,96461549839.0
2022-12-05,1470750000000.0,96535827890.0
2022-12-06,1471570000000.0,96506306726.0
2022-12-07,1474260000000.0,96645198104.0
2022-12-08,1474200000000.0,96880823473.0
2022-12-09,1471570000000.0,96695849103.0
2022-12-12,1476850000000.0,95330432095.0
2022-12-13,1476940000000.0,94617544207.0
2022-12-14,1474680000000.0,94778750318.0
2022-12-15,1477180000000.0,95304414945.0
