,margin_balance,short_balance
2017-08-22,921666000000.0,4784600006.0
2017-08-23,922505000000.0,4747903162.0
2017-08-24,923785000000.0,4743703706.0
2017-08-25,922706000000.0,4738571280.0
2017-08-28,929206000000.0,5116268038.0
2017-08-29,933105000000.0,4823960997.0
2017-08-30,935128000000.0,4995105077.0
2017-08-31,941682000000.0,4727917873.0
2017-09-01,942973000000.0,4792470190.0
2017-09-04,948843000000.0,4640518386.0
2017-09-05,951891000000.0,4932586200.0
2017-09-06,956875000000.0,5109470199.0
2017-09-07,960147000000.0,4871655734.0
2017-09-08,960946000000.0,4639849306.0
2017-09-11,969108000000.0,4608563048.0
2017-09-12,973637000000.0,4738906166.0
2017-09-13,977025000000.0,4844502547.0
2017-09-14,979995000000.0,4931654201.0
2017-09-15,978864000000.0,4593394273.0
2017-09-18,984437000000.0,4567446639.0
2017-09-19,987340000000.0,4628727918.0
2017-09-20,993070000000.0,4591874586.0
2017-09-21,990409000000.0,4757598909.0
2017-09-22,987110000000.0,4449593154.0
2017-09-25,984545000000.0,4507660849.0
2017-09-26,983639000000.0,4524523400.0
2017-09-27,982872000000.0,4355403119.0
2017-09-28,980554000000.0,4280223122.0
2017-09-29,965701000000.0,3796844181.0
2017-10-09,981527000000.0,4344781081.0
2017-10-10,988226000000.0,4356075084.0
2017-10-11,990047000000.0,4600028279.0
2017-10-12,990225000000.0,4762919093.0
2017-10-13,989593000000.0,4393246415.0
2017-10-16,990784000000.0,4466127824.0
2017-10-17,990457000000.0,4354066348.0
2017-10-18,986807000000.0,4628157188.0
2017-10-19,983774000000.0,4519109996.0
2017-10-20,982139000000.0,4328777882.0
2017-10-23,985758000000.0,4392235804.0
2017-10-24,982492000000.0,4718452253.0
2017-10-25,984708000000.0,4546051934.0
2017-10-26,992043000000.0,4746182730.0
2017-10-27,992313000000.0,4606932774.0
2017-10-30,992425000000.0,4783517418.0
2017-10-31,994710000000.0,4732630103.0
2017-11-01,1000090000000.0,5020478476.0
2017-11-02,999623000000.0,4782700312.0
2017-11-03,995302000000.0,4697942130.0
2017-11-06,1001850000000.0,4660771199.0
2017-11-07,1007240000000.0,5158649906.0
2017-11-08,1012700000000.0,4921349004.0
2017-11-09,1016250000000.0,4963817000.0
2017-11-10,1018080000000.0,5001230977.0
2017-11-13,1026920000000.0,5299753390.0
2017-11-14,1031180000000.0,5214467879.0
2017-11-15,1032550000000.0,5176922012.0
2017-11-16,1035010000000.0,5191831183.0
2017-11-17,1022640000000.0,5386270089.0
2017-11-20,1023930000000.0,5222199764.0
2017-11-21,1031190000000.0,5523860609.0
2017-11-22,1034050000000.0,5469059289.0
2017-11-23,1031580000000.0,5262522489.0
2017-11-24,1025000000000.0,4860353692.0
2017-11-27,1021020000000.0,4854594234.0
2017-11-28,1023000000000.0,4755289466.0
2017-11-29,1024800000000.0,5207868336.0
2017-11-30,1023890000000.0,4942728294.0
2017-12-01,1021970000000.0,4692528346.0
2017-12-04,1020980000000.0,4800591416.0
2017-12-05,1007600000000.0,4833005692.0
2017-12-06,1008350000000.0,4712892490.0
2017-12-07,1009110000000.0,4518979590.0
2017-12-08,1009200000000.0,4566887499.0
2017-12-11,1010910000000.0,4786115655.0
2017-12-12,1012310000000.0,4753833629.0
2017-12-13,1015250000000.0,4859187771.0
2017-12-14,1017570000000.0,5060545083.0
2017-12-15,1014450000000.0,4638642451.0
2017-12-18,1015350000000.0,4684014673.0
2017-12-19,1016720000000.0,4737967420.0
2017-12-20,1015850000000.0,4793554584.0
2017-12-21,1017070000000.0,4890284289.0
2017-12-22,1016180000000.0,4724758570.0
2017-12-25,1018700000000.0,5056614937.0
2017-12-26,1021640000000.0,4734045845.0
2017-12-27,1023450000000.0,4591188959.0
2017-12-28,1026880000000.0,4734489284.0
2017-12-29,1021760000000.0,4505980037.0
2018-01-02,1025150000000.0,4656516308.0
2018-01-03,1026850000000.0,4793910261.0
2018-01-04,1028920000000.0,5006659980.0
2018-01-05,1028810000000.0,4961712525.0
2018-01-08,1034190000000.0,5242651767.0
2018-01-09,1037870000000.0,5125075564.0
2018-01-10,1042510000000.0,5234380532.0
2018-01-11,1045580000000.0,5253949165.0
2018-01-12,1043560000000.0,5121758260.0
2018-01-15,1045190000000.0,5465609672.0
2018-01-16,1050790000000.0,5235542511.0
2018-01-17,1052450000000.0,5594193720.0
2018-01-18,1059880000000.0,5545118582.0
2018-01-19,1061060000000.0,5451494946.0
2018-01-22,1066260000000.0,5441670987.0
2018-01-23,1071410000000.0,5528647733.0
2018-01-24,1075840000000.0,5518671091.0
2018-01-25,1076360000000.0,5420903781.0
2018-01-26,1074270000000.0,5267313742.0
2018-01-29,1077990000000.0,5200484908.0
2018-01-30,1078400000000.0,5007779452.0
2018-01-31,1074270000000.0,5021445481.0
2018-02-01,1061750000000.0,5205125983.0
2018-02-02,1052760000000.0,4987235808.0
2018-02-05,1050770000000.0,5213803367.0
2018-02-06,1034520000000.0,5086169094.0
2018-02-07,1029150000000.0,4859783150.0
2018-02-08,1025930000000.0,4613734940.0
2018-02-09,1007930000000.0,4335959023.0
2018-02-12,1000440000000.0,4550220307.0
2018-02-13,991334000000.0,4636579709.0
2018-02-14,977773000000.0,4066603239.0
2018-02-22,982508000000.0,5101902038.0
2018-02-23,982666000000.0,5134302160.0
2018-02-26,987723000000.0,5301404358.0
2018-02-27,988782000000.0,5126115286.0
2018-02-28,990297000000.0,5170367460.0
2018-03-01,993446000000.0,5076912703.0
2018-03-02,992737000000.0,4846567404.0
2018-03-05,992447000000.0,4960009981.0
2018-03-06,995439000000.0,5309999892.0
2018-03-07,994499000000.0,5437299399.0
2018-03-08,995521000000.0,5235130320.0
2018-03-09,994834000000.0,5269902140.0
2018-03-12,1000200000000.0,5332416038.0
2018-03-13,1000600000000.0,5103755450.0
2018-03-14,1002570000000.0,5081499646.0
2018-03-15,1003710000000.0,5237151332.0
2018-03-16,1001300000000.0,4945380386.0
2018-03-19,1002710000000.0,5180275889.0
2018-03-20,1003220000000.0,5158777958.0
2018-03-21,1005300000000.0,5309572794.0
2018-03-22,1006120000000.0,4981810620.0
2018-03-23,989617000000.0,4959302982.0
2018-03-26,993986000000.0,4820506860.0
2018-03-27,996190000000.0,5082859817.0
2018-03-28,995812000000.0,5173663671.0
2018-03-29,997845000000.0,5375648602.0
2018-03-30,995763000000.0,5245195245.0
2018-04-02,998858000000.0,5388884412.0
2018-04-03,998761000000.0,5103314149.0
2018-04-04,992813000000.0,4873579098.0
2018-04-09,995885000000.0,5065115758.0
2018-04-10,994655000000.0,5520943892.0
2018-04-11,995350000000.0,5573314107.0
2018-04-12,995690000000.0,5402111478.0
2018-04-13,994230000000.0,5375539568.0
2018-04-16,995716000000.0,5461090730.0
2018-04-17,993379000000.0,5266978261.0
2018-04-18,993175000000.0,5468990015.0
2018-04-19,991189000000.0,5628651718.0
2018-04-20,986037000000.0,5455438794.0
2018-04-23,987248000000.0,5435162699.0
2018-04-24,985597000000.0,5634104962.0
2018-04-25,986953000000.0,5483264158.0
2018-04-26,986084000000.0,5308697382.0
2018-04-27,978903000000.0,5141158222.0
2018-05-02,978162000000.0,5328500476.0
2018-05-03,977043000000.0,5471783540.0
2018-05-04,974751000000.0,5474880942.0
2018-05-07,977022000000.0,5746152067.0
2018-05-08,978201000000.0,6039777304.0
2018-05-09,980801000000.0,5742168491.0
2018-05-10,982887000000.0,5907824324.0
2018-05-11,979312000000.0,5700488820.0
2018-05-14,980086000000.0,5913759727.0
2018-05-15,981075000000.0,5972675940.0
2018-05-16,981667000000.0,5905995882.0
2018-05-17,983669000000.0,5719855521.0
2018-05-18,981719000000.0,5860247077.0
2018-05-21,985005000000.0,6045472959.0
2018-05-22,988983000000.0,5981239786.0
2018-05-23,990997000000.0,5911082727.0
2018-05-24,992731000000.0,5894382754.0
2018-05-25,989249000000.0,5801943640.0
2018-05-28,989809000000.0,5930560975.0
2018-05-29,988448000000.0,6037553217.0
2018-05-30,983962000000.0,5875486407.0
2018-05-31,983046000000.0,6131289704.0
2018-06-01,978587000000.0,6027885857.0
2018-06-04,976032000000.0,6167900100.0
2018-06-05,976122000000.0,6315944616.0
2018-06-06,975493000000.0,6397940413.0
2018-06-07,975481000000.0,6446190125.0
2018-06-08,972242000000.0,6125499867.0
2018-06-11,970620000000.0,6288116487.0
2018-06-12,970306000000.0,6552177343.0
2018-06-13,967740000000.0,6396214060.0
2018-06-14,967313000000.0,6594035660.0
2018-06-15,959043000000.0,6312796141.0
2018-06-19,937534000000.0,6333834086.0
2018-06-20,931778000000.0,6045831241.0
2018-06-21,924272000000.0,6277531928.0
2018-06-22,919465000000.0,5994453642.0
2018-06-25,917375000000.0,6300522027.0
2018-06-26,917879000000.0,6239600840.0
2018-06-27,916433000000.0,6403081202.0
2018-06-28,914460000000.0,6250577896.0
2018-06-29,912909000000.0,6473428701.0
2018-07-02,911055000000.0,6474115735.0
2018-07-03,912609000000.0,6540324024.0
2018-07-04,907269000000.0,6489626716.0
2018-07-05,902375000000.0,6496468357.0
2018-07-06,898807000000.0,6545513603.0
2018-07-09,896961000000.0,6858746497.0
2018-07-10,896279000000.0,7027248480.0
2018-07-11,892013000000.0,6843641340.0
2018-07-12,894162000000.0,7021660197.0
2018-07-13,890599000000.0,6862968158.0
2018-07-16,890954000000.0,6898744891.0
2018-07-17,891880000000.0,6781604554.0
2018-07-18,891107000000.0,6867740533.0
2018-07-19,889208000000.0,6928202610.0
2018-07-20,886414000000.0,7232833928.0
2018-07-23,884795000000.0,7475212127.0
2018-07-24,884608000000.0,7493050738.0
2018-07-25,885703000000.0,7576421460.0
2018-07-26,887789000000.0,7472402612.0
2018-07-27,885090000000.0,7360696160.0
2018-07-30,884927000000.0,7381929183.0
2018-07-31,884364000000.0,7376149995.0
2018-08-01,882737000000.0,7473810043.0
2018-08-02,880680000000.0,7112997588.0
2018-08-03,876470000000.0,6930596118.0
2018-08-06,873699000000.0,6936307650.0
2018-08-07,871632000000.0,7405054550.0
2018-08-08,868843000000.0,7265794612.0
2018-08-09,869487000000.0,7424990147.0
2018-08-10,866208000000.0,7154933018.0
2018-08-13,867419000000.0,7220187429.0
2018-08-14,868006000000.0,7230831617.0
2018-08-15,867650000000.0,7266833249.0
2018-08-16,867555000000.0,7248544300.0
2018-08-17,863994000000.0,7014321149.0
2018-08-20,862160000000.0,7227233319.0
2018-08-21,859237000000.0,7446419664.0
2018-08-22,857492000000.0,7332063572.0
2018-08-23,857672000000.0,7440050718.0
2018-08-24,854971000000.0,7352306088.0
2018-08-27,855090000000.0,7580666367.0
2018-08-28,854624000000.0,7485274299.0
2018-08-29,854818000000.0,7500678485.0
2018-08-30,854137000000.0,7397282715.0
2018-08-31,850280000000.0,7294411661.0
2018-09-03,849714000000.0,7498967031.0
2018-09-04,849839000000.0,7673117796.0
2018-09-05,849150000000.0,7535031191.0
2018-09-06,849311000000.0,7497532514.0
2018-09-07,846003000000.0,7426625051.0
2018-09-10,843251000000.0,7322512489.0
2018-09-11,842109000000.0,7239536309.0
2018-09-12,842300000000.0,7141322272.0
2018-09-13,841997000000.0,7218594393.0
2018-09-14,837814000000.0,7263045945.0
2018-09-17,835912000000.0,7225108375.0
2018-09-18,835787000000.0,7626821238.0
2018-09-19,832855000000.0,7792794127.0
2018-09-20,830577000000.0,7694755567.0
2018-09-21,826354000000.0,7817815095.0
2018-09-25,827481000000.0,7597007083.0
2018-09-26,825777000000.0,7918587415.0
2018-09-27,823255000000.0,7667133833.0
2018-09-28,815143000000.0,7577499242.0
2018-10-08,819959000000.0,7371160015.0
2018-10-09,819982000000.0,7573928985.0
2018-10-10,819724000000.0,7591087563.0
2018-10-11,805647000000.0,7112655239.0
2018-10-12,793070000000.0,7143732407.0
2018-10-15,788084000000.0,7149025380.0
2018-10-16,779575000000.0,7124951001.0
2018-10-17,775035000000.0,7212940997.0
2018-10-18,769951000000.0,7088074990.0
2018-10-19,764858000000.0,7291403175.0
2018-10-22,765543000000.0,7919861304.0
2018-10-23,766605000000.0,7711390889.0
2018-10-24,766668000000.0,7961813473.0
2018-10-25,765837000000.0,7946986420.0
2018-10-26,764222000000.0,7745475310.0
2018-10-29,765076000000.0,7597529398.0
2018-10-30,762900000000.0,7954750997.0
2018-10-31,762114000000.0,8078607305.0
2018-11-01,761760000000.0,8283195697.0
2018-11-02,759176000000.0,8409866850.0
2018-11-05,761037000000.0,8266134132.0
2018-11-06,762100000000.0,8259168538.0
2018-11-07,762323000000.0,8185003081.0
2018-11-08,761675000000.0,8203284652.0
2018-11-09,761393000000.0,7927940353.0
2018-11-12,763901000000.0,8288123709.0
2018-11-13,765040000000.0,8502357504.0
2018-11-14,767045000000.0,8353265072.0
2018-11-15,769052000000.0,8555226254.0
2018-11-16,767934000000.0,8378652072.0
2018-11-19,770936000000.0,8426589619.0
2018-11-20,773350000000.0,8142958250.0
2018-11-21,773707000000.0,8088661323.0
2018-11-22,773917000000.0,8287228457.0
2018-11-23,768806000000.0,7675417703.0
2018-11-26,767778000000.0,7956419395.0
2018-11-27,767671000000.0,8056104631.0
2018-11-28,767149000000.0,8092001253.0
2018-11-29,764753000000.0,7943459498.0
2018-11-30,762106000000.0,7971687580.0
2018-12-03,762998000000.0,8412506175.0
2018-12-04,763090000000.0,8404920135.0
2018-12-05,763228000000.0,8337288412.0
2018-12-06,764647000000.0,8018056327.0
2018-12-07,763160000000.0,7870472337.0
2018-12-10,763945000000.0,7799339318.0
2018-12-11,763463000000.0,7673974461.0
2018-12-12,762686000000.0,7790441414.0
2018-12-13,762770000000.0,8095985267.0
2018-12-14,758903000000.0,7622703202.0
2018-12-17,759877000000.0,7553795501.0
2018-12-18,759960000000.0,7409768740.0
2018-12-19,758186000000.0,7142878881.0
2018-12-20,759546000000.0,7051136123.0
2018-12-21,757654000000.0,6777599391.0
2018-12-24,757818000000.0,6920721483.0
2018-12-25,756557000000.0,6941498109.0
2018-12-26,755990000000.0,6895056172.0
2018-12-27,755179000000.0,6989401204.0
2018-12-28,748981000000.0,6722988520.0
2019-01-02,749752000000.0,6620989021.0
2019-01-03,748971000000.0,6767588144.0
2019-01-04,750164000000.0,6967713783.0
2019-01-07,750963000000.0,7187536702.0
2019-01-08,750396000000.0,7259877742.0
2019-01-09,749326000000.0,7401296047.0
2019-01-10,749001000000.0,7184038874.0
2019-01-11,747246000000.0,7183336773.0
2019-01-14,747778000000.0,7139653965.0
2019-01-15,747088000000.0,7355829278.0
2019-01-16,744678000000.0,7277661695.0
2019-01-17,743480000000.0,7244316931.0
2019-01-18,740214000000.0,7230252172.0
2019-01-21,739956000000.0,7252130712.0
2019-01-22,741464000000.0,6890680163.0
2019-01-23,741022000000.0,6869211322.0
2019-01-24,740368000000.0,6993414909.0
2019-01-25,735102000000.0,6951099540.0
2019-01-28,733000000000.0,6919885780.0
2019-01-29,730378000000.0,6746464886.0
2019-01-30,727040000000.0,6378573339.0
2019-01-31,721950000000.0,6239566843.0
2019-02-01,710921000000.0,6029728658.0
2019-02-11,715985000000.0,6580987101.0
2019-02-12,719312000000.0,6773533611.0
2019-02-13,724318000000.0,7285435019.0
2019-02-14,728093000000.0,7271104822.0
2019-02-15,732374000000.0,6852924278.0
2019-02-18,737487000000.0,7699362326.0
2019-02-19,743486000000.0,7565992823.0
2019-02-20,748019000000.0,7615847448.0
2019-02-21,751770000000.0,7831376469.0
2019-02-22,757204000000.0,7946643831.0
2019-02-25,775168000000.0,8893417957.0
2019-02-26,784914000000.0,8598615182.0
2019-02-27,794783000000.0,8442682000.0
2019-02-28,796503000000.0,8164775459.0
2019-03-01,796216000000.0,8405273118.0
2019-03-04,807002000000.0,9148789234.0
2019-03-05,820296000000.0,9092456911.0
2019-03-06,833278000000.0,9484845058.0
2019-03-07,849495000000.0,9242686700.0
2019-03-08,854970000000.0,8409822707.0
2019-03-11,868386000000.0,8649860134.0
2019-03-12,877242000000.0,8982099918.0
2019-03-13,881165000000.0,8740471910.0
2019-03-14,879998000000.0,8326398077.0
2019-03-15,877320000000.0,8495780655.0
2019-03-18,883519000000.0,9187782313.0
2019-03-19,889144000000.0,9052618532.0
2019-03-20,892936000000.0,9283207345.0
2019-03-21,902286000000.0,9343449954.0
2019-03-22,901690000000.0,9125469954.0
2019-03-25,909509000000.0,8899696887.0
2019-03-26,908344000000.0,8384782522.0
2019-03-27,910571000000.0,8600676356.0
2019-03-28,911407000000.0,8542784741.0
2019-03-29,913237000000.0,9009909241.0
2019-04-01,921383000000.0,9812245166.0
2019-04-02,929366000000.0,9480353714.0
2019-04-03,935279000000.0,9880539696.0
2019-04-04,936924000000.0,9726849348.0
2019-04-08,951076000000.0,9922392402.0
2019-04-09,955528000000.0,9793345582.0
2019-04-10,960216000000.0,9944184117.0
2019-04-11,959904000000.0,9346134855.0
2019-04-12,957105000000.0,8997021013.0
2019-04-15,959072000000.0,9402590230.0
2019-04-16,966450000000.0,9636045478.0
2019-04-17,971758000000.0,9613754102.0
2019-04-18,974131000000.0,9609049967.0
2019-04-19,975562000000.0,9689417997.0
2019-04-22,980081000000.0,9484311719.0
2019-04-23,978478000000.0,9415384775.0
2019-04-24,982259000000.0,9262135480.0
2019-04-25,976916000000.0,8877827693.0
2019-04-26,973859000000.0,8157300805.0
2019-04-29,964916000000.0,8250820943.0
2019-04-30,952497000000.0,7411768491.0
2019-05-06,941957000000.0,7095740933.0
2019-05-07,937270000000.0,7314072212.0
2019-05-08,936256000000.0,7153485552.0
2019-05-09,934682000000.0,6769837991.0
2019-05-10,934237000000.0,7606842277.0
2019-05-13,931029000000.0,7239872082.0
2019-05-14,930025000000.0,7265186974.0
2019-05-15,930191000000.0,7719983315.0
2019-05-16,929945000000.0,7989380346.0
2019-05-17,924480000000.0,7258868031.0
2019-05-20,924232000000.0,7272699177.0
2019-05-21,925246000000.0,7652329031.0
2019-05-22,923476000000.0,7646973109.0
2019-05-23,920657000000.0,7483331076.0
2019-05-24,916383000000.0,7229542613.0
2019-05-27,920914000000.0,7696804969.0
2019-05-28,918776000000.0,7824009089.0
2019-05-29,919107000000.0,7871552527.0
2019-05-30,918466000000.0,7744786064.0
2019-05-31,914812000000.0,7647051532.0
2019-06-03,913167000000.0,7689085896.0
2019-06-04,909531000000.0,7330992730.0
2019-06-05,907339000000.0,7625703129.0
2019-06-06,901796000000.0,7146704936.0
2019-06-10,901284000000.0,7675488870.0
2019-06-11,902977000000.0,8295234499.0
2019-06-12,904755000000.0,7946768730.0
2019-06-13,906418000000.0,8101393855.0
2019-06-14,901871000000.0,7773040876.0
2019-06-17,901908000000.0,7992343965.0
2019-06-18,900607000000.0,8043669119.0
2019-06-19,899781000000.0,8493714168.0
2019-06-20,902021000000.0,9069538467.0
2019-06-21,901102000000.0,8839831805.0
2019-06-24,905118000000.0,8866266549.0
2019-06-25,906670000000.0,8740746786.0
2019-06-26,906243000000.0,8679789360.0
2019-06-27,906555000000.0,9138519347.0
2019-06-28,901963000000.0,8853894263.0
2019-07-01,906911000000.0,9413829863.0
2019-07-02,908343000000.0,9494692475.0
2019-07-03,911208000000.0,9350062189.0
2019-07-04,911334000000.0,9415314966.0
2019-07-05,909286000000.0,9265501937.0
2019-07-08,908506000000.0,9069510305.0
2019-07-09,907490000000.0,9108273531.0
2019-07-10,906819000000.0,9258203535.0
2019-07-11,904566000000.0,9407128815.0
2019-07-12,902326000000.0,9328971243.0
2019-07-15,904683000000.0,9634983453.0
2019-07-16,904410000000.0,9217440037.0
2019-07-17,905357000000.0,9362569904.0
2019-07-18,903554000000.0,9165113728.0
2019-07-19,901373000000.0,9084199908.0
2019-07-22,898264000000.0,9802023227.0
2019-07-23,896743000000.0,9861003348.0
2019-07-24,897458000000.0,10389590204.0
2019-07-25,897929000000.0,10804579421.0
2019-07-26,896020000000.0,10787562970.0
2019-07-29,898462000000.0,11010379183.0
2019-07-30,897964000000.0,11096648253.0
2019-07-31,897484000000.0,11140618068.0
2019-08-01,898069000000.0,11012914898.0
2019-08-02,894627000000.0,10909562326.0
2019-08-05,895025000000.0,11131665619.0
2019-08-06,890263000000.0,10909979027.0
2019-08-07,886533000000.0,11192541814.0
2019-08-08,884649000000.0,11846511816.0
2019-08-09,880829000000.0,11750227534.0
2019-08-12,881800000000.0,12268785891.0
2019-08-13,882281000000.0,12273075524.0
2019-08-14,883161000000.0,12277238060.0
2019-08-15,882256000000.0,12311620725.0
2019-08-16,882242000000.0,11678599076.0
2019-08-19,893047000000.0,12430320581.0
2019-08-20,897532000000.0,12323120106.0
2019-08-21,900613000000.0,12379593431.0
2019-08-22,903963000000.0,12536009714.0
2019-08-23,903039000000.0,12580008918.0
2019-08-26,907025000000.0,12268106220.0
2019-08-27,908780000000.0,12819323660.0
2019-08-28,911492000000.0,12612668716.0
2019-08-29,914575000000.0,12725726949.0
2019-08-30,913478000000.0,12868455817.0
2019-09-02,918169000000.0,13284488644.0
2019-09-03,920892000000.0,13517839193.0
2019-09-04,924252000000.0,13522654428.0
2019-09-05,930888000000.0,13815981251.0
2019-09-06,931777000000.0,13573918319.0
2019-09-09,942780000000.0,13974254383.0
2019-09-10,948037000000.0,13800941445.0
2019-09-11,951018000000.0,14041316501.0
2019-09-12,946857000000.0,13696818702.0
2019-09-16,954673000000.0,13819269601.0
2019-09-17,956246000000.0,13007605506.0
2019-09-18,957441000000.0,13184875206.0
2019-09-19,960222000000.0,13586008423.0
2019-09-20,957730000000.0,13591461248.0
2019-09-23,960466000000.0,13460862593.0
2019-09-24,960446000000.0,13453746822.0
2019-09-25,957266000000.0,13020937180.0
2019-09-26,952156000000.0,12619239129.0
2019-09-27,947407000000.0,12199102276.0
2019-09-30,937279000000.0,11634832002.0
2019-10-08,942630000000.0,12484474443.0
2019-10-09,944162000000.0,12754487905.0
2019-10-10,946794000000.0,13347265875.0
2019-10-11,944430000000.0,13723913410.0
2019-10-14,950753000000.0,14332032078.0
2019-10-15,949431000000.0,14179430659.0
2019-10-16,950258000000.0,14268566372.0
2019-10-17,950350000000.0,14374448979.0
2019-10-18,947138000000.0,14005245431.0
2019-10-21,947439000000.0,14012963089.0
2019-10-22,948550000000.0,13833628295.0
2019-10-23,949234000000.0,13855536850.0
2019-10-24,950538000000.0,13586399915.0
2019-10-25,950802000000.0,13415450148.0
2019-10-28,956216000000.0,13756937535.0
2019-10-29,955512000000.0,13519585526.0
2019-10-30,955400000000.0,13409108630.0
2019-10-31,953248000000.0,13369519455.0
2019-11-01,953201000000.0,13704569127.0
2019-11-04,955129000000.0,13952984368.0
2019-11-05,956707000000.0,14138785905.0
2019-11-06,956842000000.0,14124144738.0
2019-11-07,958085000000.0,14299076282.0
2019-11-08,956206000000.0,14031653567.0
2019-11-11,954537000000.0,13450940905.0
2019-11-12,953952000000.0,13483112207.0
2019-11-13,954996000000.0,13629465335.0
2019-11-14,956929000000.0,13830634421.0
2019-11-15,953528000000.0,13412716954.0
2019-11-18,954630000000.0,13667068926.0
2019-11-19,957818000000.0,13768794226.0
2019-11-20,958486000000.0,13560477586.0
2019-11-21,959235000000.0,13540575526.0
2019-11-22,955434000000.0,13253174595.0
2019-11-25,955100000000.0,13477170674.0
2019-11-26,951980000000.0,13549961920.0
2019-11-27,953771000000.0,13551138361.0
2019-11-28,952495000000.0,13530319851.0
2019-11-29,951998000000.0,13023030412.0
2019-12-02,953369000000.0,13084123161.0
2019-12-03,955586000000.0,13066292814.0
2019-12-04,956395000000.0,13060304082.0
2019-12-05,958844000000.0,13200642549.0
2019-12-06,959106000000.0,13238454263.0
2019-12-09,962680000000.0,13294179030.0
2019-12-10,964956000000.0,13522806770.0
2019-12-11,966744000000.0,13537028106.0
2019-12-12,968220000000.0,13342896828.0
2019-12-13,967854000000.0,13493139815.0
2019-12-16,977139000000.0,13612108816.0
2019-12-17,985483000000.0,13903310690.0
2019-12-18,992978000000.0,13868761160.0
2019-12-19,996881000000.0,13814001297.0
2019-12-20,994631000000.0,13525176813.0
2019-12-23,996702000000.0,13003291976.0
2019-12-24,996592000000.0,13184522321.0
2019-12-25,998327000000.0,13544425764.0
2019-12-26,1001280000000.0,13737240626.0
2019-12-27,999737000000.0,13618193835.0
2019-12-30,1005480000000.0,13973414990.0
2019-12-31,1005500000000.0,13780359958.0
2020-01-02,1010670000000.0,14409482682.0
2020-01-03,1012220000000.0,13944106752.0
2020-01-06,1022730000000.0,14444202185.0
2020-01-07,1027100000000.0,14515680601.0
2020-01-08,1030170000000.0,13795306450.0
2020-01-09,1033280000000.0,13966281051.0
2020-01-10,1032060000000.0,13602436827.0
2020-01-13,1037670000000.0,13846348856.0
2020-01-14,1040240000000.0,13835731453.0
2020-01-15,1043100000000.0,13256904647.0
2020-01-16,1043930000000.0,12767548448.0
2020-01-17,1041150000000.0,12675220733.0
2020-01-20,1045040000000.0,12813153930.0
2020-01-21,1044440000000.0,12073045448.0
2020-01-22,1044280000000.0,11560553453.0
2020-01-23,1026940000000.0,10087781166.0
2020-02-03,1015560000000.0,8271880501.0
2020-02-04,1014070000000.0,8216240300.0
2020-02-05,1014970000000.0,8457398616.0
2020-02-06,1023880000000.0,8559896369.0
2020-02-07,1027340000000.0,8517735302.0
2020-02-10,1032520000000.0,9308963011.0
2020-02-11,1030620000000.0,10203794747.0
2020-02-12,1037260000000.0,11371781011.0
2020-02-13,1039770000000.0,11719660646.0
2020-02-14,1038950000000.0,12090848378.0
2020-02-17,1050820000000.0,12853524874.0
2020-02-18,1062070000000.0,13073669004.0
2020-02-19,1064600000000.0,13512454867.0
2020-02-20,1075600000000.0,14202943027.0
2020-02-21,1082840000000.0,14616441886.0
2020-02-24,1096370000000.0,15129172224.0
2020-02-25,1107770000000.0,15390367505.0
2020-02-26,1110940000000.0,15368291088.0
2020-02-27,1109270000000.0,15523756771.0
2020-02-28,1087900000000.0,14427121031.0
2020-03-02,1096280000000.0,15262000769.0
2020-03-03,1102040000000.0,16018627619.0
2020-03-04,1105150000000.0,16091997907.0
2020-03-05,1115060000000.0,17062257593.0
2020-03-06,1110820000000.0,16235906258.0
2020-03-09,1107890000000.0,15758731376.0
2020-03-10,1113260000000.0,15988049358.0
2020-03-11,1111340000000.0,16324271114.0
2020-03-12,1107930000000.0,16090701328.0
2020-03-13,1099460000000.0,15728699366.0
2020-03-16,1082140000000.0,15410342698.0
2020-03-17,1083750000000.0,14930096244.0
2020-03-18,1074610000000.0,15816594146.0
2020-03-19,1078920000000.0,15469380321.0
2020-03-20,1073100000000.0,15815102906.0
2020-03-23,1063230000000.0,15492167595.0
2020-03-24,1062300000000.0,15920415620.0
2020-03-25,1063690000000.0,17084377361.0
2020-03-26,1059500000000.0,17485495541.0
2020-03-27,1053740000000.0,17569927219.0
2020-03-30,1050090000000.0,17166168220.0
2020-03-31,1047440000000.0,17675186515.0
2020-04-01,1043000000000.0,18143258051.0
2020-04-02,1044330000000.0,18569195564.0
2020-04-03,1037490000000.0,18172725722.0
2020-04-07,1042970000000.0,19106315522.0
2020-04-08,1042640000000.0,19425759219.0
2020-04-09,1044470000000.0,20358970419.0
2020-04-10,1037910000000.0,20018054925.0
2020-04-13,1037420000000.0,19997112991.0
2020-04-14,1037780000000.0,20510752819.0
2020-04-15,1037850000000.0,20339954934.0
2020-04-16,1039990000000.0,20325111502.0
2020-04-17,1037700000000.0,20523556932.0
2020-04-20,1041460000000.0,21054315580.0
2020-04-21,1042490000000.0,21081561892.0
2020-04-22,1045500000000.0,21733336961.0
2020-04-23,1045360000000.0,21914187309.0
2020-04-24,1038840000000.0,21445565649.0
2020-04-27,1036910000000.0,21755587980.0
2020-04-28,1032640000000.0,21842020034.0
2020-04-29,1028540000000.0,21818994103.0
2020-04-30,1021630000000.0,21425116465.0
2020-05-06,1033510000000.0,22362290268.0
2020-05-07,1039460000000.0,23010603545.0
2020-05-08,1040950000000.0,23429882146.0
