,SH_510050SKEW
2019-12-02,98.9369
2019-12-03,100.6557
2019-12-04,98.9699
2019-12-05,100.0245
2019-12-06,99.8324
2019-12-09,98.0844
2019-12-10,98.9021
2019-12-11,99.9258
2019-12-12,99.2468
2019-12-13,100.2726
2019-12-16,99.232
2019-12-17,102.3988
2019-12-18,101.3985
2019-12-19,99.8357
2019-12-20,99.6654
2019-12-23,98.6737
2019-12-24,99.1303
2019-12-25,97.3316
2019-12-26,98.3729
2019-12-27,98.9518
2019-12-30,97.1246
2019-12-31,95.9639
2020-01-02,98.0584
2020-01-03,96.7058
2020-01-06,94.4719
2020-01-07,96.2822
2020-01-08,98.9374
2020-01-09,95.1406
2020-01-10,95.1467
2020-01-13,96.7343
2020-01-14,97.1119
2020-01-15,90.5563
2020-01-16,93.8462
2020-01-17,94.4354
2020-01-20,96.3436
2020-01-21,96.5322
2020-01-22,96.2656
2020-01-23,92.4062
2020-02-03,92.4062
2020-02-04,98.8398
2020-02-05,100.4689
2020-02-06,100.8635
2020-02-07,101.4776
2020-02-10,99.6305
2020-02-11,100.8632
2020-02-12,101.534
2020-02-13,102.04
2020-02-14,102.4902
2020-02-17,102.61
2020-02-18,101.973
2020-02-19,102.9289
2020-02-20,103.9122
2020-02-21,101.1069
2020-02-24,100.1687
2020-02-25,101.7081
2020-02-26,103.3352
2020-02-27,101.6429
2020-02-28,100.7598
2020-03-02,102.7434
2020-03-03,102.4954
2020-03-04,103.226
2020-03-05,103.8975
2020-03-06,102.0619
2020-03-09,101.0375
2020-03-10,100.9529
2020-03-11,100.0041
2020-03-12,98.6846
2020-03-13,97.0625
2020-03-16,87.8407
2020-03-17,92.6204
2020-03-18,88.2233
2020-03-19,90.8262
2020-03-20,96.7082
2020-03-23,93.7796
2020-03-24,97.3813
2020-03-25,99.4951
2020-03-26,99.7058
2020-03-27,100.5507
2020-03-30,100.7617
2020-03-31,99.8981
2020-04-01,100.7154
2020-04-02,101.5023
2020-04-03,101.8641
2020-04-07,103.2039
2020-04-08,102.4964
2020-04-09,102.5563
2020-04-10,103.1921
2020-04-13,102.6386
2020-04-14,103.3326
2020-04-15,103.797
2020-04-16,106.1835
2020-04-17,107.2043
2020-04-20,105.8227
2020-04-21,104.264
2020-04-22,105.3233
2020-04-23,104.5855
2020-04-24,104.6659
2020-04-27,105.5805
2020-04-28,107.1162
2020-04-29,106.7905
2020-04-30,103.8661
2020-05-06,102.3213
2020-05-07,104.1377
2020-05-08,104.1857
2020-05-11,104.6249
2020-05-12,104.002
2020-05-13,103.688
2020-05-14,103.9842
2020-05-15,103.1677
2020-05-18,104.3638
2020-05-19,104.5098
2020-05-20,105.7318
2020-05-21,105.1784
2020-05-22,104.2912
2020-05-25,105.4804
2020-05-26,105.6933
2020-05-27,106.1412
2020-05-28,104.6803
2020-05-29,104.9758
2020-06-01,105.5341
2020-06-02,105.6892
2020-06-03,104.7235
2020-06-04,104.3765
2020-06-05,104.138
2020-06-08,104.6393
2020-06-09,105.1746
2020-06-10,104.5551
2020-06-11,105.4655
2020-06-12,106.6185
2020-06-15,103.7597
2020-06-16,104.3488
2020-06-17,104.2546
2020-06-18,103.7862
2020-06-19,103.382
2020-06-22,102.3943
2020-06-23,103.2924
2020-06-24,106.1497
2020-06-29,103.8119
2020-06-30,102.9126
2020-07-01,104.9828
2020-07-02,102.55
2020-07-03,101.5928
2020-07-06,101.5928
2020-07-07,103.9059
2020-07-08,100.3842
2020-07-09,101.1667
2020-07-10,100.1037
2020-07-13,100.3086
2020-07-14,100.8855
2020-07-15,99.4423
2020-07-16,95.4141
2020-07-17,97.5196
2020-07-20,97.2686
2020-07-21,98.7894
2020-07-22,99.16
2020-07-23,99.8064
2020-07-24,98.9243
2020-07-27,99.3222
2020-07-28,98.9809
2020-07-29,99.1465
2020-07-30,100.0727
2020-07-31,99.6495
2020-08-03,100.4076
2020-08-04,101.4333
2020-08-05,101.4629
2020-08-06,101.3423
2020-08-07,102.1926
2020-08-10,102.5981
2020-08-11,102.7399
2020-08-12,102.7506
2020-08-13,102.6813
2020-08-14,103.3531
2020-08-17,102.9492
2020-08-18,104.166
2020-08-19,104.5776
2020-08-20,105.0821
2020-08-21,105.2487
2020-08-24,104.2122
2020-08-25,104.2452
2020-08-26,105.1386
2020-08-27,103.3147
2020-08-28,104.0369
2020-08-31,103.2615
2020-09-01,102.0587
2020-09-02,102.448
2020-09-03,102.7402
2020-09-04,102.5489
2020-09-07,101.3093
2020-09-08,101.119
2020-09-09,100.0505
2020-09-10,101.3526
2020-09-11,101.7089
2020-09-14,104.3172
2020-09-15,102.5875
2020-09-16,105.8751
2020-09-17,98.6988
2020-09-18,98.4077
2020-09-21,98.7465
2020-09-22,98.7352
2020-09-23,98.132
2020-09-24,97.3007
2020-09-25,97.7961
2020-09-28,98.5378
2020-09-29,98.298
2020-09-30,97.9109
2020-10-09,99.9941
2020-10-12,100.7962
2020-10-13,100.1858
2020-10-14,100.4088
2020-10-15,100.6719
2020-10-16,100.679
2020-10-19,99.8254
2020-10-20,100.0967
2020-10-21,101.5024
2020-10-22,101.1122
2020-10-23,100.2785
2020-10-26,99.6886
2020-10-27,100.6285
2020-10-28,99.5402
2020-10-29,100.3887
2020-10-30,102.1364
2020-11-02,100.8056
2020-11-03,100.0327
2020-11-04,100.6479
2020-11-05,101.1613
2020-11-06,101.0437
2020-11-09,99.9971
2020-11-10,100.5194
2020-11-11,101.5111
2020-11-12,103.1821
2020-11-13,100.8744
2020-11-16,102.8178
2020-11-17,103.4459
2020-11-18,103.9257
2020-11-19,103.8285
2020-11-20,104.1795
2020-11-23,104.9207
2020-11-24,103.2395
2020-11-25,102.9858
2020-11-26,103.5392
2020-11-27,104.1357
2020-11-30,98.695
2020-12-01,98.7309
2020-12-02,96.5192
2020-12-03,97.0395
2020-12-04,96.2408
2020-12-07,98.1316
2020-12-08,97.1825
2020-12-09,96.8014
2020-12-10,96.4898
2020-12-11,98.7605
2020-12-14,97.2685
2020-12-15,98.8367
2020-12-16,99.9662
2020-12-17,98.8856
2020-12-18,99.7892
2020-12-21,100.0072
2020-12-22,98.9893
2020-12-23,100.2383
2020-12-24,99.431
2020-12-25,100.2313
2020-12-28,100.2367
2020-12-29,99.8257
2020-12-30,98.9938
2020-12-31,99.9269
2021-01-04,100.473
2021-01-05,101.0332
2021-01-06,101.5205
2021-01-07,102.6468
2021-01-08,100.7573
2021-01-11,102.3948
2021-01-12,104.05
2021-01-13,102.0479
2021-01-14,101.1306
2021-01-15,101.4644
2021-01-18,102.9468
2021-01-19,103.0217
2021-01-20,103.3332
2021-01-21,101.4264
2021-01-22,101.628
2021-01-25,102.7486
2021-01-26,102.7613
2021-01-27,102.5012
2021-01-28,102.4488
2021-01-29,101.2398
2021-02-01,103.0665
2021-02-02,103.2052
2021-02-03,104.9421
2021-02-04,105.1592
2021-02-05,105.4857
2021-02-08,105.3218
2021-02-09,107.2095
2021-02-10,109.3346
2021-02-18,107.0672
2021-02-19,106.3465
2021-02-22,105.6204
2021-02-23,105.4532
2021-02-24,103.2699
2021-02-25,105.0459
2021-02-26,102.1666
2021-03-01,102.4259
2021-03-02,101.5579
2021-03-03,101.692
2021-03-04,99.9079
2021-03-05,100.2378
2021-03-08,98.4541
2021-03-09,97.9001
2021-03-10,99.6523
2021-03-11,100.1899
2021-03-12,100.8681
2021-03-15,99.8589
2021-03-16,100.2331
2021-03-17,99.7698
2021-03-18,101.7345
2021-03-19,100.7448
2021-03-22,101.7082
2021-03-23,102.1063
2021-03-24,99.8265
2021-03-25,98.8022
2021-03-26,100.1778
2021-03-29,100.6499
2021-03-30,102.7549
2021-03-31,101.1717
2021-04-01,100.3916
2021-04-02,101.3922
2021-04-06,99.7606
2021-04-07,101.0381
2021-04-08,101.4499
2021-04-09,101.2835
2021-04-12,99.7921
2021-04-13,99.9431
2021-04-14,98.9544
2021-04-15,100.1967
2021-04-16,101.4941
2021-04-19,100.8626
2021-04-20,101.3381
2021-04-21,101.5554
2021-04-22,101.1365
2021-04-23,102.5974
2021-04-26,100.9092
2021-04-27,101.4283
2021-04-28,102.2216
2021-04-29,102.5365
2021-04-30,102.2395
2021-05-06,100.4387
2021-05-07,99.3865
2021-05-10,98.3252
2021-05-11,99.361
2021-05-12,100.0435
2021-05-13,99.0676
2021-05-14,98.5402
2021-05-17,99.0644
2021-05-18,99.3487
2021-05-19,98.693
2021-05-20,98.5
2021-05-21,98.3082
2021-05-24,98.5828
2021-05-25,98.2373
2021-05-26,97.6914
2021-05-27,97.8374
2021-05-28,97.8979
2021-05-31,96.7699
2021-06-01,97.6744
2021-06-02,97.7907
2021-06-03,97.0532
2021-06-04,96.6463
2021-06-07,95.9067
2021-06-08,95.3986
2021-06-09,95.7149
2021-06-10,96.7893
2021-06-11,95.2142
2021-06-15,97.148
2021-06-16,96.7357
2021-06-17,99.6935
2021-06-18,99.0733
2021-06-21,98.9233
2021-06-22,99.9541
2021-06-23,99.6707
2021-06-24,98.4101
2021-06-25,95.3506
2021-06-28,96.2039
2021-06-29,97.351
2021-06-30,96.6114
2021-07-01,98.5623
2021-07-02,100.6927
2021-07-05,100.6471
2021-07-06,100.1654
2021-07-07,97.9241
2021-07-08,100.3954
2021-07-09,98.797
2021-07-12,98.3262
2021-07-13,99.5561
2021-07-14,97.5002
2021-07-15,99.9395
2021-07-16,99.2532
2021-07-19,99.8326
2021-07-20,100.4886
2021-07-21,101.4471
2021-07-22,102.7121
2021-07-23,101.0898
2021-07-26,98.4345
2021-07-27,94.6855
2021-07-28,98.3742
2021-07-29,99.0905
2021-07-30,96.2065
2021-08-02,98.6056
2021-08-03,97.3429
2021-08-04,97.4791
2021-08-05,98.6422
2021-08-06,97.9195
2021-08-09,95.5977
2021-08-10,98.4654
2021-08-11,96.4645
2021-08-12,95.5777
2021-08-13,95.3867
2021-08-16,95.6312
2021-08-17,95.0543
2021-08-18,96.0691
2021-08-19,93.1059
2021-08-20,93.2613
2021-08-23,96.5562
2021-08-24,95.6778
2021-08-25,95.564
2021-08-26,96.6149
2021-08-27,96.3081
2021-08-30,98.0253
2021-08-31,96.7067
2021-09-01,96.1984
2021-09-02,96.6134
2021-09-03,97.5205
2021-09-06,98.8083
2021-09-07,100.3118
2021-09-08,97.5481
2021-09-09,99.4974
2021-09-10,99.2611
2021-09-13,98.6445
2021-09-14,99.8205
2021-09-15,97.0387
2021-09-16,100.4651
2021-09-17,101.8378
2021-09-22,99.8281
2021-09-23,99.8562
2021-09-24,100.7793
2021-09-27,104.1495
2021-09-28,102.0896
2021-09-29,102.5369
2021-09-30,103.2559
2021-10-08,102.8809
2021-10-11,103.5392
2021-10-12,102.7908
2021-10-13,104.0929
2021-10-14,102.4777
2021-10-15,104.7023
2021-10-18,101.4128
2021-10-19,101.7847
2021-10-20,101.8946
2021-10-21,102.495
2021-10-22,101.4596
2021-10-25,100.7691
2021-10-26,102.3321
2021-10-27,100.507
2021-10-28,100.9089
2021-10-29,101.4649
2021-11-01,100.0377
2021-11-02,100.904
2021-11-03,100.245
2021-11-04,101.0183
2021-11-05,99.0844
2021-11-08,99.9956
2021-11-09,99.1127
2021-11-10,98.6303
2021-11-11,98.6443
2021-11-12,98.0152
2021-11-15,98.1962
2021-11-16,98.9414
2021-11-17,98.9943
2021-11-18,98.4258
2021-11-19,97.147
2021-11-22,96.8218
2021-11-23,97.1628
2021-11-24,98.5304
2021-11-25,97.9681
2021-11-26,99.3668
2021-11-29,100.9795
2021-11-30,99.5061
2021-12-01,99.3958
2021-12-02,100.1099
2021-12-03,101.4295
2021-12-06,102.3134
2021-12-07,99.3621
2021-12-08,99.5821
2021-12-09,98.8965
2021-12-10,97.3183
2021-12-13,98.0201
2021-12-14,100.9296
2021-12-15,99.2801
2021-12-16,97.8309
2021-12-17,98.4177
2021-12-20,99.6626
2021-12-21,98.4973
2021-12-22,98.6244
2021-12-23,97.9878
2021-12-24,98.5304
2021-12-27,98.0966
2021-12-28,97.4068
2021-12-29,99.7555
2021-12-30,96.8189
2021-12-31,96.0461
2022-01-04,96.7405
2022-01-05,98.5045
2022-01-06,98.1356
2022-01-07,98.5254
2022-01-10,98.2627
2022-01-11,98.2162
2022-01-12,99.3176
2022-01-13,97.3645
2022-01-14,97.4406
2022-01-17,99.4955
2022-01-18,97.7087
2022-01-19,98.9202
2022-01-20,101.015
2022-01-21,101.5923
2022-01-24,101.2391
2022-01-25,100.3244
2022-01-26,99.9426
2022-01-27,99.8336
2022-01-28,96.6855
2022-02-07,98.4222
2022-02-08,98.4864
2022-02-09,99.2939
2022-02-10,100.2473
2022-02-11,100.0236
2022-02-14,99.0313
2022-02-15,100.09
2022-02-16,100.1441
2022-02-17,100.6528
2022-02-18,98.0215
2022-02-21,98.9859
2022-02-22,99.6302
2022-02-23,99.0758
2022-02-24,99.4233
2022-02-25,99.4209
2022-02-28,99.693
2022-03-01,101.2136
2022-03-02,99.9621
2022-03-03,99.9109
2022-03-04,98.1144
2022-03-07,95.9092
2022-03-08,95.3076
2022-03-09,96.2542
2022-03-10,97.8167
2022-03-11,97.905
2022-03-14,94.2368
2022-03-15,94.2368
2022-03-16,100.453
2022-03-17,103.2913
2022-03-18,103.4911
2022-03-21,101.8037
2022-03-22,102.9286
2022-03-23,102.3239
2022-03-24,102.8475
2022-03-25,104.488
2022-03-28,104.1206
2022-03-29,103.6624
2022-03-30,103.3021
2022-03-31,103.9346
2022-04-01,105.4911
2022-04-06,103.3671
2022-04-07,104.034
2022-04-08,104.3469
2022-04-11,102.4404
2022-04-12,103.3547
2022-04-13,103.8074
2022-04-14,104.0358
2022-04-15,103.4465
2022-04-18,102.5039
2022-04-19,101.2637
2022-04-20,100.2728
2022-04-21,99.0948
2022-04-22,100.4218
2022-04-25,100.4218
2022-04-26,99.7195
2022-04-27,102.3639
2022-04-28,104.7558
2022-04-29,104.3139
2022-05-05,102.6192
2022-05-06,101.4414
2022-05-09,99.8818
2022-05-10,100.2051
2022-05-11,100.2562
2022-05-12,99.8313
2022-05-13,100.9507
2022-05-16,99.5321
2022-05-17,100.4069
2022-05-18,100.7749
2022-05-19,101.0121
2022-05-20,100.6599
2022-05-23,99.5163
2022-05-24,100.1585
2022-05-25,98.9134
2022-05-26,99.3492
2022-05-27,99.5653
2022-05-30,100.5443
2022-05-31,101.8051
2022-06-01,100.7227
2022-06-02,101.4296
2022-06-06,101.8973
2022-06-07,101.7965
2022-06-08,101.2647
2022-06-09,101.6023
2022-06-10,100.52
2022-06-13,99.8827
2022-06-14,99.2009
2022-06-15,100.3132
2022-06-16,100.1614
2022-06-17,101.2473
2022-06-20,99.3257
2022-06-21,100.4499
2022-06-22,100.0518
2022-06-23,99.4307
2022-06-24,101.3745
2022-06-27,100.7987
2022-06-28,100.9757
2022-06-29,101.825
2022-06-30,101.2777
2022-07-01,99.4943
2022-07-04,99.0808
2022-07-05,100.0459
2022-07-06,100.4451
2022-07-07,100.7929
2022-07-08,101.2147
2022-07-11,99.6411
2022-07-12,99.302
2022-07-13,98.7856
2022-07-14,98.0165
2022-07-15,96.1138
2022-07-18,99.1632
2022-07-19,99.3282
2022-07-20,99.7283
2022-07-21,98.1928
2022-07-22,99.2996
2022-07-25,99.1892
2022-07-26,98.1958
2022-07-27,97.7028
2022-07-28,98.0246
2022-07-29,97.8334
2022-08-01,98.1344
2022-08-02,99.1844
2022-08-03,100.5595
2022-08-04,100.3458
2022-08-05,99.653
2022-08-08,99.3886
2022-08-09,98.9995
2022-08-10,99.3079
2022-08-11,96.9196
2022-08-12,97.6833
2022-08-15,98.4273
2022-08-16,97.7252
2022-08-17,95.9201
2022-08-18,98.6367
2022-08-19,99.9263
2022-08-22,99.3265
2022-08-23,99.4398
2022-08-24,100.9073
2022-08-25,100.8719
2022-08-26,100.0472
2022-08-29,100.9191
2022-08-30,100.3158
2022-08-31,100.3966
2022-09-01,100.5413
2022-09-02,100.6573
2022-09-05,100.8265
2022-09-06,100.3346
2022-09-07,100.5364
2022-09-08,99.5294
2022-09-09,100.9548
2022-09-13,101.4629
2022-09-14,101.3702
2022-09-15,101.8557
2022-09-16,100.2439
2022-09-19,101.197
2022-09-20,101.9152
2022-09-21,100.2984
2022-09-22,100.2539
2022-09-23,102.0632
2022-09-26,101.5351
2022-09-27,101.6898
2022-09-28,100.8933
2022-09-29,100.9772
2022-09-30,101.0488
2022-10-10,98.578
2022-10-11,99.5758
2022-10-12,99.2881
2022-10-13,98.9729
2022-10-14,102.3714
2022-10-17,102.8819
2022-10-18,102.5903
2022-10-19,100.8592
2022-10-20,100.942
2022-10-21,99.7456
2022-10-24,93.1043
2022-10-25,98.8283
2022-10-26,99.2522
2022-10-27,98.8149
2022-10-28,98.7253
2022-10-31,97.7348
2022-11-01,101.2872
2022-11-02,101.6967
2022-11-03,99.809
2022-11-04,100.2199
2022-11-07,99.2675
2022-11-08,98.55
2022-11-09,97.7265
2022-11-10,97.901
2022-11-11,99.6649
2022-11-14,99.4773
2022-11-15,99.7013
2022-11-16,99.1421
2022-11-17,96.5531
2022-11-18,96.7293
2022-11-21,98.7257
2022-11-22,99.0453
2022-11-23,98.7802
2022-11-24,97.6111
2022-11-25,98.7335
2022-11-28,100.6688
2022-11-29,99.1641
2022-11-30,99.8006
2022-12-01,101.9779
2022-12-02,99.7543
2022-12-05,101.8481
2022-12-06,101.1972
2022-12-07,100.8264
2022-12-08,101.0112
2022-12-09,102.8768
2022-12-12,101.275
2022-12-13,102.025
2022-12-14,102.8509
2022-12-15,102.0571
2022-12-16,102.576
2022-12-19,101.3731
2022-12-20,99.9682
2022-12-21,101.3745
2022-12-22,101.866
2022-12-23,101.8529
2022-12-26,100.1492
2022-12-27,101.2305
2022-12-28,103.0873
2022-12-29,102.2108
2022-12-30,102.2104
2023-01-03,101.7121
2023-01-04,102.4635
2023-01-05,104.6627
2023-01-06,104.0849
2023-01-09,104.026
2023-01-10,103.6483
2023-01-11,103.8458
2023-01-12,104.0804
2023-01-13,105.2774
2023-01-16,105.1489
2023-01-17,100.366
2023-01-18,100.1961
2023-01-19,99.2463
2023-01-20,100.1208
2023-01-30,101.7344
2023-01-31,99.8332
2023-02-01,99.0739
2023-02-02,99.3733
2023-02-03,99.1423
2023-02-06,99.4605
2023-02-07,100.1132
2023-02-08,100.3678
2023-02-09,99.6634
2023-02-10,99.6999
2023-02-13,100.564
2023-02-14,101.4022
2023-02-15,101.5855
2023-02-16,101.1658
2023-02-17,101.3854
2023-02-20,99.9786
2023-02-21,101.1215
2023-02-22,99.8899
2023-02-23,100.1618
2023-02-24,100.5427
2023-02-27,100.2829
2023-02-28,100.0984
2023-03-01,100.1016
2023-03-02,100.4379
2023-03-03,100.9583
2023-03-06,100.2826
2023-03-07,99.7009
2023-03-08,98.8411
2023-03-09,97.7605
2023-03-10,97.0856
2023-03-13,100.0063
2023-03-14,100.1335
2023-03-15,100.2747
2023-03-16,99.723
2023-03-17,99.5098
2023-03-20,98.898
2023-03-21,101.7882
2023-03-22,101.8889
2023-03-23,101.3779
2023-03-24,101.5645
2023-03-27,100.3209
2023-03-28,100.7699
2023-03-29,99.543
2023-03-30,100.7145
2023-03-31,100.6403
2023-04-03,100.8702
2023-04-04,101.012
2023-04-06,100.22
2023-04-07,101.0266
2023-04-10,101.0675
2023-04-11,100.9912
2023-04-12,100.7628
2023-04-13,99.8687
2023-04-14,100.5212
2023-04-17,102.0679
2023-04-18,101.8336
2023-04-19,100.8683
2023-04-20,100.7752
2023-04-21,100.4978
2023-04-24,99.4858
2023-04-25,100.2075
2023-04-26,100.0111
2023-04-27,101.3305
2023-04-28,101.1618
2023-05-04,101.8697
2023-05-05,101.6215
2023-05-08,101.6366
2023-05-09,101.0931
2023-05-10,99.2387
2023-05-11,100.525
2023-05-12,98.5575
2023-05-15,97.9179
2023-05-16,97.9258
2023-05-17,99.014
2023-05-18,99.3555
2023-05-19,99.4648
2023-05-22,99.5343
2023-05-23,98.4685
2023-05-24,97.3719
2023-05-25,96.2537
2023-05-26,96.8722
2023-05-29,96.955
2023-05-30,95.2203
2023-05-31,95.4099
2023-06-01,96.624
2023-06-02,96.9381
2023-06-05,97.354
2023-06-06,97.7109
2023-06-07,97.2688
2023-06-08,98.5828
2023-06-09,98.7408
2023-06-12,99.3715
2023-06-13,100.2008
2023-06-14,100.0246
2023-06-15,100.6468
2023-06-16,100.939
2023-06-19,100.2545
2023-06-20,99.2329
2023-06-21,100.6158
2023-06-26,100.1167
2023-06-27,100.4509
2023-06-28,100.7621
2023-06-29,99.365
2023-06-30,99.1655
2023-07-03,100.0086
2023-07-04,99.1368
2023-07-05,99.5969
2023-07-06,99.5911
2023-07-07,99.0043
2023-07-10,99.5605
2023-07-11,100.0569
2023-07-12,101.5957
2023-07-13,102.7028
2023-07-14,103.1617
2023-07-17,101.2142
2023-07-18,100.7873
2023-07-19,101.3171
2023-07-20,101.5554
2023-07-21,101.6497
2023-07-24,101.5769
2023-07-25,102.5082
2023-07-26,100.4556
2023-07-27,101.7209
2023-07-28,102.7663
2023-07-31,99.056
2023-08-01,98.5503
2023-08-02,97.4306
2023-08-03,97.2349
2023-08-04,97.1614
2023-08-07,97.3276
2023-08-08,97.2587
2023-08-09,97.0114
2023-08-10,96.7136
2023-08-11,96.5147
2023-08-14,95.9502
2023-08-15,95.5209
2023-08-16,96.0962
2023-08-17,96.2491
2023-08-18,95.6853
2023-08-21,96.2762
2023-08-22,95.9196
2023-08-23,95.2699
2023-08-24,94.6803
2023-08-25,95.9242
2023-08-28,97.0152
2023-08-29,95.1441
2023-08-30,96.3125
2023-08-31,96.416
2023-09-01,96.4772
2023-09-04,98.585
2023-09-05,97.6942
2023-09-06,98.341
2023-09-07,99.6378
2023-09-08,98.4402
2023-09-11,98.7371
2023-09-12,99.0429
2023-09-13,98.7592
2023-09-14,99.5692
2023-09-15,98.9413
2023-09-18,100.736
2023-09-19,100.9654
2023-09-20,100.8216
2023-09-21,100.7094
2023-09-22,101.9628
2023-09-25,100.9354
2023-09-26,100.2076
2023-09-27,99.5832
2023-09-28,98.3198
2023-10-09,97.8773
2023-10-10,98.0874
2023-10-11,99.2996
2023-10-12,98.4108
2023-10-13,99.1258
2023-10-16,98.1656
2023-10-17,98.4955
2023-10-18,98.2094
2023-10-19,95.8591
2023-10-20,98.2158
2023-10-23,97.5496
2023-10-24,97.9605
2023-10-25,98.9914
2023-10-26,97.1525
2023-10-27,98.1371
2023-10-30,97.1186
2023-10-31,97.0706
2023-11-01,98.0121
2023-11-02,97.9504
2023-11-03,98.4502
2023-11-06,96.7121
2023-11-07,96.73
2023-11-08,97.2635
2023-11-09,97.349
2023-11-10,96.734
2023-11-13,95.9756
2023-11-14,95.8619
2023-11-15,97.0305
2023-11-16,97.6099
2023-11-17,96.7893
2023-11-20,96.023
2023-11-21,97.5865
2023-11-22,96.2052
2023-11-23,94.8187
2023-11-24,96.1272
2023-11-27,98.1358
2023-11-28,98.5165
2023-11-29,98.1275
2023-11-30,97.4341
2023-12-01,96.6054
2023-12-04,96.9416
2023-12-05,98.2497
2023-12-06,99.0846
2023-12-07,98.1715
2023-12-08,98.473
2023-12-11,96.4206
2023-12-12,96.9961
2023-12-13,96.9635
2023-12-14,97.5962
2023-12-15,96.8295
2023-12-18,98.0771
2023-12-19,97.7851
2023-12-20,97.7958
2023-12-21,99.4604
2023-12-22,99.1344
2023-12-25,100.1461
2023-12-26,100.4856
2023-12-27,100.8854
2023-12-28,100.2083
2023-12-29,99.7311
2024-01-02,98.7896
2024-01-03,98.5497
2024-01-04,99.6108
2024-01-05,100.5142
2024-01-08,100.0007
2024-01-09,100.5547
2024-01-10,100.7471
2024-01-11,99.6293
2024-01-12,100.9883
2024-01-15,100.5421
2024-01-16,99.6564
2024-01-17,98.0245
2024-01-18,102.7458
2024-01-19,102.769
2024-01-22,100.5181
2024-01-23,102.4812
2024-01-24,102.367
2024-01-25,105.2186
2024-01-26,104.8342
2024-01-29,103.674
2024-01-30,103.4723
2024-01-31,103.1331
2024-02-01,102.3439
2024-02-02,101.2908
2024-02-05,102.4465
2024-02-06,102.4465
2024-02-07,102.4465
2024-02-08,103.4435
2024-02-19,101.6436
2024-02-20,102.351
2024-02-21,101.9315
2024-02-22,103.5393
2024-02-23,102.8895
2024-02-26,100.3749
2024-02-27,101.1829
2024-02-28,100.781
2024-02-29,102.0233
2024-03-01,102.2227
2024-03-04,101.6579
2024-03-05,103.2495
2024-03-06,101.8218
2024-03-07,102.6395
2024-03-08,102.98
2024-03-11,102.1318
2024-03-12,102.1
2024-03-13,102.5072
2024-03-14,101.5032
2024-03-15,101.9447
2024-03-18,102.071
2024-03-19,101.0315
2024-03-20,101.0437
2024-03-21,100.1696
2024-03-22,99.8293
2024-03-25,100.835
2024-03-26,100.5056
2024-03-27,101.591
2024-03-28,100.4335
2024-03-29,100.7076
2024-04-01,101.2877
2024-04-02,100.7832
2024-04-03,101.8449
2024-04-08,100.9591
2024-04-09,99.7245
2024-04-10,100.2934
2024-04-11,100.2268
2024-04-12,100.033
2024-04-15,101.8169
2024-04-16,101.4528
2024-04-17,102.412
2024-04-18,101.1842
2024-04-19,101.912
2024-04-22,102.4331
2024-04-23,101.2017
2024-04-24,101.839
2024-04-25,101.5012
2024-04-26,100.0722
2024-04-29,101.0675
2024-04-30,100.8674
2024-05-06,101.3873
2024-05-07,101.9579
2024-05-08,102.6355
2024-05-09,99.9644
2024-05-10,101.243
2024-05-13,102.0219
2024-05-14,100.8312
2024-05-15,103.1035
2024-05-16,102.0643
2024-05-17,100.6603
2024-05-20,102.7547
2024-05-21,104.0901
2024-05-22,103.3667
2024-05-23,104.1866
2024-05-24,103.0609
2024-05-27,102.1259
2024-05-28,102.4276
2024-05-29,102.2465
2024-05-30,102.7871
2024-05-31,102.0594
2024-06-03,100.7554
2024-06-04,102.2183
2024-06-05,101.5141
2024-06-06,101.8105
2024-06-07,100.8519
2024-06-11,99.9881
2024-06-12,100.0721
2024-06-13,100.526
2024-06-14,99.4351
2024-06-17,98.3687
2024-06-18,99.431
2024-06-19,100.2161
2024-06-20,99.436
2024-06-21,98.8338
2024-06-24,99.7249
2024-06-25,99.4118
2024-06-26,98.463
2024-06-27,98.8524
2024-06-28,98.2328
2024-07-01,98.3865
2024-07-02,99.2447
2024-07-03,99.507
2024-07-04,98.7902
2024-07-05,98.1077
2024-07-08,101.2759
2024-07-09,98.8577
2024-07-10,98.7445
2024-07-11,100.8542
2024-07-12,99.0401
2024-07-15,100.5858
2024-07-16,101.3428
2024-07-17,103.0165
2024-07-18,100.6282
2024-07-19,103.4617
2024-07-22,102.3209
2024-07-23,100.6373
2024-07-24,101.9921
2024-07-25,101.1732
2024-07-26,99.6787
2024-07-29,99.4132
2024-07-30,99.4032
2024-07-31,98.8188
2024-08-01,98.3417
2024-08-02,98.8763
2024-08-05,102.306
2024-08-06,100.129
2024-08-07,99.0887
2024-08-08,98.3021
2024-08-09,99.5293
2024-08-12,99.4897
2024-08-13,98.5054
2024-08-14,97.1012
2024-08-15,98.3936
2024-08-16,98.2993
2024-08-19,100.4457
2024-08-20,99.8417
2024-08-21,98.615
2024-08-22,100.4318
2024-08-23,102.4429
2024-08-26,101.9804
2024-08-27,102.0521
2024-08-28,105.7426
2024-08-29,102.9095
2024-08-30,101.1735
2024-09-02,102.81
2024-09-03,101.087
2024-09-04,101.3048
2024-09-05,100.8358
2024-09-06,100.7981
2024-09-09,100.2126
2024-09-10,100.6618
2024-09-11,99.9246
2024-09-12,99.6826
2024-09-13,98.9154
2024-09-18,98.8168
2024-09-19,100.9847
2024-09-20,99.1461
2024-09-23,100.6797
2024-09-24,102.9609
2024-09-25,102.2586
2024-09-26,105.0255
2024-09-27,105.0255
2024-09-30,105.0255
2024-10-08,100.9411
