,H00905
2019-06-05,5347.1722
2019-06-06,5232.7937
2019-06-10,5284.9227
2019-06-11,5482.6314
2019-06-12,5441.2197
2019-06-13,5459.3611
2019-06-14,5370.9011
2019-06-17,5379.5987
2019-06-18,5373.7291
2019-06-19,5443.9906
2019-06-20,5553.6382
2019-06-21,5629.3842
2019-06-24,5633.0159
2019-06-25,5578.3174
2019-06-26,5567.3241
2019-06-27,5618.6507
2019-06-28,5557.2393
2019-07-01,5725.9475
2019-07-02,5708.2676
2019-07-03,5660.019
2019-07-04,5643.1907
2019-07-05,5665.2254
2019-07-08,5473.8734
2019-07-09,5486.8821
2019-07-10,5445.5245
2019-07-11,5447.1503
2019-07-12,5468.3407
2019-07-15,5540.8398
2019-07-16,5548.8222
2019-07-17,5546.0577
2019-07-18,5451.2172
2019-07-19,5490.9864
2019-07-22,5376.1738
2019-07-23,5429.7756
2019-07-24,5485.55
2019-07-25,5506.7158
2019-07-26,5514.2666
2019-07-29,5513.9679
2019-07-30,5543.2584
2019-07-31,5521.1834
2019-08-01,5484.6547
2019-08-02,5416.5583
2019-08-05,5351.3162
2019-08-06,5237.1027
2019-08-07,5210.1703
2019-08-08,5244.1349
2019-08-09,5181.8081
2019-08-12,5277.5075
2019-08-13,5247.531
2019-08-14,5276.2947
2019-08-15,5302.5526
2019-08-16,5320.8061
2019-08-19,5492.4786
2019-08-20,5489.9188
2019-08-21,5501.3156
2019-08-22,5507.1663
2019-08-23,5507.3372
2019-08-26,5471.1094
2019-08-27,5562.1654
2019-08-28,5553.3519
2019-08-29,5560.1021
2019-08-30,5506.3627
2019-09-02,5643.6155
2019-09-03,5684.0522
2019-09-04,5739.3646
2019-09-05,5790.2296
2019-09-06,5808.5215
2019-09-09,5931.1474
2019-09-10,5910.69
2019-09-11,5879.4341
2019-09-12,5907.9678
2019-09-16,5916.6769
2019-09-17,5792.8408
2019-09-18,5793.5034
2019-09-19,5850.5596
2019-09-20,5865.0023
2019-09-23,5827.8133
2019-09-24,5838.246
2019-09-25,5732.939
2019-09-26,5601.3433
2019-09-27,5641.2266
2019-09-30,5568.2809
2019-10-08,5569.2475
2019-10-09,5615.6708
2019-10-10,5687.3546
2019-10-11,5697.6748
2019-10-14,5782.8942
2019-10-15,5703.8581
2019-10-16,5678.3345
2019-10-17,5668.7527
2019-10-18,5592.0625
2019-10-21,5579.9223
2019-10-22,5641.3643
2019-10-23,5598.2225
2019-10-24,5588.1372
2019-10-25,5629.6409
2019-10-28,5730.9711
2019-10-29,5644.4565
2019-10-30,5577.0334
2019-10-31,5542.7361
2019-11-01,5593.382
2019-11-04,5622.1099
2019-11-05,5664.3408
2019-11-06,5607.3418
2019-11-07,5644.2829
2019-11-08,5623.121
2019-11-11,5496.7159999999985
2019-11-12,5502.8652
2019-11-13,5496.0212
2019-11-14,5537.239000000001
2019-11-15,5488.0105
2019-11-18,5515.0921
2019-11-19,5608.3299
2019-11-20,5575.8225
2019-11-21,5575.1947
2019-11-22,5528.2594
2019-11-25,5525.3502
2019-11-26,5503.549
2019-11-27,5528.4556
2019-11-28,5511.5494
2019-11-29,5517.9547
2019-12-02,5529.7677
2019-12-03,5553.4788
2019-12-04,5546.9557
2019-12-05,5599.8632
2019-12-06,5648.2327
2019-12-09,5664.1202
2019-12-10,5691.8287
2019-12-11,5667.2838
2019-12-12,5650.0616
2019-12-13,5719.5991
2019-12-16,5823.7096
2019-12-17,5902.7492
2019-12-18,5901.6922
2019-12-19,5909.147
2019-12-20,5844.8191
2019-12-23,5731.7266
2019-12-24,5819.5543
2019-12-25,5843.2611
2019-12-26,5883.8935
2019-12-27,5838.858
2019-12-30,5909.5952
2019-12-31,5938.5955
2020-01-02,6049.6134
2020-01-03,6065.9598
2020-01-06,6127.078
2020-01-07,6200.3447
2020-01-08,6114.6164
2020-01-09,6197.7557
2020-01-10,6178.2353
2020-01-13,6267.7475
2020-01-14,6248.249
2020-01-15,6234.3767
2020-01-16,6231.7172
2020-01-17,6211.8505
2020-01-20,6299.2109
2020-01-21,6227.517
2020-01-22,6285.6562
2020-01-23,6062.6949
2020-02-03,5536.3943
2020-02-04,5632.8668
2020-02-05,5776.5922
2020-02-06,5955.7653
2020-02-07,6005.5326
2020-02-10,6074.7507
2020-02-11,6044.1335
2020-02-12,6155.3702
2020-02-13,6102.2663
2020-02-14,6111.241
2020-02-17,6306.9905
2020-02-18,6381.8226
2020-02-19,6316.9407
2020-02-20,6433.566999999999
2020-02-21,6520.7345
2020-02-24,6612.541
2020-02-25,6648.9048
2020-02-26,6474.9191
2020-02-27,6486.5703
2020-02-28,6145.6113
2020-03-02,6376.8678
2020-03-03,6437.2996
2020-03-04,6444.6136
2020-03-05,6539.9987
2020-03-06,6497.9934
2020-03-09,6229.6306
2020-03-10,6397.9406
2020-03-11,6301.4602
2020-03-12,6193.6305
2020-03-13,6152.275
2020-03-16,5862.444
2020-03-17,5875.9135
2020-03-18,5771.5301
2020-03-19,5814.7667
2020-03-20,5884.0519
2020-03-23,5635.6121
2020-03-24,5745.1149
2020-03-25,5881.9581
2020-03-26,5824.1077
2020-03-27,5791.6711
2020-03-30,5667.828
2020-03-31,5683.5749
2020-04-01,5658.5081
2020-04-02,5802.7924
2020-04-03,5757.5143
2020-04-07,5937.9312
2020-04-08,5943.2559
2020-04-09,6000.3743
2020-04-10,5871.9094
2020-04-13,5827.5649
2020-04-14,5962.1922
2020-04-15,5939.8215
2020-04-16,5994.1843
2020-04-17,5995.8573
2020-04-20,6067.2546
2020-04-21,6024.5216
2020-04-22,6073.8358
2020-04-23,6040.2031
2020-04-24,5945.7619
2020-04-27,5936.9422
2020-04-28,5894.2351
2020-04-29,5894.0452
2020-04-30,6037.5056
2020-05-06,6147.4066
2020-05-07,6141.1321
2020-05-08,6211.0696
2020-05-11,6198.4843
2020-05-12,6216.9169
2020-05-13,6245.1606
2020-05-14,6189.8564
2020-05-15,6214.9856
2020-05-18,6183.6051
2020-05-19,6261.5723
2020-05-20,6196.9763
2020-05-21,6126.4296
2020-05-22,6016.6429
2020-05-25,6003.5787
2020-05-26,6121.5737
2020-05-27,6064.948
2020-05-28,6057.9763
2020-05-29,6111.7009
2020-06-01,6297.2871
2020-06-02,6294.4133
2020-06-03,6301.5152
2020-06-04,6307.3235
2020-06-05,6319.4302
2020-06-08,6308.5038
2020-06-09,6349.2701
2020-06-10,6355.6619999999975
2020-06-11,6328.7972
2020-06-12,6333.5439
2020-06-15,6333.3144
2020-06-16,6452.6465
2020-06-17,6498.2331
2020-06-18,6498.8578
2020-06-19,6562.7337
2020-06-22,6560.3988
2020-06-23,6584.1815
2020-06-24,6571.0367
2020-06-29,6543.7899
2020-06-30,6660.9406
2020-07-01,6681.2977
2020-07-02,6787.8034
2020-07-03,6875.6387
2020-07-06,7159.0886
2020-07-07,7251.7536
2020-07-08,7431.8415
2020-07-09,7612.3501
2020-07-10,7595.2776
2020-07-13,7849.3912
2020-07-14,7745.9389
2020-07-15,7554.5527
2020-07-16,7192.8816
2020-07-17,7222.4143
2020-07-20,7432.068
2020-07-21,7473.8812
2020-07-22,7539.219
2020-07-23,7540.2289
2020-07-24,7157.8273
2020-07-27,7175.1975
2020-07-28,7244.8872
2020-07-29,7440.6005
2020-07-30,7419.3516
2020-07-31,7497.3474
2020-08-03,7679.8212
2020-08-04,7631.8478
2020-08-05,7717.4622
2020-08-06,7714.7773
2020-08-07,7622.1567
2020-08-10,7663.9535
2020-08-11,7522.2635
2020-08-12,7439.9134
2020-08-13,7467.7421
2020-08-14,7549.1006
2020-08-17,7686.9896
2020-08-18,7738.3821
2020-08-19,7598.2593
2020-08-20,7515.6593
2020-08-21,7572.8986
2020-08-24,7624.7549
2020-08-25,7583.3928
2020-08-26,7438.9997
2020-08-27,7499.6475
2020-08-28,7627.9686
2020-08-31,7602.0035
2020-09-01,7649.9139
2020-09-02,7658.0056
2020-09-03,7594.9564
2020-09-04,7545.1667
2020-09-07,7385.8361
2020-09-08,7438.6016
2020-09-09,7238.1049
2020-09-10,7108.8886
2020-09-11,7195.9868
2020-09-14,7240.7628
2020-09-15,7282.5324
2020-09-16,7243.7198
2020-09-17,7258.7509
2020-09-18,7375.5480000000025
2020-09-21,7348.7517
2020-09-22,7249.2103
2020-09-23,7287.3467
2020-09-24,7119.6108
2020-09-25,7110.8109
2020-09-28,7044.2039
2020-09-29,7101.5536
2020-09-30,7060.2056
2020-10-09,7248.8576
2020-10-12,7457.7335
2020-10-13,7469.3886
2020-10-14,7420.3355
2020-10-15,7365.4286
2020-10-16,7329.675
2020-10-19,7249.4529
2020-10-20,7323.5568
2020-10-21,7240.2089
2020-10-22,7202.7968
2020-10-23,7084.3516
2020-10-26,7085.6233
2020-10-27,7093.563
2020-10-28,7121.6771
2020-10-29,7132.1609
2020-10-30,6968.2996
2020-11-02,7004.3703
2020-11-03,7116.853
2020-11-04,7108.1765
2020-11-05,7242.5157
2020-11-06,7184.6721
2020-11-09,7321.9689
2020-11-10,7266.5948
2020-11-11,7177.1121
2020-11-12,7200.9289
2020-11-13,7191.2319
2020-11-16,7282.9053
2020-11-17,7225.4045
2020-11-18,7230.0485
2020-11-19,7252.3807
2020-11-20,7323.5131
2020-11-23,7380.4602
2020-11-24,7383.0348
2020-11-25,7240.9279
2020-11-26,7222.6128
2020-11-27,7242.3477
2020-11-30,7207.3791
2020-12-01,7327.8696
2020-12-02,7337.4061
2020-12-03,7344.3931
2020-12-04,7371.593000000003
2020-12-07,7325.9223
2020-12-08,7324.7467
2020-12-09,7191.9836
2020-12-10,7206.6645
2020-12-11,7080.4715
2020-12-14,7137.0185
2020-12-15,7144.5038
2020-12-16,7110.1281
2020-12-17,7193.8999
2020-12-18,7174.5342
2020-12-21,7296.1798
2020-12-22,7126.8051
2020-12-23,7192.4206
2020-12-24,7075.6798
2020-12-25,7159.2318
2020-12-28,7120.4437
2020-12-29,7069.5537
2020-12-30,7148.6845
2020-12-31,7260.2796
2021-01-04,7392.1776
2021-01-05,7457.1104
2021-01-06,7443.8958
2021-01-07,7455.2685
2021-01-08,7477.4814
2021-01-11,7360.9476
2021-01-12,7461.098000000001
2021-01-13,7408.2855
2021-01-14,7343.2581
2021-01-15,7317.7338
2021-01-18,7428.2989
2021-01-19,7384.8648
2021-01-20,7452.999
2021-01-21,7552.3023
2021-01-22,7569.760999999998
2021-01-25,7578.3237
2021-01-26,7450.1965
2021-01-27,7477.794
2021-01-28,7314.9678
2021-01-29,7237.1423
2021-02-01,7290.9019
2021-02-02,7361.0449
2021-02-03,7297.8052
2021-02-04,7217.3575
2021-02-05,7115.9562
2021-02-08,7210.9417
2021-02-09,7364.5757
2021-02-10,7441.3068
2021-02-18,7543.2342
2021-02-19,7644.659000000002
2021-02-22,7591.7146
2021-02-23,7562.260999999998
2021-02-24,7453.8745
2021-02-25,7411.6416
2021-02-26,7257.9156
2021-03-01,7257.9156
2021-03-02,7336.5752
2021-03-03,7440.8342
2021-03-04,7301.4968
2021-03-05,7303.2129
2021-03-08,7135.6313
2021-03-09,6966.3691
2021-03-10,6914.1926
2021-03-11,7087.0706
2021-03-12,7096.8202
2021-03-15,7041.4953
2021-03-16,7065.8704
2021-03-17,7100.2175
2021-03-18,7155.5295
2021-03-19,7078.825
2021-03-22,7191.8399
2021-03-23,7093.155
2021-03-24,7005.7644
2021-03-25,7022.7165
2021-03-26,7130.3677
2021-03-29,7133.9587
2021-03-30,7162.9469
2021-03-31,7133.128000000002
2021-04-01,7198.8184
2021-04-02,7215.8599
2021-04-06,7234.6681
2021-04-07,7240.348000000001
2021-04-08,7250.9563
2021-04-09,7226.4166
2021-04-12,7102.2877
2021-04-13,7083.3091
2021-04-14,7160.3566
2021-04-15,7159.5009
2021-04-16,7231.6124
2021-04-19,7329.3367
2021-04-20,7333.1988
2021-04-21,7324.1553
2021-04-22,7352.9258
2021-04-23,7372.7311
2021-04-26,7349.7887
2021-04-27,7349.7887
2021-04-28,7404.0809
2021-04-29,7406.7545
2021-04-30,7401.5044
2021-05-06,7405.6594
2021-05-07,7354.5283
2021-05-10,7391.3705
2021-05-11,7369.3996
2021-05-12,7434.8380000000025
2021-05-13,7352.941999999999
2021-05-14,7452.6458
2021-05-17,7512.4637
2021-05-18,7537.9626
2021-05-19,7521.6551
2021-05-20,7483.1925
2021-05-21,7461.6143
2021-05-24,7481.2764
2021-05-25,7567.7035
2021-05-26,7579.0908
2021-05-27,7645.6459
2021-05-28,7627.7246
2021-05-31,7698.6759
2021-06-01,7713.2691
2021-06-02,7648.4056
2021-06-03,7634.8294
2021-06-04,7665.8809
2021-06-07,7698.7258
2021-06-08,7658.1085
2021-06-09,7669.4282
2021-06-10,7754.2101
2021-06-11,7710.3830000000025
2021-06-15,7639.3846
2021-06-16,7528.0914
2021-06-17,7589.4055
2021-06-18,7644.4886
2021-06-21,7701.9873
2021-06-22,7741.889
2021-06-23,7801.4397
2021-06-24,7762.4866
2021-06-25,7833.1734
2021-06-28,7852.5022
2021-06-29,7780.5224
2021-06-30,7831.1253
2021-07-01,7726.1239
2021-07-02,7658.9707
2021-07-05,7723.1259
2021-07-06,7722.8223
2021-07-07,7790.0789
2021-07-08,7775.6572
2021-07-09,7842.3456
2021-07-12,7958.2313
2021-07-13,8025.9248
2021-07-14,7955.8883
2021-07-15,7995.7826
2021-07-16,7991.5287
2021-07-19,7951.0601
2021-07-20,7965.8287
2021-07-21,8062.3304
2021-07-22,8111.0709
2021-07-23,8067.7652
2021-07-26,7932.0166
2021-07-27,7760.0794
2021-07-28,7648.4209
2021-07-29,7807.0925
2021-07-30,7817.5903
2021-08-02,7938.9008
2021-08-03,7874.2185
2021-08-04,8007.7615
2021-08-05,7985.3336
2021-08-06,8016.7451
2021-08-09,8063.7185
2021-08-10,8109.8956
2021-08-11,8172.6253
2021-08-12,8198.1133
2021-08-13,8191.4895
2021-08-16,8149.4279
2021-08-17,7966.8378
2021-08-18,8020.6909
2021-08-19,8027.9140000000025
2021-08-20,7996.6767
2021-08-23,8117.7229
2021-08-24,8194.469000000001
2021-08-25,8266.3766
2021-08-26,8227.2312
2021-08-27,8298.3234
2021-08-30,8352.3813
2021-08-31,8385.273000000001
2021-09-01,8313.3379
2021-09-02,8444.9861
2021-09-03,8412.2469
2021-09-06,8500.9157
2021-09-07,8666.792
2021-09-08,8718.9337
2021-09-09,8803.7759
2021-09-10,8792.4778
2021-09-13,8839.9477
2021-09-14,8733.4667
2021-09-15,8774.7153
2021-09-16,8606.7049
2021-09-17,8547.3338
2021-09-22,8614.4362
2021-09-23,8671.3151
2021-09-24,8529.7894
2021-09-27,8288.0218
2021-09-28,8321.1916
2021-09-29,8103.2843
2021-09-30,8211.2342
2021-10-08,8197.0488
2021-10-11,8196.045
2021-10-12,8036.2073
2021-10-13,8070.1966
2021-10-14,8101.1036
2021-10-15,8119.3984
2021-10-18,8170.4014
2021-10-19,8230.8285
2021-10-20,8228.998
2021-10-21,8205.2528
2021-10-22,8121.8084
2021-10-25,8211.878
2021-10-26,8210.0838
2021-10-27,8147.8805
2021-10-28,8034.2185
2021-10-29,8117.7045
2021-11-01,8161.9277
2021-11-02,8074.4724
2021-11-03,8112.335
2021-11-04,8177.0664
2021-11-05,8082.342
2021-11-08,8122.8743
2021-11-09,8186.2004
2021-11-10,8163.7487
2021-11-11,8163.7487
2021-11-12,8272.7339
2021-11-15,8205.2263
2021-11-16,8144.7996
2021-11-17,8212.5337
2021-11-18,8189.5859
2021-11-19,8288.0655
2021-11-22,8386.5504
2021-11-23,8395.8896
2021-11-24,8389.7991
2021-11-25,8365.5838
2021-11-26,8350.3298
2021-11-29,8352.6841
2021-11-30,8388.3731
2021-12-01,8411.5992
2021-12-02,8362.0411
2021-12-03,8445.2329
2021-12-06,8374.1479
2021-12-07,8335.2521
2021-12-08,8446.643
2021-12-09,8466.6837
2021-12-10,8466.6837
2021-12-13,8504.5194
2021-12-14,8471.0965
2021-12-15,8459.6757
2021-12-16,8536.8658
2021-12-17,8460.0244
2021-12-20,8322.8667
2021-12-21,8414.8098
2021-12-22,8446.3726
2021-12-23,8486.5395
2021-12-24,8418.9515
2021-12-27,8412.0043
2021-12-28,8427.4035
2021-12-29,8383.1506
2021-12-30,8456.2347
2021-12-31,8512.2657
2022-01-04,8506.5446
2022-01-05,8354.1194
2022-01-06,8362.546
2022-01-07,8299.7582
2022-01-10,8318.0045
2022-01-11,8252.9684
2022-01-12,8324.3448
2022-01-13,8209.6358
2022-01-14,8190.4139
2022-01-17,8279.1505
2022-01-18,8285.28
2022-01-19,8233.9286
2022-01-20,8162.2432
2022-01-21,8069.5145
2022-01-24,8072.5567
2022-01-25,7800.4092
2022-01-26,7845.0788
2022-01-27,7640.7442
2022-01-28,7611.3816
2022-02-07,7722.5152
2022-02-08,7798.3684
2022-02-09,7914.9992
2022-02-10,7912.059
2022-02-11,7801.6432
2022-02-14,7744.5883
2022-02-15,7819.2869999999975
2022-02-16,7832.8846
2022-02-17,7832.8846
2022-02-18,7905.7399
2022-02-21,7942.8582
2022-02-22,7847.6071
2022-02-23,7966.3506
2022-02-24,7824.6052
2022-02-25,7887.7069
2022-02-28,7926.8908
2022-03-01,7950.8759
2022-03-02,7952.2589
2022-03-03,7934.1131
2022-03-04,7869.6661
2022-03-07,7702.5953
2022-03-08,7437.1422
2022-03-09,7293.3941
2022-03-10,7419.8518
2022-03-11,7488.3103
2022-03-14,7314.1774
2022-03-15,6899.4061
2022-03-16,7120.6622
2022-03-17,7249.3431
2022-03-18,7324.1694
2022-03-21,7355.0826
2022-03-22,7354.1182
2022-03-23,7400.3746
2022-03-24,7337.9317
2022-03-25,7250.168000000002
2022-03-28,7267.5684
2022-03-29,7232.6235
2022-03-30,7376.9796
2022-03-31,7315.7772
2022-04-01,7361.5339
2022-04-06,7352.7509
2022-04-07,7196.2139
2022-04-08,7199.1355
2022-04-11,6974.4869
2022-04-12,7086.6971
2022-04-13,6991.892
2022-04-14,7087.0319
2022-04-15,7022.5512
2022-04-18,7026.5351
2022-04-19,7047.8084
2022-04-20,6891.3168
2022-04-21,6663.5381
2022-04-22,6642.0457
2022-04-25,6212.5072
2022-04-26,6055.8557
2022-04-27,6290.9865
2022-04-28,6270.1645
2022-04-29,6513.9255
2022-05-05,6582.0068
2022-05-06,6439.7669
2022-05-09,6492.9191
2022-05-10,6588.8667
2022-05-11,6645.3065
2022-05-12,6652.0688
2022-05-13,6716.5477
2022-05-16,6710.3551
2022-05-17,6740.8472
2022-05-18,6719.9128
2022-05-19,6769.5483
2022-05-20,6877.4482
2022-05-23,6920.6561
2022-05-24,6666.0598
2022-05-25,6782.3188
2022-05-26,6861.1184
2022-05-27,6852.3883
2022-05-30,6904.5754
2022-05-31,7003.0196
2022-06-01,7001.0703
2022-06-02,7070.9845
2022-06-06,7197.9469
2022-06-07,7198.1941
2022-06-08,7238.2674
2022-06-09,7139.0123
2022-06-10,7270.6261
2022-06-13,7264.1438
2022-06-14,7314.62
2022-06-15,7301.8723
2022-06-16,7308.2656
2022-06-17,7370.4751
2022-06-20,7389.0888
2022-06-21,7329.9742
2022-06-22,7216.5283
2022-06-23,7360.9992
2022-06-24,7442.4913
2022-06-27,7491.2758
2022-06-28,7601.8044
2022-06-29,7459.2974
2022-06-30,7554.0028
2022-07-01,7535.8585
2022-07-04,7635.0562
2022-07-05,7621.9958
2022-07-06,7515.424
2022-07-07,7559.5101
2022-07-08,7505.7008
2022-07-11,7406.6239
2022-07-12,7315.9762
2022-07-13,7351.4746
2022-07-14,7391.9118
2022-07-15,7272.8657
2022-07-18,7409.6566
2022-07-19,7438.2295
2022-07-20,7527.1928
2022-07-21,7455.191999999999
2022-07-22,7387.6059
2022-07-25,7319.4559
2022-07-26,7409.5749
2022-07-27,7438.4209
2022-07-28,7461.2409
2022-07-29,7397.9274
2022-08-01,7461.2157
2022-08-02,7253.6736
2022-08-03,7200.2224
2022-08-04,7241.0057
2022-08-05,7373.0123
2022-08-08,7435.5249
2022-08-09,7457.1691
2022-08-10,7434.3268
2022-08-11,7572.4089
2022-08-12,7551.107
2022-08-15,7576.9283
2022-08-16,7603.6574
2022-08-17,7636.9976
2022-08-18,7609.0785
2022-08-19,7518.5147
2022-08-22,7613.775
2022-08-23,7606.4566
2022-08-24,7392.5721
2022-08-25,7437.8531
2022-08-26,7409.5189
2022-08-29,7423.669
2022-08-30,7394.8765
2022-08-31,7241.8156
2022-09-01,7207.7261
2022-09-02,7234.3827
2022-09-05,7273.4628
2022-09-06,7401.6047
2022-09-07,7413.3616
2022-09-08,7379.2577
2022-09-09,7431.488
2022-09-13,7412.4678
2022-09-14,7353.1025
2022-09-15,7185.8432
2022-09-16,7005.4937
2022-09-19,6956.8402
2022-09-20,7009.9509
2022-09-21,7033.8207
2022-09-22,7018.8843
2022-09-23,6929.1366
2022-09-26,6831.1529
2022-09-27,6965.9769
2022-09-28,6788.984
2022-09-29,6791.9373
2022-09-30,6723.9007
2022-10-10,6631.7018
2022-10-11,6689.1208
2022-10-12,6849.0939
2022-10-13,6860.7221
2022-10-14,7029.116
2022-10-17,7078.7237
2022-10-18,7102.3494
2022-10-19,7028.2731
2022-10-20,7000.1957
2022-10-21,7009.6319
2022-10-24,6939.054
2022-10-25,6907.1387
2022-10-26,7026.9531
2022-10-27,7016.8366
2022-10-28,6803.9987
2022-10-31,6833.7823
2022-11-01,6991.5187
2022-11-02,7058.1944
2022-11-03,7056.9175
2022-11-04,7217.8375
2022-11-07,7227.1882
2022-11-08,7218.7713
2022-11-09,7202.9696
2022-11-10,7166.3317
2022-11-11,7223.9959
2022-11-14,7213.2772
2022-11-15,7339.044
2022-11-16,7300.8372
2022-11-17,7316.4745
2022-11-18,7286.8574
2022-11-21,7284.5759
2022-11-22,7208.8912
2022-11-23,7197.3637
2022-11-24,7202.6138
2022-11-25,7164.71
2022-11-28,7126.3733
2022-11-29,7254.4021
2022-11-30,7245.3694
2022-12-01,7280.6251
2022-12-02,7259.335
2022-12-05,7314.7824
2022-12-06,7310.2242
2022-12-07,7301.6957
2022-12-08,7280.8385
2022-12-09,7287.9206
2022-12-12,7243.7955
2022-12-13,7204.7828
2022-12-14,7175.0349
2022-12-15,7181.4998
2022-12-16,7147.35
2022-12-19,6986.8309
2022-12-20,6918.0466
2022-12-21,6880.1536
2022-12-22,6801.5586
2022-12-23,6783.2814
2022-12-26,6877.3327
2022-12-27,6927.2441
2022-12-28,6899.5083
2022-12-29,6894.6371
2022-12-30,6902.9529
2023-01-03,7010.5735
2023-01-04,7006.5206
2023-01-05,7074.8035
2023-01-06,7077.5709
2023-01-09,7109.5923
2023-01-10,7119.3356
2023-01-11,7079.1498
2023-01-12,7080.4806
2023-01-13,7130.3924
2023-01-16,7211.0072
2023-01-17,7218.6134
2023-01-18,7240.762
2023-01-19,7302.9948
2023-01-20,7358.4443
2023-01-30,7395.9855
2023-01-31,7402.8394
2023-02-01,7493.1864
2023-02-02,7498.1724
2023-02-03,7467.0328
2023-02-06,7418.3591
2023-02-07,7435.9009
2023-02-08,7378.2688
2023-02-09,7479.8347
2023-02-10,7455.9281
2023-02-13,7514.2829
2023-02-14,7530.0401
2023-02-15,7514.895
2023-02-16,7403.2262
2023-02-17,7341.9316
2023-02-20,7469.8363
2023-02-21,7513.8084
2023-02-22,7503.9723
2023-02-23,7486.6125
2023-02-24,7463.6869
2023-02-27,7424.0924
2023-02-28,7483.3344
2023-03-01,7535.839
2023-03-02,7512.4047
2023-03-03,7521.922
2023-03-06,7527.6914
2023-03-07,7397.1289
2023-03-08,7417.3948
2023-03-09,7399.0752
2023-03-10,7303.669
2023-03-13,7350.8746
2023-03-14,7285.4219
2023-03-15,7326.9059
2023-03-16,7228.2568
2023-03-17,7278.1092
2023-03-20,7251.2362
2023-03-21,7338.723000000001
2023-03-22,7379.9903
2023-03-23,7422.3889
2023-03-24,7427.4967
2023-03-27,7429.2646
2023-03-28,7391.9769
2023-03-29,7369.3504
2023-03-30,7400.0234
2023-03-31,7463.169
2023-04-03,7550.2681
2023-04-04,7544.4906
2023-04-06,7553.8448
2023-04-07,7609.9035
2023-04-10,7546.4005
2023-04-11,7558.6702
2023-04-12,7585.2303
2023-04-13,7539.5634
2023-04-14,7570.668000000002
2023-04-17,7603.8307
2023-04-18,7592.7809
2023-04-19,7554.5726
2023-04-20,7548.4352
2023-04-21,7358.8372
2023-04-24,7309.7806
2023-04-25,7203.5733
2023-04-26,7231.8329
2023-04-27,7250.7457
2023-04-28,7349.6378
2023-05-04,7374.538
2023-05-05,7304.4822
2023-05-08,7362.4488
2023-05-09,7284.7958
2023-05-10,7276.2265
2023-05-11,7254.3693
2023-05-12,7181.2583
2023-05-15,7262.0062
2023-05-16,7206.4468
2023-05-17,7219.684
2023-05-18,7230.5558
2023-05-19,7222.0415
2023-05-22,7221.5565
2023-05-23,7147.7168
2023-05-24,7093.3331
2023-05-25,7073.459
2023-05-26,7129.0703
2023-05-29,7120.3546
2023-05-30,7165.3463
2023-05-31,7153.6842
2023-06-01,7158.6222
2023-06-02,7223.1614
2023-06-05,7215.3005
2023-06-06,7082.5335
2023-06-07,7087.8547
2023-06-08,7069.7983
2023-06-09,7124.7606
2023-06-12,7146.6977
2023-06-13,7169.4003
2023-06-14,7171.6489
2023-06-15,7238.2834
2023-06-16,7302.7495
2023-06-19,7283.9481
2023-06-20,7280.2355
2023-06-21,7120.7207
2023-06-26,6998.8621
2023-06-27,7071.5762
2023-06-28,7067.641
2023-06-29,7070.1419
2023-06-30,7143.815
2023-07-03,7196.8505
2023-07-04,7213.5212
2023-07-05,7173.1674
2023-07-06,7137.7691
2023-07-07,7109.494000000002
2023-07-10,7136.9961
2023-07-11,7191.4016
2023-07-12,7112.6975
2023-07-13,7210.9804
2023-07-14,7196.8619
2023-07-17,7176.1308
2023-07-18,7163.3206
2023-07-19,7154.6021
2023-07-20,7075.8729
2023-07-21,7077.0376
2023-07-24,7066.6665
2023-07-25,7186.1169
2023-07-26,7186.1169
2023-07-27,7121.0756
2023-07-28,7121.0756
2023-07-31,7274.0384
2023-08-01,7286.9458
2023-08-02,7261.3599
2023-08-03,7286.8839
2023-08-04,7323.5755
2023-08-07,7278.3746
2023-08-08,7248.9434
2023-08-09,7196.0697
2023-08-10,7208.9682
2023-08-11,7068.0939
2023-08-14,7072.3769
2023-08-15,7028.1395
2023-08-16,6972.6067
2023-08-17,7021.8901
2023-08-18,6907.1277
2023-08-21,6827.0092
2023-08-22,6863.27
2023-08-23,6730.1097
2023-08-24,6757.889
2023-08-25,6673.1706
2023-08-28,6748.4114
2023-08-29,6899.2725
2023-08-30,6905.0569
2023-08-31,6862.3065
2023-09-01,6875.9421
2023-09-04,6970.3759
2023-09-05,6921.2718
2023-09-06,6923.2633
2023-09-07,6818.429
2023-09-08,6825.5096
2023-09-11,6904.5514
2023-09-12,6900.0024
2023-09-13,6833.6096
2023-09-14,6817.7131
2023-09-15,6820.7754
2023-09-18,6838.7407
2023-09-19,6800.7333
2023-09-20,6756.6204
2023-09-21,6709.8853
2023-09-22,6813.8823
2023-09-25,6775.4385
2023-09-26,6752.3882
2023-09-27,6786.0696
2023-09-28,6805.7121
2023-10-09,6766.6735
2023-10-10,6733.5321
2023-10-11,6733.3866
2023-10-12,6783.4443
2023-10-13,6737.6858
2023-10-16,6674.6353
2023-10-17,6692.1879
2023-10-18,6607.5767
2023-10-19,6535.4502
2023-10-20,6487.3561
2023-10-23,6327.8652
2023-10-24,6401.7821
2023-10-25,6430.4729
2023-10-26,6457.9073
2023-10-27,6569.5131
2023-10-30,6634.5389
2023-10-31,6612.8285
2023-11-01,6590.9713
2023-11-02,6530.5463
2023-11-03,6591.8206
2023-11-06,6705.1125
2023-11-07,6712.3334
2023-11-08,6708.6477
2023-11-09,6689.5549
